1.290000000000000001e-02,1.386133704098258645e+00,3.653469185303939021e-02
1.439999999999999961e-02,1.196267832380875085e+00,3.083218913628799421e-02
1.549999999999999989e-02,1.043219343259865761e+00,2.754137024922952495e-02
1.669999999999999957e-02,9.249795416782528035e-01,2.493170557757673142e-02
1.750000000000000167e-02,8.107261072147804448e-01,2.172946538434428546e-02
1.830000000000000029e-02,8.117988757639095221e-01,2.220597781780318108e-02
1.990000000000000102e-02,6.795241402214887705e-01,1.827330110080148048e-02
1.000000000000000021e-02,2.055850932795887598e+00,5.852332294034998800e-02
2.149999999999999828e-02,6.107080740713363154e-01,1.595492301226543105e-02
2.249999999999999917e-02,5.717511401634327584e-01,1.507377248564090860e-02
2.340000000000000066e-02,5.635170794824423401e-01,1.522189268967600283e-02
2.779999999999999832e-02,4.090670968505392691e-01,1.100558373165270477e-02
2.879999999999999921e-02,3.772275004176552371e-01,9.870824378721748671e-03
2.980000000000000010e-02,3.612344711195564217e-01,9.871253967034351873e-03
3.289999999999999869e-02,2.981848930204404891e-01,7.459906042490877659e-03
3.590000000000000135e-02,2.630787662994086840e-01,6.780185514417653644e-03
2.999999999999999889e-02,3.519144403473106753e-01,9.261095963048769641e-03
4.120000000000000051e-02,2.170770519185362679e-01,5.551229978762246137e-03
4.639999999999999680e-02,1.854187435722744193e-01,4.821815936119399140e-03
4.730000000000000177e-02,1.752378216686101831e-01,4.346756741168206900e-03
4.830000000000000265e-02,1.700605360021732460e-01,4.009938918551962141e-03
5.990000000000000185e-02,1.369939430434250482e-01,2.960233507991271058e-03
6.160000000000000198e-02,1.329096351065806036e-01,2.917695264205264101e-03
7.739999999999999658e-02,1.197678078303270888e-01,2.103116249518197697e-03
7.850000000000000033e-02,1.197964006271823173e-01,2.076527640854176904e-03
8.930000000000000437e-02,1.155173440736228380e-01,1.683988247554163344e-03
1.290000000000000036e-01,1.332423519225600095e-01,1.357757411493339204e-03
1.439999999999999891e-01,1.402812361929589857e-01,1.273511854599759406e-03
1.549999999999999989e-01,1.450317063645994997e-01,1.253755436875769345e-03
1.670000000000000095e-01,1.532895485803738855e-01,1.238599795051475126e-03
