# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
1.0,1.5707963267948966,0,0.8,0.0
1.48265335e+02,3.13953853e+00,5.58761263e+00,9.82303917e-01,6.23083500e+05
1.61539932e+02,3.13671780e+00,3.99759197e+00,9.95485365e-01,6.89655438e+05
1.53991409e+02,3.13390517e+00,5.29116869e+00,1.20675182e+00,1.17286300e+06
1.73954483e+02,3.13593912e+00,5.61270380e+00,1.40070724e+00,3.63527700e+06
1.40757614e+02,8.23749322e-03,4.91792250e+00,1.13404524e+00,9.21909250e+05
1.41037872e+02,3.13233018e+00,3.71724916e+00,1.01582277e+00,7.06859438e+05
1.55779907e+02,4.77142306e-03,4.11136913e+00,1.16457021e+00,8.31401312e+05
1.56623383e+02,3.81068490e-03,4.42502117e+00,1.14519334e+00,1.24392300e+06
1.71610718e+02,1.84636586e-03,2.17849255e+00,9.14779425e-01,3.04435750e+05
1.43969788e+02,3.13356304e+00,2.34120727e+00,1.10174632e+00,1.69234862e+06
1.59414734e+02,2.92018265e-03,6.95361137e-01,1.14004612e+00,1.72862662e+06
1.52937805e+02,1.97921041e-03,2.56030750e+00,1.28144491e+00,1.40586488e+06
1.48791794e+02,3.13778234e+00,5.72752428e+00,1.18146479e+00,1.27047700e+06
1.45351410e+02,3.13257456e+00,1.00218630e+00,1.56954598e+00,1.33256088e+06
1.60953522e+02,4.32755332e-03,4.75470209e+00,1.00570369e+00,9.19291250e+05
1.44730743e+02,3.13900661e+00,2.61271572e+00,1.02645624e+00,8.27287312e+05
1.53458481e+02,3.13950682e+00,1.92781734e+00,1.25544858e+00,1.09020912e+06
1.41365967e+02,3.13765836e+00,4.35601234e-01,1.54091108e+00,4.10277675e+06
1.65216919e+02,3.09790778e+00,3.16622066e+00,9.58661377e-01,3.84845688e+05
1.43096008e+02,3.13490415e+00,3.44408512e+00,1.15785539e+00,1.69272262e+06
1.58824799e+02,3.13831925e+00,3.68586540e-01,1.14088845e+00,1.68935662e+06
1.56494614e+02,3.13468361e+00,3.88789177e-01,9.93063688e-01,4.90687594e+05
1.43482315e+02,3.22013348e-03,2.53213215e+00,1.11654925e+00,7.43137375e+05
1.51570724e+02,3.13984060e+00,2.56958771e+00,9.54622090e-01,4.34587656e+05
1.45817184e+02,3.13772917e+00,2.07260227e+00,1.03198361e+00,6.90403438e+05
1.63048660e+02,2.30762060e-03,5.89757967e+00,1.26610625e+00,2.21370425e+06
1.46446777e+02,1.61623245e-03,5.58129168e+00,1.48011255e+00,4.16336450e+06
1.53144302e+02,3.13551283e+00,3.47403622e+00,1.33543861e+00,1.58650675e+06
1.49984482e+02,3.18450877e-03,4.79065371e+00,1.04430628e+00,1.22746700e+06
1.46420502e+02,3.34512000e-03,5.60985327e+00,1.20494425e+00,1.69534062e+06
1.40477982e+02,3.13287330e+00,3.26251030e-01,1.04944372e+00,4.98541594e+05
1.41434998e+02,4.61339531e-03,2.33872318e+00,1.01137030e+00,4.55905625e+05
1.46344803e+02,3.13714552e+00,3.15433121e+00,9.65629697e-01,3.60535719e+05
1.46375122e+02,2.45453930e-03,3.20460606e+00,1.04917252e+00,1.09282712e+06
1.52930389e+02,3.05334129e-03,4.55290127e+00,8.59405756e-01,5.31079570e+04
1.57675949e+02,3.13840055e+00,4.03024197e+00,1.23079407e+00,1.39015688e+06
1.45508545e+02,2.20252643e-03,4.28833485e+00,1.00846827e+00,4.99663594e+05
1.58098862e+02,3.17515968e-03,3.53509808e+00,1.24968612e+00,9.68659188e+05
1.76493973e+02,3.14085746e+00,4.95526743e+00,1.04160762e+00,7.92131375e+05
1.73398849e+02,3.13607597e+00,5.17970514e+00,1.13902736e+00,7.42763375e+05
1.99515884e+02,3.13424182e+00,5.92955446e+00,1.43162060e+00,2.09103225e+06
1.79739746e+02,6.57281419e-03,2.75313377e-01,1.25410926e+00,1.11077912e+06
1.40058365e+02,2.82075675e-03,2.70271182e+00,1.04653525e+00,4.48425625e+05
1.46704315e+02,3.13118052e+00,1.79751825e+00,1.09671080e+00,6.93021438e+05
1.71875687e+02,4.37256793e-04,3.45141888e+00,1.26237476e+00,1.88421050e+06
1.44645584e+02,2.85798451e-03,5.08065462e+00,1.38517344e+00,2.41903000e+06
1.70910767e+02,3.12516999e+00,5.82962656e+00,1.04880524e+00,1.51881275e+06
1.47328491e+02,3.13769865e+00,1.01715374e+00,1.11900926e+00,1.12012912e+06
1.48830658e+02,8.09052773e-03,1.05486584e+00,1.14206398e+00,1.49151075e+06
1.43077621e+02,1.18731684e-03,7.20759392e-01,1.10131013e+00,1.01391319e+06
1.51317139e+02,6.41780673e-03,2.19714260e+00,1.17884660e+00,2.23951025e+06
1.63404312e+02,3.13940263e+00,5.61073732e+00,1.30733764e+00,1.65008662e+06
1.40681152e+02,3.13154435e+00,3.91479063e+00,1.16626787e+00,9.76139188e+05
1.67511597e+02,7.28507526e-03,5.85659647e+00,1.24133730e+00,1.06066312e+06
1.48210434e+02,1.20469555e-02,3.94110203e+00,1.25364006e+00,1.94928638e+06
1.47689651e+02,8.87434348e-04,4.95299959e+00,1.15208197e+00,2.52823800e+06
1.66815964e+02,3.13740730e+00,2.30207348e+00,1.10590327e+00,6.75069438e+05
1.53478516e+02,3.13893294e+00,5.48792887e+00,1.70895028e+00,1.50273075e+06
1.49824661e+02,5.50285727e-03,3.29330158e+00,1.18224728e+00,2.31618000e+06
1.43246384e+02,1.59802865e-02,2.94655037e+00,1.15790868e+00,9.91847188e+05
1.41380951e+02,4.32796404e-03,2.47820950e+00,9.42762673e-01,7.50617375e+05
1.45811432e+02,3.13090706e+00,2.28278637e-01,9.58811522e-01,6.16351500e+05
1.57109650e+02,3.13580132e+00,5.86857843e+00,9.92505848e-01,6.77687438e+05
1.78201462e+02,5.86563349e-03,3.60125256e+00,1.33576298e+00,2.02558238e+06
1.46448624e+02,1.33237685e-03,4.69501257e+00,1.09478235e+00,5.53145562e+05
1.78562683e+02,3.13460350e+00,4.03985119e+00,1.43085968e+00,2.12693625e+06
1.61518784e+02,3.52167845e-04,4.26986217e+00,9.58972394e-01,5.53893562e+05
1.77575317e+02,8.88871774e-03,4.77625847e-01,1.05778754e+00,6.03261500e+05
1.76325638e+02,3.13587523e+00,5.68579674e-01,8.95360589e-01,5.09387594e+05
1.66257462e+02,3.13483238e+00,5.34717798e+00,1.20761240e+00,7.82407375e+05
1.51021439e+02,3.13552737e+00,4.28703976e+00,1.32222319e+00,3.21639750e+06
1.63791992e+02,3.13770843e+00,4.25429821e+00,1.07897604e+00,9.72399188e+05
1.64225296e+02,2.61606695e-03,3.06387997e+00,1.10676360e+00,6.39539500e+05
1.56456268e+02,6.29122509e-03,1.98902035e+00,1.13045740e+00,1.28057500e+06
1.76000656e+02,3.13837171e+00,4.63320017e+00,1.18603373e+00,1.19492900e+06
1.49292374e+02,3.13758802e+00,4.87636995e+00,1.14083588e+00,2.18303625e+06
1.58199112e+02,3.13636303e+00,5.52350855e+00,9.77342367e-01,5.56885562e+05
1.59919159e+02,3.13986802e+00,4.07016468e+00,9.24959540e-01,2.87605750e+05
1.40487518e+02,3.13367486e+00,1.27342892e+00,1.33451390e+00,1.79258050e+06
1.50850388e+02,3.14034510e+00,1.90190983e+00,1.07221055e+00,1.15378900e+06
1.40569290e+02,3.13380194e+00,1.72327662e+00,1.45367730e+00,2.60229000e+06
1.50485077e+02,3.13949347e+00,3.72767544e+00,9.98379588e-01,7.55105375e+05
1.57383560e+02,3.20420484e-03,7.09271431e-01,1.13441181e+00,1.82362250e+06
1.45405365e+02,4.48532542e-03,5.20484018e+00,1.01560879e+00,5.99895500e+05
1.44671494e+02,3.13492966e+00,4.00925541e+00,9.96316433e-01,3.69137688e+05
1.40424606e+02,3.13048124e+00,2.64444804e+00,1.07022429e+00,7.40893375e+05
1.40874130e+02,3.13710880e+00,4.60411310e+00,1.34014201e+00,4.52726650e+06
1.58049911e+02,3.14093876e+00,5.62918711e+00,1.16168392e+00,8.55711312e+05
1.66792877e+02,6.60463190e-03,6.01814890e+00,9.03157711e-01,3.25753719e+05
1.71685532e+02,3.12909293e+00,4.12771511e+00,9.94890630e-01,5.62495562e+05
1.63200699e+02,4.56182845e-03,6.22204828e+00,1.33608496e+00,2.68569175e+06
1.41066116e+02,3.13496685e+00,5.67889929e+00,9.55354512e-01,6.71703438e+05
1.40730026e+02,3.13266087e+00,4.89522886e+00,1.49936557e+00,8.16927550e+06
1.40753860e+02,3.13581705e+00,2.50944805e+00,1.00879025e+00,6.76565438e+05
1.42684494e+02,3.13900685e+00,2.68308926e+00,9.73832190e-01,1.17323700e+06
1.41545975e+02,3.13678670e+00,2.78222942e+00,1.53440142e+00,2.00164638e+06
1.45374222e+02,8.72023869e-03,6.00357294e+00,1.12971723e+00,9.13307250e+05
1.42751602e+02,3.97973927e-03,4.47870922e+00,1.00064683e+00,6.83297438e+05
1.40127197e+02,5.83084533e-03,1.48731470e+00,1.01611066e+00,4.74979625e+05
1.47877075e+02,1.01618487e-02,4.63494921e+00,1.32268429e+00,4.19365850e+06
1.59163803e+02,3.13646245e+00,5.22676516e+00,9.71064806e-01,3.09671750e+05
1.66439255e+02,3.13796210e+00,7.01600075e-01,9.39388096e-01,4.33839656e+05
1.47412003e+02,3.13564157e+00,3.84805965e+00,9.50336277e-01,8.25043312e+05
1.77128479e+02,7.85477366e-03,2.52731991e+00,1.28523815e+00,2.08804025e+06
1.44595566e+02,6.89598452e-03,4.17819118e+00,1.28471577e+00,1.17959500e+06
1.82269501e+02,3.13635969e+00,2.34141064e+00,1.20226359e+00,1.56631075e+06
1.53017792e+02,2.53796414e-03,4.00371456e+00,1.01648986e+00,8.08961312e+05
1.48526398e+02,4.43080161e-03,1.03131199e+00,1.12865663e+00,1.42119888e+06
1.48405228e+02,3.13242841e+00,6.20166445e+00,1.17469728e+00,1.36472488e+06
1.70124863e+02,3.13950634e+00,2.15092373e+00,9.98831391e-01,4.54409625e+05
1.45395996e+02,3.13488054e+00,8.59713554e-02,1.16596615e+00,1.85391650e+06
1.41916382e+02,3.13738656e+00,9.51973915e-01,1.02469981e+00,6.98257438e+05
1.60749191e+02,3.13301802e+00,2.64216518e+00,1.20433235e+00,1.44550888e+06
1.41479874e+02,1.73103407e-01,4.53284264e-01,1.18342173e+00,1.67738862e+06
1.48152496e+02,5.34106884e-03,1.25823498e+00,1.16746294e+00,7.50243375e+05
1.43601685e+02,3.13719797e+00,2.29507923e+00,1.06929779e+00,4.36083656e+05
1.53009796e+02,3.13620043e+00,4.20047855e+00,1.17432415e+00,2.03418438e+06
1.47027969e+02,7.23788794e-03,6.16299391e+00,1.33185351e+00,1.09357512e+06
1.58816040e+02,3.13887000e+00,2.48064137e+00,9.36179340e-01,4.28603656e+05
1.41827560e+02,7.92199932e-03,2.31594849e+00,9.03031766e-01,1.96723844e+05
1.48619614e+02,1.67247583e-03,9.42397118e-01,1.32090402e+00,8.81517250e+05
1.58187271e+02,4.09681234e-04,5.89890146e+00,9.78134155e-01,5.46039562e+05
1.50430420e+02,1.38565328e-03,6.23614168e+00,8.90644431e-01,2.74515781e+05
1.67695435e+02,3.14053512e+00,2.28859615e+00,1.18897545e+00,8.87127250e+05
1.53003464e+02,3.13837218e+00,3.43509007e+00,1.08675587e+00,9.92221188e+05
1.42698532e+02,6.27641752e-03,3.93180656e+00,1.06504238e+00,8.81891250e+05
1.55680054e+02,3.90857132e-03,3.58342838e+00,1.13594520e+00,8.34019312e+05
1.59228653e+02,5.29125845e-03,5.52229929e+00,1.02852583e+00,3.78861688e+05
1.49912994e+02,4.92561329e-03,2.50745487e+00,1.25015163e+00,1.43428888e+06
1.59517334e+02,3.13337946e+00,6.37431145e-01,1.21403754e+00,9.51455250e+05
1.44853806e+02,9.62665118e-03,3.44836712e-01,9.61776435e-01,4.43563625e+05
1.51412567e+02,5.13452068e-02,3.52819729e+00,1.29561341e+00,8.26165312e+05
1.71527130e+02,3.13720512e+00,5.79778337e+00,1.01631892e+00,4.84329594e+05
1.46985687e+02,5.81487548e-03,4.39835644e+00,1.16089964e+00,1.59548275e+06
1.51648865e+02,3.13826823e+00,4.48926449e+00,1.18964279e+00,2.65203175e+06
1.45398544e+02,3.13621759e+00,5.58289051e+00,1.04777265e+00,5.36689562e+05
1.72992477e+02,3.12928987e+00,2.15053463e+00,9.66723979e-01,5.97277500e+05
1.60405807e+02,3.09520256e-04,2.15556145e-01,9.84617054e-01,1.00718119e+06
1.58666031e+02,6.98934402e-03,4.32620907e+00,1.16959894e+00,1.11638912e+06
1.41098083e+02,3.14102149e+00,2.61481762e+00,1.43839276e+00,1.88795050e+06
