# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with Strauss code. 
1.74663467e+02,3.13920236e+00,3.13614941e+00,1.23094738e+00,2.29254340e+07
1.61033417e+02,3.13265681e+00,5.26300907e-01,7.32655466e-01,4.43907720e+07
1.41566650e+02,1.24695583e-03,1.82928562e-01,4.85747874e-01,1.39726290e+07
1.40837601e+02,1.00918673e-02,3.12362385e+00,6.70350075e-01,1.17308740e+07
1.43755966e+02,1.41705619e-03,2.44390941e+00,4.83307213e-01,4.20712250e+06
1.42502274e+02,3.12870964e-02,5.96445322e+00,3.24855238e-01,1.50269340e+07
1.49685867e+02,2.37747747e-03,1.01584339e+00,9.86134648e-01,3.44786560e+07
1.42876755e+02,5.16347494e-03,4.96329737e+00,7.70818472e-01,1.14522450e+07
1.58142075e+02,3.13923287e+00,1.61498928e+00,1.09285355e+00,1.56193490e+07
1.40079651e+02,1.40656512e-02,5.52988625e+00,1.92069054e-01,5.89685300e+06
1.41040497e+02,1.22468155e-02,5.02165318e+00,3.86422455e-01,1.75817260e+07
1.40751175e+02,3.19615589e-03,4.93284607e+00,5.39615333e-01,1.49068800e+07
1.41711136e+02,1.35160610e-02,2.97767371e-02,6.22376800e-01,2.41173700e+07
1.41184311e+02,3.13748550e+00,1.67583942e-01,7.22792745e-01,1.24799960e+07
1.42437347e+02,9.74987075e-03,6.23409653e+00,4.63919610e-01,1.13464030e+07
1.40547592e+02,2.27324411e-01,5.58070278e+00,6.16443276e-01,1.32736230e+07
1.40518570e+02,3.11347866e+00,3.54410028e+00,4.10772324e-01,2.95983360e+07
1.41541672e+02,3.13084102e+00,2.51771951e+00,4.85628128e-01,1.44749100e+07
1.57935181e+02,3.13648033e+00,2.07622814e+00,7.71694303e-01,1.29953670e+07
1.51560318e+02,3.13608336e+00,3.55202985e+00,3.98076028e-01,1.13662250e+07
1.40480423e+02,3.47826444e-03,8.99708748e-01,6.16682827e-01,6.13583900e+06
1.47062210e+02,3.13552547e+00,2.96127510e+00,4.95257050e-01,7.68270150e+06
1.41587982e+02,3.12745214e+00,4.90781403e+00,4.00224954e-01,6.27945500e+06
1.48356796e+02,3.13737535e+00,1.37811947e+00,7.60881186e-01,1.96099260e+07
1.44433411e+02,3.13352251e+00,2.40928531e+00,3.86809081e-01,5.37587150e+06
1.40124741e+02,3.85821551e-01,2.73888516e+00,5.92481911e-01,2.08579620e+07
1.42585434e+02,3.13683867e+00,3.42278337e+00,2.14145303e-01,6.80866450e+06
1.42009186e+02,3.13292480e+00,1.06629610e+00,2.32036442e-01,6.97098050e+06
1.42899597e+02,3.13520551e+00,4.70235252e+00,5.65912545e-01,8.75533300e+06
1.45708618e+02,3.14087009e+00,3.27756691e+00,8.19063008e-01,2.57311800e+07
1.46939346e+02,3.13624406e+00,2.15340328e+00,8.69080186e-01,7.25297600e+06
1.42101013e+02,3.13115454e+00,4.18363476e+00,6.86955869e-01,1.04663810e+07
1.40269409e+02,9.60796118e-01,2.87570715e+00,3.39951545e-01,3.43339200e+07
1.40045197e+02,2.39185476e+00,4.60591125e+00,6.94401920e-01,4.76397080e+07
1.53110809e+02,3.13608789e+00,1.64326763e+00,1.10380554e+00,1.61908210e+07
1.58609680e+02,1.47480029e-03,3.74266624e-01,5.46012163e-01,1.19193700e+07
1.40110794e+02,8.51016641e-01,5.40520096e+00,2.18564630e-01,1.90433160e+07
1.41801193e+02,3.13414621e+00,5.29261589e-01,8.90288234e-01,5.83738700e+06
1.50141586e+02,8.72363243e-03,3.15055084e+00,7.18708932e-01,2.86786700e+07
1.40339462e+02,3.12397838e+00,1.71439856e-01,3.86037171e-01,1.27642360e+07
1.42369354e+02,3.13742518e+00,1.64925575e-01,8.56638730e-01,1.31670330e+07
1.44352356e+02,4.79602115e-03,2.18520355e+00,3.54078174e-01,8.48717500e+06
1.59472015e+02,2.74469750e-03,2.60161495e+00,9.00939107e-01,1.13419150e+07
1.42171875e+02,3.13171268e+00,7.52395689e-01,4.52145845e-01,2.33645080e+07
1.40066559e+02,4.14071791e-02,3.68151045e+00,2.35309705e-01,4.38365050e+06
1.40450165e+02,2.09414982e-03,5.99352884e+00,5.74362814e-01,1.00063620e+07
1.48850266e+02,3.13927722e+00,5.08328962e+00,8.30746949e-01,1.98373180e+07
1.41758987e+02,3.13650846e+00,1.68735874e+00,4.10982549e-01,7.35881800e+06
1.40463638e+02,6.05034381e-02,2.02492023e+00,1.30051732e-01,1.74919662e+06
1.48278732e+02,8.95847008e-03,5.39466190e+00,6.13527358e-01,2.09634300e+07
1.52589050e+02,2.67246389e-03,5.27529955e+00,3.90118420e-01,1.76408180e+07
1.40684814e+02,9.38853435e-03,8.83617401e-02,6.53142095e-01,7.66848950e+06
1.49494965e+02,3.13921857e+00,5.43941164e+00,7.12398708e-01,1.09234090e+07
1.43880356e+02,3.14151359e+00,9.90269661e-01,5.99271417e-01,1.87407500e+07
1.44932648e+02,3.13507581e+00,3.73270512e+00,4.91596580e-01,2.02797600e+07
1.43879684e+02,3.13681507e+00,1.92056561e+00,6.80088103e-01,3.57569880e+07
1.47519455e+02,8.79828725e-03,3.00808477e+00,7.26974487e-01,1.81846140e+07
1.46591537e+02,7.05259480e-03,2.25314283e+00,5.93539596e-01,1.98949140e+07
1.48830627e+02,3.13312149e+00,1.40163803e+00,9.43124533e-01,7.75338750e+06
1.46913162e+02,3.13982892e+00,5.70731974e+00,1.25350606e+00,1.02913500e+07
1.41115936e+02,5.69419190e-03,9.11703110e-02,3.69236887e-01,1.16388710e+07
1.45011902e+02,3.13465333e+00,2.05168200e+00,6.62838876e-01,5.43309350e+06
1.43137115e+02,2.37760460e-03,6.05761814e+00,4.64599103e-01,8.95130900e+06
1.45232803e+02,3.13900208e+00,4.82853508e+00,5.68492711e-01,1.08740410e+07
1.40024551e+02,2.40796302e-02,9.71939743e-01,5.83912909e-01,3.49865480e+07
1.46198486e+02,3.14087081e+00,4.14617538e+00,4.30015594e-01,1.31139250e+07
1.40367096e+02,3.13851523e+00,4.10810089e+00,3.20612341e-01,1.25574140e+07
1.44327896e+02,3.13738990e+00,2.16620445e-01,4.91765618e-01,1.40066630e+07
1.40248917e+02,4.58407909e-01,5.51884222e+00,1.99935943e-01,1.26052860e+07
1.43942032e+02,5.96619444e-03,1.55413914e+00,6.96176410e-01,7.49046600e+06
1.40312027e+02,2.01515365e+00,2.42210841e+00,4.58286047e-01,2.15307880e+07
1.40944092e+02,3.13590884e+00,5.28677654e+00,4.24162447e-01,8.47558100e+06
1.40180847e+02,1.73297501e-03,1.13010061e+00,3.45139116e-01,2.10501980e+07
1.42407379e+02,3.44730332e-03,5.59943724e+00,5.61944604e-01,1.01410020e+07
1.46407532e+02,3.14108562e+00,5.13985968e+00,4.78513330e-01,1.23188020e+07
1.43180923e+02,3.13459587e+00,1.96542168e+00,5.01553774e-01,1.17937060e+07
1.51121475e+02,7.41360802e-03,4.14327335e+00,5.10607302e-01,3.41600120e+07
1.45631348e+02,1.18451184e-02,2.83472466e+00,3.26535672e-01,7.22006400e+06
1.43096985e+02,3.12294578e-03,6.77508831e-01,3.24871659e-01,1.44154440e+07
1.49687485e+02,3.14025903e+00,3.51114750e+00,7.63144493e-01,1.45426040e+07
1.40429306e+02,2.99526048e+00,3.98289704e+00,3.84740025e-01,1.40904390e+07
1.40294968e+02,3.13091516e+00,5.18393230e+00,8.39573681e-01,2.76692460e+07
1.82134415e+02,3.13288832e+00,5.75674486e+00,1.37336659e+00,2.99371800e+07
1.40921509e+02,3.13886786e+00,7.96537399e-02,4.02594835e-01,8.86005300e+06
1.45343185e+02,3.13351607e+00,8.36149693e-01,8.48864913e-01,2.16355080e+07
1.43411896e+02,7.85298366e-03,2.07952595e+00,3.94148976e-01,7.07869200e+06
1.40747162e+02,3.11662006e+00,2.09444031e-01,3.24482977e-01,9.74718000e+06
1.40750046e+02,3.12378502e+00,1.60103893e+00,8.83382738e-01,1.07083590e+07
1.43300964e+02,3.13505101e+00,3.34177113e+00,4.63952929e-01,2.83574040e+07
1.52819336e+02,9.41660348e-03,5.35270357e+00,6.63136899e-01,1.10311210e+07
1.40859619e+02,3.13354850e+00,4.75934029e-01,5.75537801e-01,8.78338300e+06
1.43997421e+02,3.13962007e+00,3.42713213e+00,3.90552104e-01,1.61923170e+07
1.46861679e+02,5.78469085e-03,5.65032673e+00,7.08573937e-01,1.75835960e+07
1.44288559e+02,4.56042169e-03,4.34353828e+00,3.99987698e-01,2.35234580e+07
1.40301010e+02,3.13358521e+00,1.54908746e-01,4.01951730e-01,2.06698420e+07
1.50962753e+02,3.13209200e+00,1.23108959e+00,6.26389742e-01,3.56990200e+07
1.43933716e+02,2.95564788e-03,2.15855122e+00,5.06864250e-01,1.07109770e+07
1.47624939e+02,5.45726623e-03,4.29624748e+00,5.03376722e-01,1.62435550e+07
1.41278290e+02,3.36407195e-03,2.41052604e+00,2.14467406e-01,1.33570250e+07
1.43076157e+02,1.44132301e-02,5.31856203e+00,4.46776181e-01,1.22406360e+07
1.41717270e+02,3.11802912e+00,2.68719172e+00,7.11366117e-01,3.87703040e+07
1.40329239e+02,3.11970258e+00,2.54116750e+00,4.72281307e-01,3.27204860e+07
1.42463470e+02,1.04055926e-02,4.18828011e+00,5.08594513e-01,2.65726780e+07
1.46793854e+02,3.13489890e+00,6.26953411e+00,3.23124409e-01,1.04252410e+07
1.49639313e+02,3.13877106e+00,5.99260187e+00,5.34495711e-01,1.71598540e+07
1.40396973e+02,1.80152003e-02,3.75741315e+00,4.13406819e-01,9.47229000e+06
1.40067871e+02,1.98569024e+00,7.51047134e-01,2.34839797e-01,1.95474680e+07
1.40653244e+02,3.12647128e+00,4.58721972e+00,3.88456732e-01,1.45381160e+07
1.58862396e+02,1.44130073e-03,2.84741116e+00,7.11077809e-01,1.33069090e+07
1.40013107e+02,3.06017995e+00,6.15210272e-02,4.65401560e-01,2.35967620e+07
1.40103500e+02,4.69487965e-01,6.21379614e+00,3.32175732e-01,1.07969970e+07
1.44044586e+02,3.13608956e+00,4.39756966e+00,3.73031944e-01,1.32063030e+07
1.41312683e+02,3.13971949e+00,1.11107969e+00,7.03161180e-01,2.02853700e+07
1.40254547e+02,1.86602282e-03,1.82627416e+00,2.98083037e-01,1.43122200e+07
1.46788361e+02,1.17363466e-03,5.23790693e+00,4.36861843e-01,1.19380700e+07
1.50019089e+02,3.14016604e+00,3.60177898e+00,1.09910464e+00,2.04121560e+07
1.40184387e+02,1.40800690e-02,2.72659111e+00,6.30494475e-01,1.51649400e+07
1.41694580e+02,8.50702822e-03,1.66312647e+00,3.26399088e-01,1.84232240e+07
1.42670654e+02,5.86984679e-03,4.81545746e-01,2.96297461e-01,5.17690400e+06
1.45371857e+02,6.66216994e-03,5.97068787e-01,7.45590568e-01,2.63370580e+07
1.66437195e+02,3.13870978e+00,4.55966854e+00,1.30458808e+00,1.38690310e+07
1.47739624e+02,6.85151713e-03,4.14563942e+00,7.37453580e-01,1.16287730e+07
1.54320251e+02,6.86367648e-03,1.72914791e+00,7.95272887e-01,7.87531150e+06
1.41992371e+02,1.12200044e-02,5.33866596e+00,2.68861592e-01,7.55292400e+06
1.40071426e+02,3.79862380e-03,6.08625412e+00,4.70479786e-01,2.49607400e+07
1.47520523e+02,4.50932235e-03,6.16860008e+00,7.03703701e-01,9.24863800e+06
1.49981949e+02,6.22051815e-03,5.64463186e+00,7.09211230e-01,8.32186700e+06
1.40156693e+02,7.60839701e-01,5.36575270e+00,8.05666745e-01,5.50366720e+07
1.47362946e+02,3.13902307e+00,1.69424534e+00,8.14167261e-01,1.03291240e+07
1.47107391e+02,5.18380012e-03,2.44915104e+00,7.07745194e-01,1.22391400e+07
1.46620285e+02,1.40291383e-03,4.56625080e+00,4.40690011e-01,1.05980290e+07
1.40325089e+02,3.13061500e+00,3.68287206e+00,1.02856243e+00,3.54308600e+07
1.41084747e+02,3.11109757e+00,3.25025725e+00,4.44005698e-01,1.00482500e+07
1.40032135e+02,2.77057910e+00,1.39241099e+00,3.28592867e-01,1.57517450e+07
1.50555420e+02,1.97133792e-04,1.16207981e+00,6.59142792e-01,1.86895120e+07
1.40712326e+02,3.13381457e+00,4.76626921e+00,7.09434211e-01,7.23689400e+06
1.42995224e+02,3.13821626e+00,3.61973119e+00,4.38330919e-01,1.73599440e+07
1.46556549e+02,1.56586443e-03,3.01699138e+00,3.21728498e-01,5.01122200e+06
1.44879318e+02,3.14019370e+00,9.36568737e-01,5.06371140e-01,1.02954640e+07
1.42353134e+02,2.99671176e-03,8.07229042e-01,9.07735646e-01,8.80058700e+06
1.41243698e+02,2.96861846e-02,4.62832212e+00,4.17502582e-01,1.46331120e+07
1.40353104e+02,9.62513313e-03,3.10274529e+00,3.37619275e-01,8.29419100e+06
1.40548325e+02,3.13137650e+00,3.41526079e+00,2.60262340e-01,1.24452140e+07
1.45696121e+02,3.41264694e-03,2.71827412e+00,2.76955277e-01,8.89932300e+06
1.49562347e+02,9.81889293e-03,2.57172585e-01,8.44760597e-01,5.76782350e+06
1.40519165e+02,5.54219075e-03,3.33827257e+00,4.12348807e-01,1.03747520e+07
1.44002090e+02,1.72412116e-03,3.05055332e+00,5.13777852e-01,5.87972400e+07
1.40133392e+02,2.71787739e+00,6.11916924e+00,2.90285051e-01,1.82096720e+07
1.69324722e+02,3.56639130e-03,3.31197453e+00,9.13752437e-01,7.65240800e+06
1.92612686e+02,3.13397574e+00,2.15953350e+00,1.38582325e+00,2.54589080e+07
1.42021103e+02,3.13584852e+00,3.29510784e+00,5.23722827e-01,1.62966630e+07
1.46832291e+02,3.13693738e+00,2.81575966e+00,2.70352840e-01,1.52965880e+07
1.48656448e+02,3.13703299e+00,4.81944847e+00,2.76690006e-01,5.76445750e+06
1.40088669e+02,8.21289778e-01,4.43490362e+00,2.55207062e-01,1.80039720e+07
1.45739929e+02,3.86477448e-03,9.98688698e-01,4.41650957e-01,2.37403780e+07
1.46109741e+02,2.99692806e-03,1.47170258e+00,4.19644207e-01,9.58785600e+06
1.40371964e+02,2.44481564e+00,3.46396041e+00,2.66084135e-01,2.67888500e+07
1.44292252e+02,3.13251758e+00,3.50642204e+00,6.59033775e-01,5.61560550e+06
1.40121796e+02,2.23818779e+00,4.52214241e+00,2.74130851e-01,2.82874660e+07
1.40135712e+02,2.23802423e+00,4.00129461e+00,3.39362741e-01,2.26793420e+07
1.40050827e+02,3.10115504e+00,4.50778294e+00,2.32359275e-01,6.92834450e+06
1.40168442e+02,1.53869558e-02,1.74713397e+00,4.43020940e-01,3.76333440e+07
1.44354630e+02,3.13769031e+00,3.34464073e+00,4.28835034e-01,2.77103860e+07
1.57269379e+02,3.13493752e+00,1.08011246e-01,5.35124063e-01,1.11141490e+07
1.48005875e+02,3.13614392e+00,3.40204430e+00,1.23892295e+00,6.14844280e+07
1.41343658e+02,7.39153009e-03,9.58738327e-02,1.05536044e+00,4.52229200e+07
1.42682343e+02,1.09089455e-02,5.59568214e+00,3.37436289e-01,1.51271660e+07
1.40571472e+02,3.12202024e+00,2.73572731e+00,4.44157928e-01,1.54024290e+07
1.40164413e+02,2.43588781e+00,1.59447753e+00,2.43448377e-01,2.01118340e+07
1.41173340e+02,3.05942059e+00,1.98112154e+00,5.22074103e-01,1.71531220e+07
1.40278961e+02,8.59873835e-03,1.17662954e+00,6.43160105e-01,1.86188260e+07
1.58593170e+02,3.77553725e-03,4.00869656e+00,7.45399594e-01,1.81861100e+07
1.42666901e+02,3.13828063e+00,2.70192623e+00,1.06616807e+00,2.01862600e+07
1.44800522e+02,5.24645858e-03,3.47518516e+00,4.36001062e-01,1.95250280e+07
1.51747925e+02,3.32989614e-03,4.78587675e+00,7.84867585e-01,1.71022580e+07
1.40078018e+02,2.35249496e+00,4.53650808e+00,2.31210187e-01,2.13022740e+07
1.47673645e+02,3.13500476e+00,5.01526880e+00,4.96817082e-01,2.04286120e+07
1.41292114e+02,3.13781595e+00,6.16916037e+00,3.39601994e-01,5.28050150e+06
1.56307587e+02,4.48621949e-03,4.08949375e+00,4.77104008e-01,2.37194340e+07
1.52647766e+02,3.13679409e+00,6.89854622e-01,6.33132100e-01,1.07801670e+07
1.40710449e+02,1.19987307e-02,1.70021629e+00,6.04771972e-01,1.03231400e+07
1.44135529e+02,8.00240971e-03,1.62546158e+00,5.96415341e-01,1.43832800e+07
1.40618271e+02,3.13248897e+00,8.02422583e-01,4.89577979e-01,5.93275700e+06
1.40223358e+02,3.10331655e+00,1.62784785e-01,1.92014307e-01,1.54529190e+07
1.40208206e+02,1.30931163e+00,4.90625334e+00,4.23962504e-01,3.55898120e+07
1.40286896e+02,2.84930691e-02,1.67816329e+00,4.00962412e-01,2.66957240e+07
1.55353302e+02,2.20160163e-03,3.14220142e+00,9.99218404e-01,1.59884870e+07
1.40585297e+02,1.22765731e-02,5.82588959e+00,7.14507341e-01,1.17802420e+07
1.41950058e+02,3.13600802e+00,2.07942057e+00,5.40862978e-01,1.53272550e+07
1.40937073e+02,4.68470203e-03,5.57930756e+00,4.47063565e-01,1.45661660e+07
1.40582397e+02,3.06988978e+00,5.93653536e+00,3.31604838e-01,8.03126950e+06
1.45068039e+02,3.13994002e+00,5.85524654e+00,6.03391349e-01,2.76266100e+07
1.55725037e+02,3.13772655e+00,1.64354420e+00,8.38918746e-01,4.22750560e+07
1.42760803e+02,3.13833117e+00,2.70852470e+00,2.55300790e-01,1.23812600e+07
1.40102264e+02,4.70564246e-01,2.49186850e+00,2.30521560e-01,1.71583580e+07
1.44381287e+02,3.13937616e+00,1.93220043e+00,9.88857687e-01,1.52483420e+07
1.54874252e+02,3.14006996e+00,5.64424372e+00,4.65162724e-01,1.08063470e+07
1.41622711e+02,3.13171339e+00,3.27752805e+00,1.26926327e+00,1.05688570e+07
1.40250305e+02,1.09547731e-02,1.12687802e+00,4.42737252e-01,2.60692740e+07
1.40218979e+02,2.52279639e+00,3.33613324e+00,2.08723128e-01,1.95003440e+07
1.46706345e+02,3.13686490e+00,3.53353500e+00,5.18819988e-01,2.81992020e+07
1.40399124e+02,6.84844196e-01,1.85212684e+00,2.11094201e-01,1.50538620e+07
1.40459747e+02,3.10326171e+00,1.52082890e-01,2.72475660e-01,1.37706690e+07
1.42029617e+02,7.49091618e-04,3.69410229e+00,7.26860285e-01,8.69549300e+06
1.77781128e+02,3.14061952e+00,5.10302210e+00,9.43897605e-01,1.51324020e+07
1.42672913e+02,3.13908029e+00,6.10112858e+00,4.22024697e-01,9.36944000e+06
1.41906998e+02,2.62539857e-03,3.39866471e+00,3.90065491e-01,1.40979180e+07
1.58359955e+02,3.13930726e+00,2.96994877e+00,1.20522320e+00,3.15278000e+07
1.40206802e+02,2.75126123e+00,1.67479455e-01,2.14989141e-01,2.16874940e+07
1.56382690e+02,2.02366614e+00,1.91357327e+00,6.07876003e-01,1.63052650e+07
1.40120941e+02,3.60574611e-02,2.74084330e+00,2.93767095e-01,7.63258600e+06
1.44648788e+02,3.13235331e+00,8.32623065e-01,4.17124748e-01,8.78001700e+06
1.46811096e+02,3.13462353e+00,1.15044832e+00,6.14702642e-01,8.74598300e+06
1.42754745e+02,3.13137054e+00,1.70468652e+00,3.40030253e-01,1.74844860e+07
1.40092484e+02,3.12678123e+00,3.48164701e+00,2.99014479e-01,6.31423700e+06
1.41226624e+02,8.71520583e-03,3.20864224e+00,6.02088511e-01,1.55961610e+07
1.43575928e+02,3.13652444e+00,7.89794087e-01,3.38434160e-01,4.99401800e+06
1.42957520e+02,3.13758445e+00,5.66392136e+00,3.82282645e-01,1.00194520e+07
1.41595261e+02,3.05642770e-03,1.93904400e+00,8.19199443e-01,9.28080200e+06
1.42263947e+02,6.88085239e-03,6.58648014e-01,5.89104652e-01,3.23255420e+07
1.41806808e+02,3.13240814e+00,2.32439733e+00,4.62675780e-01,6.59772850e+06
1.48385223e+02,6.08884310e-03,6.07415485e+00,8.97281110e-01,1.19264760e+07
1.42091873e+02,3.12969613e+00,5.37885332e+00,7.39914834e-01,1.28670860e+07
1.41172440e+02,6.09447598e-04,4.04059887e+00,5.98033369e-01,9.05976900e+06
1.40945358e+02,3.14128399e+00,5.15642762e-01,2.60339737e-01,4.42553850e+06
1.50509781e+02,1.56007719e-03,3.00496960e+00,8.02599192e-01,1.19126380e+07
1.55041000e+02,3.14042616e+00,5.21577501e+00,8.94865215e-01,6.13209900e+06
1.53415863e+02,3.13952374e+00,2.17923069e+00,5.32923460e-01,8.69250100e+06
1.48785278e+02,3.13718629e+00,2.72177124e+00,4.52378809e-01,1.06436570e+07
1.53804245e+02,3.13485503e+00,4.49736691e+00,9.96621013e-01,1.52307640e+07
1.57818695e+02,7.57880835e-03,5.15084124e+00,5.41834891e-01,1.52382440e+07
1.41316162e+02,3.12809277e+00,5.35065889e+00,2.96859115e-01,6.27421900e+06
1.40375458e+02,3.14138889e+00,1.75190675e+00,2.27456957e-01,4.55382050e+06
1.41397491e+02,3.14115143e+00,1.04562759e+00,4.72488075e-01,1.05826950e+07
1.40187027e+02,3.12991786e+00,4.34421158e+00,8.87454510e-01,3.54899520e+07
1.40940674e+02,3.13781190e+00,2.80115390e+00,3.80855024e-01,1.09944690e+07
1.54435944e+02,3.14094186e+00,3.73204136e+00,9.71312165e-01,1.67757560e+07
1.40855026e+02,3.11636448e+00,1.41036808e+00,1.28904596e-01,1.16725300e+06
