# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with Strauss code. 
1.46267365e+02,3.13498545e+00,2.94142580e+00,1.32821357e+00,1.11152712e+06
1.68396118e+02,1.39526781e-02,4.02638912e+00,1.62009549e+00,1.47916875e+06
1.61448105e+02,3.13451934e+00,5.53199625e+00,1.05115235e+00,4.45059648e+04
1.53969574e+02,3.14108729e+00,4.98391581e+00,1.08911276e+00,1.96723844e+05
1.60879074e+02,3.13787127e+00,3.16009045e+00,1.35562539e+00,1.54985475e+06
1.64535065e+02,3.13604450e+00,2.95804882e+00,1.34746158e+00,2.26045425e+06
1.55743301e+02,1.95197947e-03,6.05546236e+00,1.42330813e+00,1.07936312e+06
1.85344742e+02,3.07951093e+00,1.41394615e-01,1.36003971e+00,1.71890262e+06
1.40081863e+02,1.78008359e-02,1.03728175e+00,1.20496213e+00,5.20233562e+05
1.40877090e+02,9.74967424e-03,1.95954934e-01,1.58546102e+00,2.14301825e+06
1.40102173e+02,3.13209724e+00,3.58245754e+00,1.25976789e+00,1.07225712e+06
1.47437317e+02,3.13800263e+00,2.48099613e+00,1.13451505e+00,2.19537828e+05
1.40627747e+02,3.13417840e+00,2.23174477e+00,1.35047603e+00,8.57207312e+05
1.46918167e+02,3.13799477e+00,2.69417095e+00,1.76763642e+00,1.50385275e+06
1.73848785e+02,3.13990140e+00,5.37965631e+00,1.23304951e+00,4.32343656e+05
1.52754333e+02,3.13437080e+00,4.68737650e+00,1.19840491e+00,8.00733375e+05
1.40206482e+02,2.73295231e-02,5.57799721e+00,1.22828138e+00,6.60109438e+05
1.61749619e+02,5.25383092e-03,4.66702509e+00,1.15268934e+00,6.17847500e+05
1.40297516e+02,3.13144255e+00,3.05880332e+00,1.28861499e+00,9.01339250e+05
1.50103226e+02,3.13788581e+00,4.61165285e+00,1.11727428e+00,2.23651812e+05
1.52852020e+02,6.57643657e-03,3.62377071e+00,1.58267152e+00,1.36023688e+06
1.40664444e+02,3.13084292e+00,2.28433800e+00,1.36275113e+00,1.55247275e+06
1.44019577e+02,5.53131290e-03,2.54366970e+00,1.46590292e+00,1.77836850e+06
1.51903839e+02,4.66384785e-03,1.37143993e+00,1.36926627e+00,5.00785594e+05
1.45797516e+02,3.14092588e+00,5.85539484e+00,1.14109635e+00,4.31595656e+05
1.60121613e+02,3.13465285e+00,3.23044872e+00,1.34533143e+00,1.18333500e+06
1.44961594e+02,3.13258600e+00,3.98194790e-01,1.10011590e+00,2.58059797e+05
1.47896469e+02,3.14087987e+00,9.14273262e-01,1.19066393e+00,6.53003438e+05
1.71013718e+02,3.13702440e+00,6.06072283e+00,1.78810251e+00,2.75413375e+06
1.54092896e+02,3.13728285e+00,3.75005054e+00,1.20298266e+00,6.52629438e+05
1.52352722e+02,3.13438368e+00,1.65069675e+00,1.13240671e+00,1.79145859e+05
1.42824387e+02,3.13676047e+00,7.52993584e-01,1.30882764e+00,1.38267688e+06
1.61306671e+02,2.87945103e-03,3.68235588e-01,1.54031301e+00,1.06515112e+06
1.95302902e+02,7.45201064e-03,1.12789822e+00,1.49847424e+00,1.05019112e+06
1.61455826e+02,3.14139938e+00,6.00478029e+00,1.44595611e+00,1.00942519e+06
1.59520538e+02,1.05689466e-03,6.16492701e+00,1.40276968e+00,1.62241062e+06
1.47252518e+02,4.82151797e-03,4.09956455e+00,1.25408399e+00,4.25611656e+05
1.51500061e+02,3.13961053e+00,1.76935577e+00,1.73601747e+00,2.03343638e+06
1.53702972e+02,1.30460458e-03,5.93554354e+00,1.84482121e+00,3.83237475e+06
1.43304214e+02,3.13600421e+00,2.99489880e+00,1.75554371e+00,4.37691850e+06
1.44697067e+02,8.76516849e-03,3.22112942e+00,1.32666028e+00,4.47303625e+05
1.73914902e+02,3.14091396e+00,6.19986773e+00,1.16717017e+00,4.61889625e+05
1.91401154e+02,4.61958256e-03,4.28182125e+00,1.36738789e+00,9.70529188e+05
1.40075394e+02,3.13909316e+00,2.61826611e+00,1.17014098e+00,3.50811719e+05
1.44921753e+02,3.14122605e+00,4.82149172e+00,1.48683679e+00,1.64634662e+06
1.79868805e+02,3.13793826e+00,4.62521601e+00,1.65764177e+00,3.29605925e+06
1.44112411e+02,3.13285422e+00,4.14312077e+00,1.43083966e+00,1.91637438e+06
1.71201157e+02,3.81323369e-03,3.63220119e+00,1.21953738e+00,9.33129250e+05
1.46762344e+02,3.13119006e+00,1.15301037e+00,1.56828856e+00,9.92969188e+05
1.50924347e+02,3.22447950e-03,4.25515175e-01,1.14009678e+00,2.70401781e+05
1.45141983e+02,3.06393625e-03,6.72140121e-02,1.18066144e+00,7.10599453e+04
1.64281586e+02,3.14045358e+00,2.64608860e+00,1.25037777e+00,9.61553188e+05
1.86239365e+02,2.81595401e-02,4.89071512e+00,1.63565874e+00,1.31760088e+06
1.65949814e+02,3.13929605e+00,5.46126032e+00,1.52707982e+00,2.18677625e+06
1.46531815e+02,3.13579869e+00,4.05199718e+00,1.24919009e+00,1.03448312e+06
1.48376251e+02,4.00034059e-03,4.41157818e+00,1.33622873e+00,1.47468075e+06
1.48380356e+02,3.13878202e+00,1.96441555e+00,1.33525443e+00,5.93537500e+05
1.47961594e+02,2.44078203e-03,1.88956165e+00,1.33234525e+00,3.92325688e+05
1.56039505e+02,2.26874487e-03,5.60876894e+00,1.74949431e+00,4.09679275e+06
1.45339890e+02,8.97682924e-03,1.73901749e+00,1.26894379e+00,1.39389688e+06
1.66039078e+02,3.12929857e-03,5.82260180e+00,1.33951795e+00,4.68995625e+05
1.41199249e+02,9.09957662e-03,3.94200039e+00,1.38621259e+00,7.99611375e+05
1.60117142e+02,5.72278304e-03,2.31987667e+00,1.19060957e+00,4.71987625e+05
1.71823792e+02,5.01144037e-04,2.27187157e-01,1.38259482e+00,9.69033188e+05
1.40328598e+02,1.12834191e-02,4.58326149e+00,1.39532888e+00,6.64971438e+05
1.41438965e+02,4.18472253e-02,3.59544277e+00,1.25388932e+00,5.44917562e+05
1.52322784e+02,3.13583016e+00,3.29949474e+00,1.16257536e+00,4.46181625e+05
1.51642593e+02,2.30140053e-03,5.52001429e+00,1.40212262e+00,9.63423188e+05
1.78209885e+02,3.14011335e+00,2.20059109e+00,1.37387216e+00,1.65607062e+06
1.71957153e+02,3.13701916e+00,4.39082623e+00,1.35155225e+00,4.85451594e+05
1.54709702e+02,1.21895559e-02,2.95962429e+00,1.26652718e+00,9.28267250e+05
1.52388290e+02,6.56384043e-03,4.01496410e+00,1.28439784e+00,9.50707250e+05
1.60628860e+02,1.80928204e-02,2.17418575e+00,1.23106301e+00,5.99895500e+05
1.50235626e+02,2.35631084e-03,4.43246937e+00,1.31168604e+00,1.10816112e+06
1.42654343e+02,3.13701105e+00,3.24136639e+00,1.12136078e+00,1.67177859e+05
1.44587250e+02,3.13922668e+00,3.06930447e+00,1.23664224e+00,9.27893250e+05
1.86707535e+02,3.14125323e+00,3.01527977e-01,1.30302370e+00,6.60109438e+05
1.62652451e+02,4.27135406e-03,5.54089594e+00,1.15581608e+00,3.56047719e+05
1.52497925e+02,3.13916183e+00,3.72171402e-02,1.10445714e+00,2.56563797e+05
1.40166046e+02,3.13690090e+00,5.73769522e+00,1.17143738e+00,4.24489656e+05
1.54938797e+02,3.13633037e+00,5.66902781e+00,1.13997638e+00,2.79751781e+05
1.51349533e+02,8.28504842e-03,2.03504086e+00,1.27832115e+00,7.79415375e+05
1.64495956e+02,3.12695909e+00,1.30791569e+00,1.18172228e+00,8.20181312e+05
1.81004639e+02,6.01779856e-03,1.22099876e-01,1.42951500e+00,1.82212650e+06
1.40661743e+02,6.74082013e-03,1.39797163e+00,1.62234044e+00,9.83245188e+05
1.68580597e+02,3.82643915e-03,1.76085186e+00,1.43681991e+00,1.71030062e+06
1.41583588e+02,3.12707520e+00,4.85919476e+00,1.31877446e+00,7.98863375e+05
1.50993729e+02,2.17090219e-01,3.05605483e+00,1.28433752e+00,7.64081375e+05
1.47608826e+02,3.14002872e+00,4.74112177e+00,1.23487651e+00,3.03687750e+05
1.48008682e+02,3.94226424e-03,2.95363045e+00,1.21789551e+00,2.96207750e+05
1.60463608e+02,4.10785899e-03,9.94187355e-01,1.22315216e+00,4.11773656e+05
1.62579895e+02,3.14101219e+00,2.22194576e+00,1.17041481e+00,4.95549594e+05
1.81937546e+02,4.42059943e-03,2.66560268e+00,1.19956172e+00,2.33001812e+05
1.43887497e+02,6.67431764e-03,6.13601542e+00,1.58656800e+00,1.16949700e+06
1.42396439e+02,2.19547679e-03,3.24153423e+00,1.22955894e+00,6.02513500e+05
1.42515579e+02,3.13515377e+00,2.36535931e+00,1.18306148e+00,3.42957719e+05
1.48013702e+02,1.15418462e-02,5.66666269e+00,1.30051029e+00,7.36405375e+05
1.85003769e+02,5.29300421e-03,1.83638573e-01,1.13888109e+00,9.05079297e+04
1.51957611e+02,3.13829279e+00,1.33302212e+00,1.14936507e+00,2.13179828e+05
1.61751892e+02,3.13490438e+00,3.19557858e+00,1.12037599e+00,1.74657859e+05
2.02965469e+02,1.30773010e-02,4.35248089e+00,1.37484324e+00,1.11526712e+06
1.60156525e+02,2.56473268e-03,5.97510386e+00,1.16340768e+00,8.12327312e+05
2.09641479e+02,8.08851048e-03,4.13456631e+00,1.56809473e+00,4.01189475e+06
1.60314636e+02,6.48449874e-04,4.67364359e+00,1.31272078e+00,1.24280100e+06
1.46113281e+02,3.13923693e+00,3.19287300e-01,1.83195817e+00,6.52292850e+06
1.46991119e+02,3.13444233e+00,2.86065578e-01,1.61620903e+00,1.75966862e+06
1.45061905e+02,3.13444471e+00,1.93184614e+00,1.24278104e+00,7.86895375e+05
1.53709122e+02,3.14060307e+00,1.47058964e+00,1.19097495e+00,2.65165781e+05
1.65055420e+02,4.75476077e-03,2.07172680e+00,1.32445741e+00,5.76707500e+05
1.54712524e+02,3.14098835e+00,1.06462765e+00,1.37495589e+00,1.29590900e+06
1.40873596e+02,3.28458427e-03,5.76935816e+00,1.29420471e+00,1.11975512e+06
1.46880676e+02,3.13617134e+00,3.07125664e+00,1.14610994e+00,2.09813828e+05
1.60910019e+02,4.89725871e-03,5.71810198e+00,1.26701593e+00,4.21123656e+05
1.43128204e+02,3.13570619e+00,4.91713285e+00,1.12929666e+00,3.00321750e+05
1.58451935e+02,3.14046359e+00,1.40818501e+00,1.24400783e+00,3.78861688e+05
1.61773697e+02,5.70274331e-03,5.09716082e+00,1.26088047e+00,6.21961500e+05
1.40779541e+02,3.13697362e+00,1.40443516e+00,1.29549217e+00,1.98257238e+06
1.65176971e+02,3.13304114e+00,5.79680872e+00,1.23439980e+00,7.23689438e+05
1.63696671e+02,1.70082250e-03,5.85564852e+00,1.30516911e+00,8.71793312e+05
1.63458908e+02,3.13649702e+00,1.78403378e+00,1.24212253e+00,6.23457500e+05
1.78380447e+02,8.96579237e-04,1.61050701e+00,2.13793969e+00,1.96200238e+06
1.53504547e+02,2.07731430e-03,3.15505314e+00,1.30053675e+00,9.94839188e+05
1.71334778e+02,8.67746677e-03,3.77647305e+00,1.25850403e+00,1.52255275e+06
1.56937012e+02,5.77881048e-03,4.15457249e+00,1.16084385e+00,4.70491625e+05
1.76819916e+02,4.21412895e-03,7.69484520e-01,1.22759843e+00,5.16867594e+05
1.60493042e+02,3.13624024e+00,1.65317822e+00,1.23609734e+00,6.20091500e+05
1.52133469e+02,2.58003757e-03,1.98624134e+00,1.53548479e+00,3.63265900e+06
1.40008331e+02,3.14122772e+00,4.07935047e+00,1.38295293e+00,9.12185250e+05
1.46049622e+02,3.13744903e+00,2.85435009e+00,1.37758446e+00,1.34153688e+06
1.40097900e+02,3.13090563e+00,5.43035889e+00,1.34134567e+00,9.01339250e+05
2.13028336e+02,6.64052367e-03,3.97269249e-01,1.75985241e+00,1.55696075e+06
