# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
1.0,1.5707963267948966,0,0.08,0.0
1.55252823e+02,4.21589846e-03,7.11417198e-01,8.46439004e-01,8.31251700e+06
1.40321564e+02,2.14262891e+00,3.61893058e+00,3.32734674e-01,3.05621340e+07
1.45113235e+02,3.13884592e+00,3.04552937e+00,3.24835509e-01,5.39157950e+06
1.40220169e+02,3.10519958e+00,5.67955875e+00,2.34554067e-01,1.46723820e+07
1.41039230e+02,3.12346792e+00,5.82825089e+00,1.86102539e-01,3.33495525e+06
1.70174469e+02,2.63543404e-03,4.77911043e+00,8.83354485e-01,4.04533040e+07
1.50300934e+02,3.13669562e+00,2.12090588e+00,6.36529446e-01,3.55146360e+07
1.41315109e+02,3.13655686e+00,4.90151787e+00,2.79171169e-01,1.16310170e+07
1.48563507e+02,3.13570380e+00,1.80603600e+00,9.77514267e-01,1.32732490e+07
1.54762451e+02,3.13778710e+00,3.61886501e+00,6.99115098e-01,1.34774530e+07
1.41045441e+02,3.65635171e-03,4.48100185e+00,7.30930328e-01,1.41622460e+07
1.41260406e+02,7.81311095e-03,4.25485134e-01,7.05772400e-01,9.38814000e+06
1.40369141e+02,3.13325286e+00,2.79674268e+00,3.96761000e-01,7.32815000e+06
1.40849991e+02,4.94098430e-03,2.00322342e+00,4.60444599e-01,2.01896260e+07
1.50789200e+02,3.11015320e+00,3.43674326e+00,5.19143581e-01,9.37318000e+06
1.40692230e+02,3.13310623e+00,6.03081226e+00,4.59995896e-01,1.31752610e+07
1.43818192e+02,6.11813087e-03,5.41449976e+00,3.83508623e-01,1.57928850e+07
1.40793076e+02,3.12953591e+00,1.24460483e+00,5.39615333e-01,1.59555750e+07
1.47690582e+02,3.13705516e+00,2.75084925e+00,8.46115947e-01,3.35167300e+07
1.57193268e+02,3.13576913e+00,1.94322109e+00,7.10357726e-01,2.10501980e+07
1.80675842e+02,8.02206981e-04,2.47267723e-01,1.30935073e+00,4.60805040e+07
1.40796448e+02,4.19273414e-03,6.13027859e+00,4.64174956e-01,1.34441670e+07
1.43403458e+02,5.30473515e-03,1.19983292e+00,5.07640302e-01,2.98511600e+07
1.42623856e+02,2.76756752e-03,6.44371986e-01,1.03649306e+00,1.41506520e+07
1.40740738e+02,6.70818519e-03,5.22014141e-01,4.95150775e-01,1.81558160e+07
1.40823334e+02,9.28219967e-03,3.61157846e+00,2.98332542e-01,6.34677500e+06
1.40438812e+02,1.32002413e+00,3.47619152e+00,4.75416034e-01,2.75170280e+07
1.45352097e+02,8.76463135e-04,1.14834309e+00,4.10845190e-01,9.71651200e+06
