# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with Strauss code. 
1.41034897e+02,3.13503957e+00,8.86906624e-01,3.29101741e-01,6.83084240e+07
1.41132126e+02,3.13324928e+00,4.00625706e+00,4.75809067e-01,1.52588140e+07
1.48157852e+02,4.80017997e-03,5.82199097e-01,3.74177992e-01,1.78592340e+07
1.46136230e+02,3.13375092e+00,5.30839872e+00,5.51864386e-01,2.23438640e+07
1.45395370e+02,3.42790294e-03,3.56718159e+00,4.29544479e-01,1.80267860e+07
1.40194534e+02,2.55846071e+00,4.87496090e+00,1.35146454e-01,5.65932600e+07
1.41283325e+02,4.57125157e-03,4.11314869e+00,3.22663695e-01,3.91155080e+07
1.44725189e+02,3.28636356e-03,3.11366487e+00,2.12754920e-01,3.26823380e+07
1.40091858e+02,1.28523326e+00,8.98236513e-01,3.73774976e-01,3.03096840e+07
1.45519714e+02,1.16037874e-04,3.09509659e+00,5.96541405e-01,4.56496560e+07
1.40593872e+02,3.13442683e+00,9.04952049e-01,1.18336666e+00,2.48066520e+07
1.51990387e+02,3.13679767e+00,3.93063545e-01,1.02215183e+00,2.79759260e+07
1.40090958e+02,4.45355661e-02,3.37616634e+00,2.73261696e-01,2.00684500e+07
1.42276306e+02,3.13852787e+00,3.34016132e+00,2.71680146e-01,2.69852000e+07
1.41369766e+02,1.78491743e-03,3.39018106e+00,4.33320194e-01,3.43888960e+07
1.40636322e+02,3.79872345e-03,2.07215023e+00,5.32818258e-01,2.70757080e+07
1.40046555e+02,2.54531407e+00,2.93123198e+00,3.64372849e-01,5.55718680e+07
1.40135056e+02,9.52202640e-03,2.11179662e+00,3.79891694e-01,2.96215240e+07
1.45938690e+02,4.99896472e-03,2.73040485e+00,4.15305734e-01,5.71699680e+07
1.40071030e+02,3.13725781e+00,2.63567686e+00,5.00983655e-01,2.08579620e+07
1.41306351e+02,2.35594381e-02,1.13293439e-01,3.32990855e-01,1.93724360e+07
1.40120926e+02,2.28748250e+00,5.47875166e+00,2.12782472e-01,2.16889900e+07
1.42135864e+02,1.68058705e-02,5.86548853e+00,6.27157629e-01,2.50018800e+07
1.40405426e+02,3.13255215e+00,9.13138032e-01,6.75412714e-01,1.88331280e+07
1.40075729e+02,2.52444816e+00,1.68954086e+00,2.85336524e-01,2.74631720e+07
1.41163528e+02,9.41412617e-03,5.82382917e+00,2.60952592e-01,3.05565240e+07
1.43903854e+02,3.14124131e+00,4.13694859e+00,3.37230206e-01,1.51959820e+07
1.40119370e+02,3.17822427e-01,5.03175068e+00,2.48541966e-01,2.16456060e+07
1.40350571e+02,3.13113999e+00,2.84121394e+00,2.82440096e-01,1.87669300e+07
1.40251144e+02,3.08121872e+00,6.02386236e+00,1.29183784e-01,1.72978600e+07
1.43859482e+02,3.13136005e+00,4.38210773e+00,5.68768620e-01,1.69758460e+07
1.40515274e+02,1.03465068e+00,5.79260397e+00,2.03257397e-01,5.15371560e+07
1.43781570e+02,3.13701487e+00,4.03488725e-01,5.00038922e-01,1.76946740e+07
1.42211395e+02,4.77726012e-03,1.75517321e+00,4.24811006e-01,2.01862600e+07
1.44063202e+02,3.13786674e+00,3.31620169e+00,3.29601884e-01,3.03833620e+07
1.40916214e+02,3.41394194e-03,2.38960195e+00,3.58912021e-01,3.28330600e+07
1.53598236e+02,3.13969207e+00,1.79769039e+00,4.73182023e-01,2.16377520e+07
1.48353989e+02,3.77405522e-04,5.71403837e+00,4.18289721e-01,1.69313400e+07
1.41931351e+02,3.13774920e+00,9.52248573e-01,5.76809883e-01,3.56997680e+07
1.46363800e+02,3.13880134e+00,8.61806870e-02,6.98062778e-01,4.29456360e+07
1.73613617e+02,3.13759732e+00,1.48709774e+00,8.78955960e-01,3.82930800e+07
1.41290176e+02,4.72717732e-03,3.89573611e-02,5.96031845e-01,8.69661500e+06
1.40488297e+02,3.13327575e+00,1.97990036e+00,5.17155051e-01,7.13299680e+07
1.40316345e+02,2.89178085e+00,5.17708683e+00,3.96281898e-01,2.47041760e+07
1.46155594e+02,1.52366410e-03,2.66573048e+00,6.06028616e-01,3.39165360e+07
1.41204575e+02,3.13837671e+00,1.43518400e+00,3.37493956e-01,5.32639160e+07
1.40133286e+02,1.07524073e+00,5.61475992e+00,2.79966652e-01,2.31528260e+07
1.46111053e+02,3.13663769e+00,1.86832666e+00,6.30762458e-01,1.04918130e+07
1.43988632e+02,3.13774967e+00,2.87139130e+00,4.86425936e-01,5.01305440e+07
1.40161850e+02,4.52531502e-02,5.78624010e+00,5.74957371e-01,3.39318720e+07
1.43150803e+02,3.13444638e+00,5.52904987e+00,6.85222983e-01,3.20734660e+07
1.41632904e+02,3.13405657e+00,5.90642500e+00,6.54899478e-01,3.30208080e+07
1.40161072e+02,3.13361597e+00,4.10485888e+00,4.36585873e-01,3.35257060e+07
1.40131912e+02,8.56879234e-01,1.92234504e+00,1.03640161e-01,2.73012300e+07
1.73370010e+02,3.13236117e+00,2.86615276e+00,1.05982649e+00,4.75162880e+07
1.40252899e+02,8.26280750e-03,1.45890760e+00,3.17675143e-01,3.47030560e+07
1.40339127e+02,2.52231322e-02,3.05904984e+00,3.32303673e-01,1.42815520e+07
1.50575012e+02,3.14109969e+00,6.49456024e-01,5.64484358e-01,2.61055520e+07
1.40955063e+02,8.41963477e-03,1.30468273e+00,6.68811023e-01,3.89180360e+07
1.42501480e+02,3.13210869e+00,5.51701498e+00,5.36427617e-01,2.85829260e+07
1.41181213e+02,3.13290811e+00,1.63267720e+00,4.18954611e-01,3.88193000e+07
1.42991409e+02,1.13777574e-02,5.22347355e+00,5.89326620e-01,1.15809010e+07
1.42120544e+02,8.62559490e-03,6.93730712e-01,3.31823230e-01,5.23872600e+07
1.40176285e+02,3.12425637e+00,2.95832229e+00,7.71283507e-01,3.05348320e+07
1.52172867e+02,3.13870215e+00,3.94621372e+00,8.19829047e-01,2.52423620e+07
1.41702621e+02,4.24321461e-03,8.87560368e-01,3.37679893e-01,2.50890220e+07
1.43010590e+02,1.02742370e-02,2.88943768e+00,5.28998613e-01,3.03953300e+07
1.49777603e+02,3.13627219e+00,1.22960758e+00,5.67845225e-01,3.13871760e+07
1.43802170e+02,1.24363019e-03,9.41963196e-02,5.02180815e-01,2.99293260e+07
1.40246017e+02,2.82791018e+00,5.10863113e+00,4.49651629e-01,9.67978560e+07
1.41333084e+02,3.13382816e+00,1.53710532e+00,2.38262266e-01,1.78958860e+07
1.45342392e+02,3.13368106e+00,6.13083887e+00,3.79862338e-01,1.46847240e+07
1.40903641e+02,3.13009191e+00,5.69244957e+00,3.08502197e-01,3.93477600e+07
1.41171860e+02,8.17371998e-03,1.19401479e+00,6.53344572e-01,3.00778040e+07
1.41501892e+02,1.35175977e-02,1.17046356e+00,3.67453873e-01,1.49304420e+07
1.41506500e+02,8.96016136e-03,4.11104012e+00,4.50189590e-01,2.89139160e+07
1.50535583e+02,6.99613104e-03,1.08492184e+00,7.06611753e-01,1.72911280e+07
1.45246506e+02,3.13312125e+00,5.10357523e+00,2.95778781e-01,2.47150220e+07
1.40062256e+02,3.05194169e-01,2.33117294e+00,2.37374216e-01,2.18475660e+07
1.45401825e+02,5.85427450e-04,3.71011019e+00,4.05974686e-01,2.07678300e+07
1.45558487e+02,3.13510346e+00,5.84317386e-01,4.57991362e-01,2.50276860e+07
1.40489777e+02,1.79705834e+00,7.94137120e-01,1.04815654e-01,2.68284940e+07
1.44507065e+02,2.70907860e-03,1.76937580e+00,5.27244389e-01,2.02775160e+07
1.46119400e+02,3.87228094e-03,4.65197706e+00,6.50633693e-01,7.68700240e+07
1.43504578e+02,8.00762419e-03,3.96539855e+00,5.75007081e-01,1.22469940e+07
1.40052429e+02,1.23953350e-01,4.59583521e-01,1.16502069e-01,7.15050000e+06
1.40506836e+02,3.12456656e+00,4.89945507e+00,5.16471386e-01,2.74220320e+07
1.40004501e+02,2.52164388e+00,2.09746575e+00,1.11703582e-01,2.79235660e+07
1.43906265e+02,8.29248782e-03,3.24720860e+00,8.09235334e-01,1.71056240e+07
1.40418182e+02,4.45594225e-04,1.71830463e+00,9.76799548e-01,5.38301520e+07
1.41053360e+02,6.46203104e-03,7.35878944e-01,4.43152905e-01,3.65049880e+07
1.46393661e+02,5.82515821e-03,1.51258183e+00,7.34556317e-01,3.26905660e+07
1.49735596e+02,1.29318098e-02,3.75256062e+00,7.83197641e-01,2.91360720e+07
1.40104095e+02,2.81818223e+00,4.41215187e-01,2.39440650e-01,2.95070800e+07
1.50067490e+02,3.13608599e+00,4.37607765e-01,8.96350563e-01,4.67817520e+07
1.60200851e+02,3.13500333e+00,2.65792942e+00,9.64214504e-01,1.89090500e+07
1.42084793e+02,3.75562394e-03,2.87562680e+00,7.01906264e-01,3.30810220e+07
1.67421417e+02,6.22498977e-04,5.78810930e+00,1.21965683e+00,3.15274260e+07
1.40382416e+02,1.07768762e+00,2.65435624e+00,3.16156328e-01,3.10584300e+07
1.40310059e+02,2.46627808e+00,1.09617257e+00,3.79168510e-01,5.60146840e+07
1.44159500e+02,8.13001301e-03,7.34249115e-01,4.54301298e-01,1.40436890e+07
1.52895309e+02,3.13734102e+00,4.57423639e+00,1.18274224e+00,6.60917320e+07
1.41795288e+02,7.73559045e-03,4.48789597e+00,4.74642038e-01,1.60240170e+07
1.45038300e+02,3.13818502e+00,4.51357222e+00,4.77603137e-01,5.76860880e+07
1.48613663e+02,3.13712406e+00,3.99056530e+00,5.53486586e-01,3.55056600e+07
1.41041809e+02,2.07528925e+00,6.26825047e+00,3.24629635e-01,2.64458920e+07
1.40218048e+02,3.13284588e+00,1.33864021e+00,2.41700724e-01,2.46263840e+07
1.49819061e+02,3.54999746e-03,5.30175638e+00,7.22633481e-01,4.29994920e+07
1.40005692e+02,3.11978722e+00,1.20118308e+00,8.14159393e-01,2.37011080e+07
1.54283569e+02,3.13687634e+00,2.13076305e+00,1.00450277e+00,5.85777040e+07
1.40473480e+02,1.06879637e-01,8.96097243e-01,3.97476166e-01,1.50643340e+07
1.43904373e+02,7.34552927e-03,2.39464688e+00,4.58040714e-01,4.50370440e+07
1.43302292e+02,3.13326359e+00,4.46250200e+00,6.70609534e-01,5.26258720e+07
1.44709793e+02,3.14008474e+00,4.48066425e+00,8.26463521e-01,5.22885240e+07
1.40032639e+02,2.00341851e-01,2.58115554e+00,2.38607004e-01,1.11216290e+07
1.40100479e+02,8.55331793e-02,5.92157841e-01,1.35276958e-01,3.78618600e+07
1.58489105e+02,4.10269387e-03,3.52754498e+00,6.70844316e-01,2.77219800e+07
1.41317520e+02,1.20525174e-02,4.49709272e+00,5.67926466e-01,4.29800440e+07
1.52342957e+02,3.13647938e+00,8.55126858e-01,6.04738832e-01,2.48234820e+07
1.40164749e+02,7.52388015e-02,2.61703515e+00,2.80253708e-01,1.74900960e+07
1.43552017e+02,3.13080788e+00,8.18423748e-01,4.98030245e-01,1.51679320e+07
1.40031509e+02,3.12186933e+00,6.12843418e+00,4.53984052e-01,1.19952920e+07
1.41197495e+02,8.28662142e-03,3.21871376e+00,3.77340883e-01,3.47423280e+07
1.40107605e+02,1.72017634e+00,3.73588204e+00,4.14578348e-01,4.60457200e+07
1.40170868e+02,2.24590898e+00,3.16698623e+00,1.24646641e-01,2.39329880e+07
1.41398987e+02,3.13884592e+00,2.30491370e-01,3.25940907e-01,1.46555520e+07
1.50315567e+02,5.25093777e-03,2.77640247e+00,5.59134007e-01,1.27107540e+07
1.40048370e+02,8.31018507e-01,3.48868799e+00,3.47010702e-01,4.51118440e+07
1.40190979e+02,1.01798093e+00,4.81470537e+00,1.82881370e-01,2.56017760e+07
1.41089386e+02,8.92330147e-03,3.30218744e+00,3.52076769e-01,1.06279490e+07
1.43708755e+02,3.13973737e+00,8.35237503e-01,7.93119907e-01,3.07513760e+07
1.42141769e+02,3.13329530e+00,1.44320893e+00,1.63493082e-01,1.18460660e+07
1.40110916e+02,2.83849907e+00,6.42129958e-01,1.94911599e-01,3.64825480e+07
1.43929016e+02,3.13659763e+00,5.47294092e+00,6.09930813e-01,2.66860000e+07
1.40039139e+02,2.37010169e+00,1.05872083e+00,9.99526680e-02,2.69818340e+07
1.47603394e+02,3.13620043e+00,4.88875389e-01,5.21824837e-01,2.81782600e+07
1.41699158e+02,1.38640124e-02,1.72526777e+00,1.72942907e-01,3.25963180e+07
1.49129868e+02,2.72168429e-03,6.09443426e+00,1.00546229e+00,1.41319520e+07
1.40142960e+02,7.85198987e-01,3.93939352e+00,3.07284057e-01,2.96948280e+07
1.40211029e+02,1.17258263e+00,3.65090895e+00,1.10137314e-01,2.83544120e+07
1.50749908e+02,3.14046931e+00,6.19518614e+00,6.17550135e-01,1.74302560e+07
1.40251495e+02,4.89979059e-01,9.77383077e-01,1.37235776e-01,2.59148120e+07
1.49508499e+02,3.13885617e+00,4.73881865e+00,7.99697936e-01,3.53197840e+07
1.42225327e+02,3.13446641e+00,1.63716555e+00,5.18066883e-01,1.43301720e+07
1.44362320e+02,7.29086436e-03,6.11916351e+00,6.94984436e-01,2.10101800e+07
1.40118179e+02,1.62319839e-01,3.52252102e+00,6.49769157e-02,9.12821100e+06
1.48323944e+02,4.01493907e-03,6.27114439e+00,8.42002332e-01,1.29362750e+07
1.40113541e+02,2.01912737e+00,1.51550376e+00,2.49235779e-01,2.56402980e+07
1.60589996e+02,3.13269663e+00,3.48631573e+00,7.02968180e-01,3.08628280e+07
1.40154709e+02,2.94185972e+00,1.23099494e+00,8.44180062e-02,1.34269630e+07
1.40505783e+02,4.70114592e-03,6.87504292e-01,4.74410444e-01,2.33424420e+07
1.46222870e+02,3.13973260e+00,2.19089603e+00,5.52980065e-01,2.80380100e+07
1.40063858e+02,2.78331304e+00,3.40042543e+00,2.80046791e-01,3.17080680e+07
1.43745438e+02,3.13760185e+00,4.51062679e+00,6.95146799e-01,4.46020800e+07
1.42509735e+02,3.13694406e+00,8.98880005e-01,4.47879672e-01,3.00755600e+07
1.43398422e+02,4.69875708e-03,5.97912836e+00,1.04378593e+00,3.46914640e+07
1.40251328e+02,2.07395390e-01,2.04712558e+00,1.03828073e-01,1.07936310e+07
1.41074341e+02,3.13576722e+00,3.57408929e+00,1.05596852e+00,4.41267280e+07
1.44984528e+02,3.13526154e+00,4.16493607e+00,5.87258101e-01,6.12555400e+07
1.50777618e+02,8.82440154e-03,4.79204988e+00,5.15558839e-01,2.18509320e+07
1.47451828e+02,3.13550115e+00,1.48382092e+00,4.36798275e-01,3.22226920e+07
1.42950256e+02,3.13436246e+00,3.16566873e+00,3.81019086e-01,1.50389020e+07
1.63626114e+02,8.02471396e-03,2.63356209e-01,7.10370064e-01,2.00310500e+07
1.43385742e+02,9.11005831e-04,6.01280928e+00,6.16501570e-01,4.39027040e+07
1.44966980e+02,3.13377261e+00,4.75218391e+00,4.87991393e-01,2.91858140e+07
1.40144470e+02,1.05560589e+00,8.72252107e-01,1.30157188e-01,1.89430840e+07
1.40130157e+02,1.00173378e+00,1.93577170e+00,1.85985208e-01,3.27956600e+07
1.40319870e+02,2.04640245e+00,3.46642852e+00,3.59140724e-01,3.04117860e+07
2.02006775e+02,3.13099742e+00,5.17919397e+00,1.45231724e+00,6.21307000e+07
1.40265884e+02,6.46519423e-01,5.38085222e+00,3.51678103e-01,4.45575760e+07
1.41688736e+02,2.61014886e-03,5.90246677e-01,5.90563297e-01,2.70719680e+07
1.46457870e+02,3.13379097e+00,1.70056295e+00,7.59938061e-01,4.20951600e+07
1.40214828e+02,3.04301453e+00,2.50468302e+00,3.77268642e-01,6.02812720e+07
1.41593063e+02,3.13981605e+00,2.71068192e+00,3.56390774e-01,9.75241600e+06
1.43375626e+02,4.11983114e-03,3.63124275e+00,3.61411154e-01,2.93552360e+07
1.40186050e+02,1.89278626e+00,5.82221127e+00,1.18967019e-01,2.83383300e+07
1.48935349e+02,2.84056715e-03,4.69406366e+00,9.39871430e-01,1.97815920e+07
1.47455933e+02,2.60119815e-03,6.23570681e+00,6.39599919e-01,3.71729520e+07
1.40013351e+02,5.41947246e-01,6.35997474e-01,1.01207405e-01,1.88260220e+07
1.40694458e+02,3.13244581e+00,5.03548956e+00,3.91311556e-01,2.13019000e+07
1.42132446e+02,1.08237313e-02,2.61494350e+00,5.71387112e-01,3.90175200e+07
1.40000763e+02,1.38985682e-02,1.12180866e-01,3.89082253e-01,4.45276560e+07
1.40027802e+02,8.63163292e-01,4.95442057e+00,3.29683632e-01,5.10588120e+07
1.41461838e+02,3.13323569e+00,3.07886124e+00,3.35289747e-01,1.09978350e+07
1.40115982e+02,1.18193662e+00,2.77660775e+00,7.10819438e-02,1.79082280e+07
1.41333282e+02,7.76885636e-03,3.37770772e+00,5.33870816e-01,2.24265180e+07
1.40309570e+02,5.89569271e-01,4.80797434e+00,5.28923035e-01,3.20154960e+07
1.40390411e+02,3.13546371e+00,1.71680164e+00,5.24424791e-01,4.22638360e+07
1.40004501e+02,4.22987342e-03,4.00569868e+00,2.60331750e-01,3.91379480e+07
1.52644257e+02,3.30648199e-03,2.69722271e+00,4.08341318e-01,2.19537820e+07
1.40008499e+02,3.39323461e-01,4.08749533e+00,5.66685535e-02,1.40395750e+07
1.63209808e+02,3.72789335e-03,1.92840672e+00,8.81583929e-01,7.86012720e+07
1.41568359e+02,3.13565278e+00,5.10534477e+00,5.63530982e-01,2.68524300e+07
1.44149612e+02,2.87269661e-03,1.92811704e+00,3.90632361e-01,2.04742400e+07
1.42609985e+02,2.22492777e-03,7.89345741e-01,1.30799556e+00,2.98691120e+07
1.40579941e+02,2.36372977e-01,1.96013808e+00,1.19476013e-01,2.26224940e+07
1.60054092e+02,3.13890862e+00,4.85938692e+00,6.39901042e-01,2.60292560e+07
1.50467712e+02,6.64642872e-03,1.63840961e+00,9.80357289e-01,3.59368840e+07
1.40083389e+02,2.62273121e+00,3.11277890e+00,7.56056532e-02,7.71374350e+06
1.40528473e+02,6.96238689e-03,3.67083001e+00,5.17838538e-01,2.97427000e+07
1.48542862e+02,3.26539413e-03,3.94453335e+00,6.27697706e-01,2.70390560e+07
1.58216202e+02,4.21385135e-04,4.36912441e+00,5.09457231e-01,3.79183320e+07
1.40107056e+02,8.22867274e-01,6.24803448e+00,3.54669124e-01,3.68722560e+07
1.40182922e+02,3.46255988e-01,3.42350674e+00,9.05581713e-02,1.38379890e+07
1.40047073e+02,1.82044171e-02,4.57261896e+00,4.76584226e-01,4.00561160e+07
1.41109589e+02,1.14824474e-02,4.02007866e+00,5.94897032e-01,6.92912960e+07
1.42049759e+02,5.22059249e-03,5.02912998e-01,6.33892119e-01,4.42142440e+07
1.48907913e+02,4.37976094e-03,1.25248623e+00,7.20742106e-01,2.82231380e+07
1.42277679e+02,3.13465405e+00,4.53690624e+00,7.00460613e-01,4.66022320e+07
1.43036591e+02,2.08130642e-03,6.09920406e+00,3.88777286e-01,2.86779220e+07
1.49680664e+02,3.14019537e+00,1.77341366e+00,5.16325593e-01,3.10674060e+07
1.43996902e+02,3.13121986e+00,4.80699968e+00,3.84581804e-01,1.75955640e+07
1.44702896e+02,8.94012395e-03,3.78337479e+00,6.02593780e-01,2.89756260e+07
1.40435837e+02,3.11977434e+00,1.55322862e+00,4.71114755e-01,1.47565320e+07
1.40934875e+02,3.13612413e+00,1.08862114e+00,3.76350045e-01,2.54424520e+07
1.49668808e+02,3.13447523e+00,6.42638206e-01,9.13175762e-01,3.78465240e+07
1.40292847e+02,3.13327551e+00,4.82123327e+00,5.80044031e-01,2.47008100e+07
1.46777710e+02,6.12226920e-03,3.06212044e+00,7.12486744e-01,1.92344300e+07
1.40495728e+02,3.32153320e-01,4.01052666e+00,4.62637633e-01,4.24669160e+07
1.45535980e+02,1.02247940e-02,2.03681850e+00,1.36789727e+00,6.88387600e+07
1.40109909e+02,7.91376382e-02,2.18051225e-01,8.79731700e-02,1.97797220e+07
1.40743134e+02,3.13562346e+00,2.54546642e+00,4.51673508e-01,6.04013240e+07
1.40649780e+02,2.85918283e+00,2.63271689e+00,2.76350409e-01,1.69967900e+07
1.40118896e+02,3.53389889e-01,1.27701056e+00,1.23631902e-01,1.69231120e+07
1.40268555e+02,1.18252611e+00,4.15824175e+00,1.15378842e-01,2.09540800e+07
1.42077255e+02,1.95989758e-03,4.82663727e+00,2.09381446e-01,3.50905200e+07
1.48434982e+02,8.06587469e-03,6.71303749e-01,3.97574633e-01,1.67600480e+07
1.40268021e+02,1.53844190e+00,5.83071041e+00,1.43486753e-01,2.09032160e+07
1.42989304e+02,3.13707089e+00,2.48900127e+00,9.90242302e-01,3.78181000e+07
1.41479187e+02,3.12457490e+00,1.09984922e+00,6.09727800e-01,4.02786440e+07
1.40005905e+02,1.24976504e+00,6.03301287e+00,8.41488689e-02,2.44924920e+07
1.40122452e+02,6.29616141e-01,3.82894397e+00,8.73679146e-02,2.23300260e+07
1.40110367e+02,2.83938432e+00,4.50243568e+00,3.24713975e-01,3.50269400e+07
1.49622940e+02,8.70267802e-04,2.83190632e+00,4.20798749e-01,3.07061220e+07
1.40193832e+02,1.37989807e+00,5.46822309e-01,1.28155857e-01,2.83364600e+07
1.40121979e+02,2.99111962e+00,1.19768262e+00,1.53403759e-01,1.52932220e+07
1.54786148e+02,8.35518911e-03,3.42142773e+00,6.40964925e-01,1.99887880e+07
1.40422409e+02,6.68443087e-03,1.50356495e+00,4.21352744e-01,4.22140920e+07
1.40042267e+02,2.72569418e+00,3.56692851e-01,1.82037249e-01,1.16201710e+07
1.40020599e+02,3.14123106e+00,5.68700361e+00,7.61941016e-01,3.87908760e+07
1.40044220e+02,2.59893060e-01,5.65153122e+00,3.06285948e-01,1.78981300e+07
1.40375900e+02,1.26032054e+00,1.32822216e+00,1.15646854e-01,2.60591760e+07
1.46029907e+02,3.24525265e-03,4.27576542e-01,4.43972588e-01,3.00045000e+07
1.42650360e+02,3.13505650e+00,1.46127987e+00,5.66160440e-01,4.93204600e+07
1.45255157e+02,3.14005709e+00,5.55941439e+00,7.57556498e-01,2.69216200e+07
1.45304657e+02,3.13623381e+00,5.37792158e+00,5.87610126e-01,5.01761720e+07
1.40588608e+02,9.56971943e-01,4.42507982e+00,8.23204294e-02,1.86666980e+07
1.57723022e+02,3.13532853e+00,1.51289845e+00,5.46841919e-01,4.23838880e+07
1.44536972e+02,6.67947764e-03,4.23218250e+00,1.01141727e+00,4.84194960e+07
1.40152023e+02,5.61652422e-01,2.76445532e+00,2.30782360e-01,2.98601360e+07
1.42117874e+02,3.99300875e-03,2.21619034e+00,4.70984399e-01,4.77189960e+07
1.40078720e+02,2.71452546e+00,1.51120365e+00,3.15533459e-01,3.12364540e+07
1.40269638e+02,3.57346935e-03,3.31407380e+00,3.66792172e-01,1.32470690e+07
1.46252426e+02,3.14025640e+00,4.95997190e+00,6.66953802e-01,3.97935680e+07
1.41222809e+02,3.66051402e-03,9.13048387e-01,5.11331975e-01,1.81950860e+07
1.42911026e+02,3.13177514e+00,4.54100657e+00,6.02369070e-01,4.05232400e+07
1.40466019e+02,1.30107468e-02,1.43779337e+00,4.98756379e-01,3.56668560e+07
1.42173508e+02,6.19817572e-03,3.31802511e+00,2.77346522e-01,2.26516660e+07
1.45394241e+02,3.14129972e+00,4.53585720e+00,5.54636657e-01,3.14279420e+07
1.40113358e+02,7.93984950e-01,1.29124689e+00,6.91386700e-01,5.33925720e+07
1.40178268e+02,3.13027143e+00,2.95331669e+00,1.02176808e-01,1.70532640e+07
1.40512543e+02,3.13390088e+00,4.70303345e+00,4.78903890e-01,1.80974720e+07
1.40328644e+02,3.12266660e+00,4.06905937e+00,1.76449850e-01,2.22226880e+07
1.40798889e+02,3.12996674e+00,7.73997784e-01,5.15262842e-01,4.05909360e+07
1.40001099e+02,5.97913153e-02,4.75096226e+00,6.34469837e-02,1.19567700e+07
1.40165482e+02,1.47451532e+00,5.16634524e-01,2.69631267e-01,2.16123200e+07
1.42117630e+02,3.12968779e+00,5.36599159e-01,4.41019237e-01,1.56601150e+07
1.59344513e+02,3.13825917e+00,5.81396341e+00,6.52242184e-01,2.62323380e+07
1.50028687e+02,3.13753033e+00,2.46817875e+00,1.07779908e+00,2.29359060e+07
1.40303513e+02,6.70857867e-03,3.91686559e+00,2.25952744e-01,2.27489060e+07
1.40175125e+02,2.84853244e+00,2.59640193e+00,2.73743570e-01,2.80813940e+07
1.42661209e+02,2.57739006e-03,5.07746875e-01,3.82503301e-01,2.85107440e+07
1.46935654e+02,3.13493729e+00,2.38853478e+00,9.38022792e-01,2.87919920e+07
1.41006226e+02,3.13408184e+00,3.00236797e+00,6.42159700e-01,2.60801200e+07
1.49920883e+02,3.14066911e+00,3.44314098e+00,7.42477417e-01,6.40272520e+07
1.45394745e+02,3.13523459e+00,1.41013098e+00,6.14564478e-01,1.94180640e+07
1.44336227e+02,3.14148355e+00,5.26174784e+00,1.11440444e+00,3.04648940e+07
1.40441681e+02,6.38654968e-03,2.52666283e+00,3.82445812e-01,3.28401660e+07
1.53075592e+02,3.13940120e+00,3.54674339e-01,7.78897226e-01,4.47722520e+07
1.41680222e+02,2.32665311e-03,5.01310015e+00,6.01217151e-01,3.48994080e+07
1.40159225e+02,1.89271510e-01,4.18654299e+00,4.40567076e-01,3.41734760e+07
1.40779007e+02,3.13264394e+00,4.11518574e+00,4.74614203e-01,1.56245850e+07
1.40701508e+02,3.12879729e+00,2.94863693e-02,6.50174975e-01,2.14930140e+07
1.43481140e+02,3.13733196e+00,1.14401102e+00,4.75612432e-01,2.83929340e+07
1.46840286e+02,2.12644460e-03,1.31163025e+00,7.12327778e-01,2.81098180e+07
1.42732880e+02,4.24403464e-03,5.67785072e+00,5.07353961e-01,4.10423520e+07
1.41757492e+02,3.13676739e+00,2.46758580e+00,2.13633865e-01,2.59155600e+07
1.40038071e+02,1.22958744e+00,4.66208887e+00,2.33874485e-01,5.11975680e+07
1.65056854e+02,1.24617398e-03,3.10048580e+00,1.11372292e+00,3.78218400e+07
1.46812714e+02,3.13956094e+00,5.78685999e+00,9.84570384e-01,4.33013120e+07
1.40399902e+02,3.12550282e+00,1.90154433e+00,3.62897038e-01,4.73693040e+07
1.40176666e+02,6.32323265e-01,1.11870134e+00,1.35039881e-01,2.60834860e+07
1.40423447e+02,2.05360341e+00,5.41156101e+00,1.59598097e-01,3.31124360e+07
1.54858521e+02,3.14039087e+00,4.44842052e+00,8.70427549e-01,2.54469400e+07
1.40090729e+02,9.70869288e-02,1.68187809e+00,4.21245843e-01,1.72514840e+07
1.49144379e+02,3.14013910e+00,9.14005280e-01,4.38263357e-01,1.81303840e+07
1.43585953e+02,3.13222027e+00,4.61409378e+00,4.81357843e-01,4.64616080e+07
1.47741577e+02,3.13802409e+00,2.83806920e+00,3.55824172e-01,2.17424720e+07
1.41976807e+02,3.13907862e+00,2.54363346e+00,6.11193597e-01,2.13520160e+07
1.54795410e+02,4.18512942e-03,3.47217464e+00,5.39537072e-01,5.24370000e+07
1.46450409e+02,3.13829899e+00,4.52610493e+00,7.02534676e-01,2.56369320e+07
1.43594238e+02,9.05466452e-03,2.69051242e+00,2.51856625e-01,1.79198220e+07
1.41686142e+02,3.13730311e+00,9.02223229e-01,5.31410813e-01,2.76239920e+07
1.40240677e+02,8.70617568e-01,2.44296622e+00,2.62485951e-01,2.87774060e+07
1.51026398e+02,3.13895702e+00,4.20229721e+00,6.35639966e-01,3.11848420e+07
1.43716568e+02,8.38155206e-03,4.88084507e+00,4.37858135e-01,5.38413720e+07
1.40191437e+02,1.25218523e+00,4.63387585e+00,3.11876476e-01,5.70910520e+07
1.41675293e+02,3.99324391e-03,3.21976566e+00,5.97611010e-01,5.11044400e+07
1.41988098e+02,3.13815475e+00,4.00133038e+00,9.48818445e-01,2.06668500e+07
