# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
1.0,1.5707963267948966,0,3.0,0.0
2.19953674e+02,3.13868785e+00,3.25934410e-01,3.53095675e+00,6.79931438e+05
1.74663651e+02,3.13470197e+00,5.91442919e+00,3.12220955e+00,1.30899891e+05
1.91324478e+02,3.04447484e+00,2.98102474e+00,3.42985106e+00,4.81711594e+05
1.44128647e+02,3.13420439e+00,4.33209515e+00,3.55682755e+00,4.82833594e+05
1.86131332e+02,3.56129967e-02,4.87534189e+00,3.14181089e+00,1.70169859e+05
1.69987198e+02,3.13935161e+00,3.49378109e+00,3.29978943e+00,2.75263781e+05
2.44669220e+02,3.13838220e+00,9.72823143e-01,3.44726777e+00,1.27122500e+06
2.01903381e+02,3.10511518e+00,2.23140621e+00,3.40403461e+00,5.23225562e+05
1.63386047e+02,3.11687756e+00,3.69494534e+00,3.30489588e+00,2.94337750e+05
1.44934021e+02,3.14080596e+00,3.78920555e-01,3.20201111e+00,1.90739844e+05
2.14824127e+02,7.57223088e-03,2.22310543e+00,3.25560641e+00,1.81015859e+05
1.70587830e+02,3.01607116e-03,1.00926876e+00,3.25589299e+00,2.67783781e+05
1.42315170e+02,6.59441063e-03,1.18697071e+00,3.14218998e+00,2.04577828e+05
1.66783737e+02,3.13957834e+00,2.71566296e+00,3.49350786e+00,8.90867250e+05
1.47802597e+02,3.13659978e+00,2.32615948e+00,3.12023425e+00,1.71291859e+05
1.92635468e+02,6.18558889e-03,2.78071499e+00,3.54320502e+00,4.43189625e+05
2.17011459e+02,5.54334465e-03,3.30856991e+00,3.30577087e+00,2.31879812e+05
1.56103790e+02,3.13953328e+00,6.52785301e-01,3.23786926e+00,1.98967844e+05
1.74918106e+02,4.85336827e-03,4.20812511e+00,3.23298144e+00,3.14159750e+05
2.16131821e+02,3.13683510e+00,2.74364376e+00,3.59460282e+00,6.85915438e+05
1.50878571e+02,3.75536340e-03,1.14688015e+00,3.21563816e+00,5.72967562e+05
1.89580582e+02,5.54293673e-03,4.03163815e+00,3.15011883e+00,3.14159746e+04
1.48420151e+02,3.13191199e+00,6.00196886e+00,3.34811974e+00,4.71987625e+05
1.50410843e+02,6.93149446e-03,5.25141573e+00,3.22351718e+00,1.78023859e+05
1.42921082e+02,3.13821006e+00,6.17783594e+00,3.18560529e+00,2.94337750e+05
1.64853897e+02,3.13287425e+00,1.30432034e+00,3.32020664e+00,5.22477562e+05
1.40404968e+02,3.10583687e+00,1.14510369e+00,3.15366650e+00,1.60445875e+05
1.70797928e+02,3.13728547e+00,4.98651361e+00,3.20273733e+00,1.92235844e+05
1.84750916e+02,2.56766425e-03,6.18134737e+00,3.46439409e+00,3.04061750e+05
1.72534515e+02,3.13915825e+00,7.85346031e-01,3.11710954e+00,8.11579375e+04
1.72158432e+02,8.19376437e-04,2.28134060e+00,3.19608641e+00,3.13037750e+05
1.40967682e+02,3.14129305e+00,2.90633678e+00,3.22023940e+00,2.05699828e+05
1.43495300e+02,4.16743942e-03,6.24300003e-01,3.34002185e+00,2.74141781e+05
1.49516113e+02,3.14041781e+00,4.28608227e+00,3.20526838e+00,1.63063859e+05
1.86713196e+02,9.68661252e-03,3.89134884e+00,3.11342525e+00,5.98399531e+04
1.46331894e+02,3.13330507e+00,1.75850582e+00,3.27120781e+00,2.04203828e+05
1.55270004e+02,3.13796806e+00,5.01235819e+00,3.28262115e+00,4.93305594e+05
1.61555084e+02,2.02868605e+00,8.17366600e-01,3.31137991e+00,4.19253656e+05
1.78580933e+02,1.04603590e-02,1.90586758e+00,3.27339888e+00,3.36973719e+05
1.41668930e+02,3.13851786e+00,4.30271816e+00,3.52027535e+00,5.87553500e+05
1.43215088e+02,1.35015082e-02,7.41694450e-01,3.36706805e+00,2.25147812e+05
1.60028534e+02,3.14149809e+00,5.86718416e+00,3.53171802e+00,5.12005594e+05
1.43336624e+02,3.13360548e+00,1.45439053e+00,3.25499225e+00,2.12805828e+05
1.83205032e+02,3.13239861e+00,3.14124584e+00,3.42420244e+00,4.65629625e+05
2.19210876e+02,3.13545036e+00,4.48652554e+00,3.38255668e+00,3.82601688e+05
1.50648651e+02,3.14028120e+00,6.82158470e-01,3.24264979e+00,5.00785594e+05
1.42776108e+02,3.65466601e-03,4.96544886e+00,3.32012868e+00,2.50579797e+05
1.46405106e+02,3.04508768e-03,4.46858883e+00,3.40402222e+00,1.20278300e+06
1.87242355e+02,1.37149310e-03,5.99167299e+00,3.28256416e+00,4.17383656e+05
1.48499878e+02,3.13418961e+00,4.18038845e+00,3.29642820e+00,3.63153719e+05
1.82434021e+02,3.13546896e+00,2.19988918e+00,3.24482632e+00,2.46465797e+05
1.62830963e+02,1.37028901e-03,5.07247782e+00,3.61044097e+00,3.91166275e+06
1.46170898e+02,3.14132500e+00,2.81912899e+00,3.71262646e+00,8.61321312e+05
1.74032700e+02,2.17866967e-03,5.03516197e-01,3.33658266e+00,3.20891750e+05
1.80280365e+02,3.13811731e+00,3.45001125e+00,3.41163683e+00,3.96439688e+05
1.47636047e+02,1.07563930e-02,3.37164879e-01,3.28131175e+00,2.49457797e+05
2.61323975e+02,3.12269545e+00,4.58878946e+00,3.43979001e+00,5.96903500e+05
2.42738632e+02,3.12129784e+00,8.91745567e-01,3.33449101e+00,2.96581750e+05
2.38257446e+02,3.13739491e+00,4.31989956e+00,3.22503495e+00,2.12431828e+05
1.92240570e+02,3.13517904e+00,1.48754025e+00,3.10920334e+00,9.94839219e+04
2.22553513e+02,3.11113167e+00,1.48480129e+00,3.37568307e+00,5.97651500e+05
1.55642853e+02,2.59877392e-03,2.99523449e+00,3.23034787e+00,1.30525891e+05
1.57502335e+02,8.04004353e-03,1.83355618e+00,3.47905135e+00,1.01765319e+06
2.15021179e+02,1.81363672e-02,1.47601223e+00,3.84297895e+00,7.04241438e+05
2.20365021e+02,9.65324754e-04,5.14272547e+00,3.37913728e+00,3.06679750e+05
1.67424591e+02,6.25191350e-03,5.04617167e+00,3.40359950e+00,1.96349844e+05
1.40904633e+02,3.12624121e+00,5.23093224e-01,3.16918468e+00,1.59323875e+05
1.96720688e+02,3.13474631e+00,6.02537966e+00,3.30875635e+00,5.40429562e+05
1.76757767e+02,3.13000989e+00,5.53414392e+00,3.61759353e+00,6.42157500e+05
1.44634293e+02,3.13650703e+00,2.08654404e-02,3.14540148e+00,1.96349844e+05
1.50891342e+02,3.13871121e+00,8.77505302e-01,3.44444275e+00,1.02588119e+06
1.56534760e+02,1.04744977e-03,5.44466257e+00,3.63493466e+00,1.53713875e+06
1.78471588e+02,1.14680585e-02,8.99443626e-01,3.36013675e+00,4.57401625e+05
1.54692184e+02,3.13383961e+00,2.11673641e+00,3.75691772e+00,1.81950850e+06
1.40932877e+02,3.14053893e+00,9.03258324e-01,3.54795694e+00,8.39255312e+05
1.81888107e+02,1.92585133e-03,6.17265749e+00,3.30287218e+00,2.08317828e+05
1.42306274e+02,3.13643932e+00,5.07295847e+00,3.24684310e+00,2.07195828e+05
1.40367905e+02,2.02558041e-02,8.87479126e-01,3.49842787e+00,5.40055562e+05
2.37583725e+02,1.41066201e-02,6.27689028e+00,3.28963900e+00,1.89617844e+05
1.64012756e+02,3.13948989e+00,2.03533077e+00,3.23114252e+00,2.95085750e+05
2.02407822e+02,3.09976649e+00,5.77902794e-01,3.91467762e+00,1.54873275e+06
1.61734085e+02,3.13946652e+00,4.61701059e+00,3.57613158e+00,3.30615719e+05
1.49091492e+02,8.86201579e-03,2.25281429e+00,3.19459605e+00,3.08923750e+05
2.53914719e+02,1.18611697e-02,1.31828213e+00,3.50919843e+00,5.58007562e+05
1.95887177e+02,1.00238679e-03,4.83993769e+00,3.15415525e+00,1.29403891e+05
1.45129074e+02,3.13649774e+00,2.13201237e+00,3.23076367e+00,1.83259844e+05
2.05931839e+02,4.94858995e-03,6.13560915e+00,3.25744939e+00,3.01443750e+05
1.96127472e+02,4.75895405e-03,1.62419033e+00,3.06202674e+00,4.48799648e+04
1.51179474e+02,3.14068747e+00,1.51797009e+00,3.37045527e+00,4.74605625e+05
1.61714142e+02,9.26590152e-03,3.96705914e+00,3.19777775e+00,1.81015859e+05
1.54031204e+02,3.14157224e+00,4.26201916e+00,3.21569467e+00,1.20053898e+05
1.65311829e+02,3.12323093e+00,2.00407982e-01,3.83414102e+00,9.70529188e+05
1.69633133e+02,3.13665843e+00,7.93852806e-01,3.58626485e+00,1.25701300e+06
2.33386978e+02,3.12248373e+00,1.73828793e+00,3.38827395e+00,9.61179188e+05
1.71599487e+02,3.52503062e-04,2.42773342e+00,3.11993551e+00,1.26411898e+05
2.31481888e+02,3.14152122e+00,9.73410606e-01,3.24018717e+00,2.49457797e+05
1.41663940e+02,5.77047514e-03,1.29492760e-01,3.05510807e+00,2.58059785e+04
1.72536774e+02,3.12329268e+00,5.79983187e+00,3.22559762e+00,1.69795859e+05
2.02191238e+02,4.26325947e-03,1.79826260e+00,3.26586175e+00,2.15049828e+05
1.88130981e+02,3.14081621e+00,5.25145531e-01,3.57323003e+00,3.14159750e+05
1.82235184e+02,2.09958712e-03,1.27808666e+00,3.32448125e+00,3.89707688e+05
1.45662231e+02,3.14134526e+00,5.50244761e+00,3.08466411e+00,2.54319785e+04
1.69772507e+02,3.14157152e+00,2.87386990e+00,3.25044155e+00,1.27533898e+05
1.71039474e+02,3.12902284e+00,1.39739037e-01,3.24993157e+00,4.33465656e+05
1.98848328e+02,7.90467393e-03,2.60794640e-01,3.24163985e+00,2.52449797e+05
1.41324280e+02,3.13405442e+00,5.26525497e-01,3.20914865e+00,1.15565906e+05
1.51292633e+02,1.84475612e-02,3.79417324e+00,3.19557738e+00,2.10935828e+05
1.70248657e+02,3.13646531e+00,3.92662716e+00,3.37685704e+00,3.95317688e+05
1.42913437e+02,3.12318301e+00,1.29964542e+00,3.38005567e+00,5.17241562e+05
2.46892883e+02,2.92477111e-04,6.15517092e+00,3.49428582e+00,3.67267688e+05
2.68551361e+02,3.10216069e+00,1.96630764e+00,3.57822704e+00,1.73423662e+06
1.42944550e+02,5.15598571e-03,2.36131573e+00,3.35962439e+00,2.36367812e+05
1.46714188e+02,3.13957405e+00,5.85458040e+00,3.20710039e+00,2.18789828e+05
1.76352722e+02,3.13153887e+00,3.89266014e-01,3.25712204e+00,2.78255781e+05
1.74315140e+02,3.14008522e+00,5.16182184e+00,3.10229802e+00,1.11825906e+05
1.75441010e+02,2.06604395e-02,1.61385250e+00,3.14558339e+00,1.33517891e+05
1.42936356e+02,3.14081860e+00,6.26829195e+00,3.33071017e+00,2.41229797e+05
2.19767136e+02,3.12901521e+00,2.35680294e+00,3.48285031e+00,3.59787719e+05
1.45594635e+02,4.89107054e-03,5.49177790e+00,3.17155957e+00,1.06589914e+05
1.53617050e+02,2.26260233e-03,3.18858147e-01,3.19049025e+00,1.15191906e+05
1.94688904e+02,2.85851979e-03,4.84372568e+00,3.27929974e+00,4.96671594e+05
2.36195129e+02,4.35018539e-02,7.17604637e-01,3.15118361e+00,1.40249891e+05
1.91233200e+02,3.13367748e+00,8.16931725e-01,3.10041523e+00,1.53339873e+04
1.81070267e+02,3.13645530e+00,1.04832363e+00,3.19902205e+00,1.64933859e+05
1.60292572e+02,4.73358948e-03,1.23738766e+00,3.16456127e+00,9.91099219e+04
1.50025314e+02,3.14127803e+00,3.13589573e+00,3.15266943e+00,1.11077906e+05
2.28611099e+02,3.13760257e+00,4.17000484e+00,3.23176074e+00,3.78487688e+05
2.08089325e+02,3.10787912e-02,1.03221035e+00,3.14233351e+00,8.41499297e+04
1.67574112e+02,1.58867319e-04,6.06305742e+00,3.13437390e+00,1.50347875e+05
1.47615982e+02,3.13807845e+00,5.84021568e-01,3.17649508e+00,9.79879219e+04
2.13291946e+02,3.10757589e+00,4.82124949e+00,3.27590632e+00,4.72361625e+05
1.64023361e+02,3.13764477e+00,2.89203548e+00,3.13337684e+00,8.63939297e+04
1.65233414e+02,3.13635373e+00,2.84280300e+00,3.30803895e+00,3.97561688e+05
1.48072342e+02,3.82819516e-03,5.11919641e+00,3.34536338e+00,3.68389688e+05
1.40769608e+02,3.13127637e+00,2.66287899e+00,3.18251443e+00,3.56421719e+05
1.44308517e+02,3.13725376e+00,3.41898918e-01,3.26021981e+00,2.55067797e+05
1.46055008e+02,9.57945827e-03,4.92478037e+00,3.24324512e+00,1.81015859e+05
2.06403946e+02,2.72864406e-03,1.57239437e+00,3.24539065e+00,7.68943375e+05
1.44241257e+02,4.75954823e-03,5.09154749e+00,3.41977811e+00,4.74979625e+05
1.62492508e+02,5.63948788e-02,6.02590609e+00,3.23565435e+00,3.60161719e+05
1.40786301e+02,1.59462187e-02,1.82266045e+00,3.20164895e+00,1.55583875e+05
2.36368591e+02,8.77305493e-03,2.65731716e+00,3.35465360e+00,2.97329750e+05
1.62240082e+02,8.78886342e-01,2.91832924e-01,3.60775447e+00,1.80791450e+06
1.54086502e+02,3.13777542e+00,1.00754452e+00,3.32639647e+00,8.72541312e+05
2.13311905e+02,3.23775597e-02,4.39368343e+00,3.25007701e+00,2.58059797e+05
1.80532288e+02,1.00808749e-02,2.09952450e+00,3.36206484e+00,2.87231750e+05
1.98792740e+02,8.55923456e-04,2.86462307e+00,3.22643948e+00,2.37489812e+05
1.44919647e+02,3.12874651e+00,3.56415725e+00,3.24291992e+00,2.51701797e+05
1.66890564e+02,6.98986324e-03,4.41499996e+00,3.30512738e+00,2.11683828e+05
1.50120224e+02,3.13548732e+00,6.25065470e+00,3.23365641e+00,3.29493719e+05
2.28068130e+02,3.12299395e+00,4.25958920e+00,3.12046671e+00,9.23779219e+04
1.59327087e+02,3.14095068e+00,3.55549908e+00,3.17272663e+00,1.35387891e+05
1.58778580e+02,5.10239333e-04,8.87785912e-01,3.26834559e+00,4.42815625e+05
1.87957458e+02,3.13247085e+00,3.27337170e+00,3.39662099e+00,5.84935500e+05
1.48261169e+02,2.99706543e-03,3.42396832e+00,3.38963628e+00,2.70027781e+05
1.75830994e+02,3.65416706e-03,4.78784037e+00,3.16474557e+00,3.29119719e+05
1.61168777e+02,3.13794136e+00,4.44897366e+00,3.39774179e+00,2.24025812e+05
1.51257477e+02,3.58032237e-04,2.05734348e+00,3.20037460e+00,2.95459750e+05
1.48369400e+02,3.13567281e+00,4.97640467e+00,3.21190357e+00,3.16777750e+05
1.79939575e+02,1.56362716e-03,2.69698238e+00,3.32324934e+00,4.88443594e+05
1.45763916e+02,1.97425820e-02,5.71379900e+00,3.14589095e+00,9.12559219e+04
1.71093979e+02,4.32516495e-03,3.00130844e-02,3.12627864e+00,6.13359492e+04
1.41466614e+02,3.13542151e+00,9.70039368e-01,3.15463519e+00,9.08819297e+04
2.45315887e+02,3.12270188e+00,1.77543545e+00,3.38778090e+00,1.65083462e+06
1.44387115e+02,9.59590951e-04,5.23224878e+00,3.53064322e+00,4.25237656e+05
2.46982712e+02,3.13949299e+00,3.17023373e+00,3.25635147e+00,2.43473797e+05
1.40981781e+02,3.13320160e+00,4.81400537e+00,3.23247981e+00,1.76527859e+05
1.87500275e+02,4.51382436e-03,1.46802044e+00,3.23105454e+00,1.33891891e+05
1.62489502e+02,3.13230681e+00,3.37163830e+00,3.14947319e+00,1.11825906e+05
1.54717453e+02,3.14113879e+00,3.15049458e+00,3.22080851e+00,2.05699824e+04
1.62652359e+02,1.62678715e-02,1.42246151e+00,3.36601567e+00,4.75727625e+05
2.19448151e+02,3.03265834e+00,1.42741919e+00,3.19491529e+00,1.30525891e+05
2.36864395e+02,4.16066358e-03,3.93453884e+00,3.59339428e+00,4.02423656e+05
2.28072311e+02,3.14061451e+00,3.55016232e+00,3.13917065e+00,1.28655898e+05
2.58508545e+02,3.14032745e+00,4.04400539e+00,3.18589878e+00,2.40855797e+05
1.48912354e+02,3.13382363e+00,4.43479061e+00,3.14025545e+00,1.07711914e+05
1.46713074e+02,3.14069104e+00,1.37594128e+00,3.23603225e+00,1.40249891e+05
1.76908966e+02,4.26646741e-03,2.17748165e+00,3.74115896e+00,7.80163375e+05
2.70926239e+02,2.28424976e-03,3.17910671e+00,3.26245046e+00,2.08317828e+05
1.82521820e+02,1.06095094e-02,4.06757259e+00,3.34888387e+00,3.74747688e+05
2.21477692e+02,3.13964844e+00,3.20419979e+00,3.30996227e+00,4.01675688e+05
1.41371323e+02,2.13822145e-02,2.50133443e+00,3.13612318e+00,1.27159898e+05
1.87664841e+02,3.13096714e+00,5.96761703e-02,3.30271602e+00,1.57079875e+05
1.78257996e+02,3.13856339e+00,5.68524408e+00,3.35377002e+00,3.53429719e+05
1.61801208e+02,3.13864541e+00,4.83262491e+00,3.22178650e+00,3.69137688e+05
1.70677139e+02,4.02400596e-03,5.35438395e+00,3.09051633e+00,3.51559727e+04
1.99138474e+02,1.65940430e-02,5.62948084e+00,3.52658725e+00,4.29725656e+05
1.54061752e+02,4.31659725e-03,1.84950542e+00,3.20806122e+00,2.34871812e+05
1.45178879e+02,1.67473650e-03,5.31759119e+00,3.22795129e+00,1.15939906e+05
1.74424255e+02,6.58174558e-03,3.08807278e+00,3.50980878e+00,9.44349250e+05
1.49303635e+02,3.42951017e-03,1.00730038e+00,3.23197699e+00,4.21123656e+05
1.88039810e+02,9.96042415e-03,1.29451656e+00,3.37926626e+00,4.60019625e+05
1.58495789e+02,3.13885307e+00,3.26601982e-01,3.50050187e+00,7.64829375e+05
2.00914001e+02,3.13992524e+00,8.39072227e-01,3.18481350e+00,1.31647891e+05
1.45238388e+02,3.14013767e+00,5.09819269e+00,3.37605405e+00,5.07143594e+05
1.94988602e+02,3.10352039e+00,6.19592714e+00,3.22247076e+00,9.16299219e+04
1.95314240e+02,3.11899352e+00,1.65045071e+00,3.29724455e+00,3.27623719e+05
1.78064102e+02,3.13850808e+00,1.63603783e-01,3.24526262e+00,3.07053750e+05
1.64867371e+02,3.13056540e+00,9.69161034e-01,3.32565546e+00,7.21445438e+05
1.40904724e+02,5.10704378e-03,4.69169474e+00,3.36161542e+00,4.67873625e+05
2.35558792e+02,3.13907981e+00,4.11748886e-02,3.10240769e+00,8.45239297e+04
1.52179672e+02,3.13787937e+00,5.22899199e+00,3.26876307e+00,1.49225875e+05
2.01048340e+02,3.12940741e+00,6.41432762e-01,3.36725569e+00,4.99663594e+05
1.56683594e+02,3.13911533e+00,6.12450457e+00,3.22449827e+00,2.80499781e+05
1.68432114e+02,5.84085181e-04,2.46185589e+00,3.31211805e+00,3.62405719e+05
1.69021423e+02,1.29454886e-03,1.99502468e+00,3.26514888e+00,1.88121844e+05
2.25432404e+02,3.14101338e+00,2.20104885e+00,3.31247354e+00,2.85735781e+05
2.21267487e+02,1.43960761e-02,1.88651943e+00,3.30832028e+00,3.51933719e+05
2.51388596e+02,1.14111574e-02,8.88869286e-01,3.55582666e+00,1.08385112e+06
1.78568542e+02,3.13302803e+00,2.99454403e+00,3.34917259e+00,2.10561828e+05
1.89394012e+02,3.13707376e+00,5.94005251e+00,3.25641942e+00,1.58201875e+05
1.46937576e+02,2.58559803e-03,5.77553320e+00,3.14385271e+00,9.16299219e+04
1.49453415e+02,3.13915563e+00,5.69544840e+00,3.19730234e+00,1.50721875e+05
1.69276947e+02,3.21085099e-04,4.02651882e+00,3.28333116e+00,3.38843719e+05
1.49028046e+02,3.13794684e+00,4.49576855e+00,3.27782440e+00,4.62263625e+05
2.72140900e+02,7.17182702e-04,2.26446438e+00,3.30533338e+00,2.82743781e+05
1.54259079e+02,3.13782001e+00,5.56526041e+00,3.37868667e+00,2.89475750e+05
1.89708298e+02,2.25386256e-03,5.94192171e+00,3.33787513e+00,4.08781656e+05
2.74936462e+02,6.21580111e-04,2.58355618e+00,3.39450073e+00,1.38267688e+06
2.07394699e+02,3.13629794e+00,3.21926022e+00,3.32692170e+00,5.24347562e+05
1.91610489e+02,5.93221234e-03,2.96682644e+00,3.26989722e+00,4.82459594e+05
1.88744324e+02,3.13736820e+00,3.49313641e+00,3.19231129e+00,1.30525891e+05
1.86853165e+02,3.13661480e+00,1.77530575e+00,3.40054822e+00,4.06911656e+05
2.36233078e+02,1.59665141e-02,3.02139187e+00,3.16908646e+00,1.81389859e+05
1.43198578e+02,6.90754829e-03,4.79912424e+00,3.11555862e+00,7.77919375e+04
2.51475845e+02,3.13037419e+00,3.71855736e-01,3.20313215e+00,2.81247781e+05
2.01787109e+02,3.13838124e+00,1.83673763e+00,3.31686354e+00,2.26269812e+05
1.44287598e+02,3.13468838e+00,3.87162113e+00,3.29134703e+00,1.63811859e+05
1.74075531e+02,3.13855886e+00,5.09404612e+00,3.35030556e+00,2.81247781e+05
2.25200226e+02,2.52639758e-03,5.01817179e+00,3.54626060e+00,4.41319625e+05
1.80956406e+02,2.26529385e-03,4.49072170e+00,3.38365102e+00,3.00695750e+05
1.64330063e+02,3.13559794e+00,5.41799212e+00,3.41091704e+00,3.70633688e+05
1.95866333e+02,3.08333035e-03,2.53452206e+00,3.31088877e+00,2.11309828e+05
1.64590225e+02,3.13928843e+00,1.93420696e+00,3.49180794e+00,8.93859250e+05
1.45115784e+02,1.03715817e-02,1.65523434e+00,3.28580761e+00,6.21961500e+05
1.53772812e+02,3.13708401e+00,3.34220028e+00,3.15374064e+00,1.57453875e+05
2.12654892e+02,9.55660653e-04,3.09303951e+00,3.21871972e+00,1.69047859e+05
1.44362610e+02,3.13204503e+00,1.11875439e+00,3.37777305e+00,5.86431500e+05
2.00166428e+02,3.13121939e+00,8.27170372e-01,3.21568298e+00,9.91099219e+04
1.48672455e+02,3.13338280e+00,3.12328625e+00,3.29584932e+00,3.05557750e+05
2.59485291e+02,2.82105565e+00,3.43233395e+00,3.52190804e+00,5.10135594e+05
1.95786407e+02,1.24143786e-03,1.01657009e+00,3.26037264e+00,2.76385781e+05
1.62888092e+02,3.12797832e+00,1.23916531e+00,3.32082987e+00,4.10651656e+05
1.67957703e+02,1.05398893e-03,4.17449474e+00,3.31467819e+00,2.70027781e+05
1.42601196e+02,3.14062858e+00,3.74008465e+00,3.15373111e+00,9.64919219e+04
1.57104370e+02,3.13790298e+00,3.49356556e+00,3.18503118e+00,1.24915898e+05
1.48820572e+02,3.12062860e+00,5.68751764e+00,3.34237361e+00,4.67499625e+05
1.66537933e+02,5.99232921e-03,4.05889416e+00,3.41982365e+00,4.27481656e+05
1.53933121e+02,8.55221599e-03,3.13038349e+00,3.32821655e+00,7.63707375e+05
1.77294510e+02,4.89940168e-03,2.32264996e+00,3.23180270e+00,2.84239781e+05
2.22855408e+02,8.09817575e-03,8.46282005e-01,3.19703293e+00,1.43241891e+05
2.06647858e+02,1.04339058e-02,2.92507839e+00,3.24475479e+00,2.84987781e+05
2.25618546e+02,3.13587999e+00,5.96634340e+00,3.71364737e+00,5.78951500e+05
2.10685883e+02,3.14147758e+00,2.00932980e+00,3.20763540e+00,2.04951828e+05
1.67908539e+02,3.13802981e+00,4.46734142e+00,3.21992850e+00,3.93821688e+05
2.26857330e+02,3.13962364e+00,2.22728634e+00,3.39243388e+00,3.90455688e+05
2.15798126e+02,3.13145280e+00,3.67545223e+00,3.21016574e+00,1.95975844e+05
1.50245834e+02,3.12878704e+00,4.92623758e+00,3.15344906e+00,1.78397859e+05
2.55839935e+02,2.39212578e-03,5.81917238e+00,3.41591454e+00,1.08011112e+06
1.49153915e+02,5.77835040e-03,2.36437130e+00,3.25160980e+00,3.12289750e+05
1.50927475e+02,3.12924051e+00,2.40933704e+00,3.35002971e+00,6.51881438e+05
1.54575287e+02,3.06559515e+00,2.53687191e+00,3.28321815e+00,4.12895656e+05
1.58153366e+02,3.13398123e+00,1.29684544e+00,3.32811356e+00,4.27107656e+05
2.13035858e+02,3.13760400e+00,6.10479403e+00,3.12447596e+00,1.12573906e+05
1.89898651e+02,3.70795280e-03,3.33660030e+00,3.13254857e+00,9.57439219e+04
