# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with Strauss code. 
1.40054916e+02,1.96636105e+00,4.32047033e+00,7.40257502e-02,2.49973920e+07
1.71170303e+02,4.67517460e-03,1.16792202e+00,1.01152229e+00,1.03522744e+08
1.47921555e+02,1.64491439e-03,1.47181511e-01,1.15480530e+00,4.89128040e+07
1.40034683e+02,5.51808417e-01,5.03018618e-01,1.86330024e-02,1.53811110e+07
1.41727127e+02,3.13829517e+00,2.48787194e-01,5.99004030e-01,3.52453560e+07
1.40156509e+02,2.99827313e+00,4.70682764e+00,1.43185243e-01,6.30294200e+07
1.41666595e+02,3.13331985e+00,2.16396546e+00,3.83166045e-01,2.16089540e+07
1.40276443e+02,2.20402503e+00,1.61676025e+00,3.53732742e-02,2.29183280e+07
1.43436035e+02,7.30687147e-03,2.59098673e+00,4.79818195e-01,3.16684240e+07
1.62326157e+02,5.32705616e-03,4.66964388e+00,6.58910155e-01,7.84030560e+07
1.40143173e+02,2.00524330e+00,5.23773623e+00,4.80411761e-02,1.65509820e+07
1.40193039e+02,2.42316794e+00,4.32986885e-01,1.72667876e-01,4.98874440e+07
1.42930328e+02,3.13460994e+00,4.63956632e-02,2.75765598e-01,2.29613380e+07
1.41021439e+02,1.49173783e-02,5.99442863e+00,4.00775135e-01,7.93769440e+07
1.40022690e+02,2.17602420e+00,4.65062666e+00,8.34480971e-02,2.88682880e+07
1.43641403e+02,3.13887000e+00,3.12253857e+00,8.77986014e-01,4.68004520e+07
1.40213745e+02,2.29315472e+00,5.49531412e+00,2.51102559e-02,1.62525310e+07
1.40261078e+02,2.74250984e+00,1.24476266e+00,1.07176319e-01,2.82927020e+07
1.40396271e+02,3.12846613e+00,2.88111019e+00,4.38884377e-01,3.68909560e+07
1.62633881e+02,6.49728160e-03,4.47937679e+00,8.50785255e-01,4.22664520e+07
1.40459625e+02,1.28627289e-02,5.20194244e+00,1.10598004e+00,5.47853440e+07
1.42330933e+02,8.93779565e-03,4.01658440e+00,3.41607362e-01,5.97438320e+07
1.42334808e+02,3.13285303e+00,6.19095802e+00,5.30827463e-01,7.81846400e+07
1.40288086e+02,1.67475138e-02,2.26234579e+00,2.38534257e-01,1.89976880e+07
1.40011673e+02,3.11751682e-02,5.52851343e+00,1.33537456e-01,3.38712840e+07
1.49911835e+02,2.42541218e-03,1.95030308e+00,9.26589668e-01,4.46675320e+07
1.40026245e+02,5.79005718e-01,3.91570497e+00,8.91956165e-02,6.83372240e+07
1.40269653e+02,9.14602458e-01,3.83710575e+00,2.85439100e-02,1.25185180e+07
1.40066986e+02,2.52748895e+00,4.91357327e+00,1.26128435e-01,2.25387180e+07
1.40244568e+02,1.25762475e+00,6.36913478e-01,2.09345937e-01,4.91499160e+07
1.41340698e+02,5.96720772e-03,2.19495869e+00,5.77459931e-01,2.04233760e+07
1.40107758e+02,2.13195848e+00,2.42903948e+00,9.50702354e-02,4.39905920e+07
1.42008698e+02,9.19191167e-03,5.76047611e+00,6.03509724e-01,2.80331480e+07
1.40445480e+02,1.96100422e-03,6.27945614e+00,3.32554638e-01,2.72518620e+07
1.41779892e+02,5.79324225e-03,5.17427158e+00,3.76669288e-01,4.64836760e+07
1.40721497e+02,1.75095424e-02,8.38614285e-01,1.19785748e-01,2.55677420e+07
1.40049561e+02,3.51159498e-02,3.91986203e+00,6.17520571e-01,4.56025320e+07
1.40012527e+02,2.14214269e-02,3.57298851e+00,5.67881353e-02,1.78304360e+07
1.45593369e+02,5.21228742e-03,1.35196209e+00,4.71968472e-01,4.08893880e+07
1.41394272e+02,4.24271114e-02,5.64009190e+00,6.64004803e-01,6.52655640e+07
1.40789536e+02,1.13915026e+00,1.48635173e+00,2.45310947e-01,3.66254160e+07
1.41452942e+02,9.71426163e-03,1.17762852e+00,7.92074561e-01,3.36259400e+07
1.43885818e+02,3.13741565e+00,1.90710878e+00,7.07292795e-01,6.61878480e+07
1.40121185e+02,3.14043808e+00,4.91576338e+00,9.44974124e-01,7.68270160e+07
1.47737915e+02,3.54067842e-03,4.39133644e+00,5.89801371e-01,2.86016260e+07
1.40376648e+02,1.45903337e+00,8.08095098e-01,2.97211073e-02,1.68142780e+07
1.47077744e+02,2.81340117e-03,3.62592506e+00,6.48365736e-01,3.35335600e+07
1.43706543e+02,1.16131827e-02,5.83549595e+00,5.57250798e-01,3.99835600e+07
1.46369751e+02,7.39697600e-03,3.95801353e+00,3.05179089e-01,2.85627300e+07
1.40091049e+02,2.48703822e-01,1.25074792e+00,4.02654171e-01,2.87381360e+07
1.40234177e+02,2.41852617e+00,5.97150660e+00,5.36481366e-02,2.98317120e+07
1.40246765e+02,2.77857590e+00,2.93118215e+00,6.31624520e-01,5.32212800e+07
1.41047150e+02,3.13677931e+00,2.67207789e+00,4.50936258e-01,4.94921280e+07
1.40068268e+02,1.85563087e+00,5.91153812e+00,2.34806195e-01,6.27317160e+07
1.40500351e+02,1.32890707e-02,4.96393776e+00,6.02398098e-01,3.50587320e+07
1.43475616e+02,4.32349928e-03,5.59872627e+00,6.64694071e-01,2.64582340e+07
1.43036301e+02,3.13055849e+00,4.96807575e+00,7.05673575e-01,6.75379840e+07
1.44147751e+02,4.15663980e-03,9.54724312e-01,5.43359756e-01,7.19826000e+07
1.40014359e+02,4.96238172e-01,4.61025190e+00,1.03188783e-01,1.64316770e+07
1.40126266e+02,1.91692531e+00,2.28810048e+00,1.78443521e-01,6.86824240e+07
1.40239243e+02,2.65005612e+00,2.97176552e+00,1.11578099e-01,4.12072880e+07
1.41348648e+02,8.21136963e-03,4.20874786e+00,3.91321689e-01,2.77638680e+07
1.75877380e+02,1.55312149e-03,9.52368736e-01,1.16080832e+00,1.84897960e+07
1.40045334e+02,2.34048888e-01,1.12198710e+00,1.22591563e-01,3.24220340e+07
1.41385941e+02,3.13526082e+00,1.80584407e+00,3.34768564e-01,3.14795540e+07
1.42006805e+02,1.96053972e-03,6.05112553e-01,2.79784471e-01,2.38421060e+07
1.40219528e+02,8.66573989e-01,1.17637849e+00,8.74328017e-02,4.73274160e+07
1.53248367e+02,9.05585848e-03,4.35185432e-01,5.81062853e-01,4.72806680e+07
1.40319275e+02,5.95434248e-01,5.16834688e+00,1.95176199e-01,3.66400040e+07
1.41927231e+02,4.71647922e-03,1.32715321e+00,5.62986970e-01,2.28727000e+07
1.56039139e+02,1.24707427e-02,6.12886000e+00,5.08478761e-01,3.48896840e+07
1.40006683e+02,1.75527096e+00,2.32231498e-01,5.68007417e-02,4.04061800e+07
1.41859985e+02,1.75293498e-02,1.88499880e+00,8.32813859e-01,7.57095040e+07
1.40532135e+02,3.12334061e+00,1.67646122e+00,4.52966422e-01,3.11321080e+07
1.42027161e+02,3.14091754e+00,4.52511692e+00,1.09690177e+00,2.71837940e+07
1.40061478e+02,4.73553181e-01,7.75084734e-01,2.81313360e-01,5.80930000e+07
1.40046280e+02,2.71366048e+00,2.83184439e-01,1.58755243e-01,3.56058920e+07
1.40108505e+02,2.91476107e+00,5.32621956e+00,6.47619247e-01,5.73651960e+07
1.40076874e+02,2.01919961e+00,5.39310122e+00,2.45685235e-01,6.29381640e+07
1.40113480e+02,3.64555955e-01,1.24141192e+00,6.04282677e-01,7.61841120e+07
1.40203491e+02,3.13873005e+00,1.17870426e+00,4.30254340e-01,2.15363980e+07
1.42200195e+02,7.84109626e-03,4.16576481e+00,7.18686163e-01,5.38282800e+07
1.40559433e+02,2.41259323e-03,5.02501059e+00,7.30575919e-01,3.82051920e+07
1.40412781e+02,5.79000525e-02,2.88726711e+00,3.48265499e-01,5.81285280e+07
1.40283997e+02,3.06099701e+00,3.92182612e+00,1.20681472e-01,5.17271480e+07
1.40842712e+02,1.00169256e-02,3.74705219e+00,6.88952982e-01,3.90433240e+07
1.42155899e+02,3.13692760e+00,5.46875954e+00,4.47674781e-01,2.51073480e+07
1.40131775e+02,3.12324548e+00,3.44193983e+00,4.38244820e-01,5.59267920e+07
1.40016998e+02,2.20925975e+00,5.29257536e-01,9.12780687e-02,3.33506740e+07
1.41446564e+02,3.13629198e+00,1.88412666e-01,4.35537070e-01,2.73520940e+07
1.40795288e+02,6.16278360e-03,2.40783906e+00,3.33606184e-01,6.43447760e+07
1.40176682e+02,2.30724645e+00,5.96323156e+00,2.17585593e-01,4.23094640e+07
1.43585342e+02,1.21447975e-02,5.86709857e-01,7.09118366e-01,5.24530840e+07
1.45636185e+02,7.11240526e-03,1.23463249e+00,7.90504694e-01,5.28424160e+07
1.40059753e+02,2.76629615e+00,3.54475594e+00,1.56810597e-01,4.30963600e+07
1.41983932e+02,9.79762152e-03,1.81966352e+00,3.66999507e-01,3.29048680e+07
1.40114441e+02,2.71279311e+00,3.82945299e+00,9.01503861e-02,2.19646280e+07
1.41773895e+02,3.13669920e+00,2.37078667e-02,3.84392470e-01,2.85365500e+07
1.40368256e+02,2.37703368e-01,6.52843654e-01,7.98922330e-02,4.90399600e+07
1.40048630e+02,5.28903604e-01,5.57048225e+00,7.32464641e-02,1.23468520e+07
1.40616318e+02,1.15591008e-02,9.08575177e-01,3.61640215e-01,4.84535320e+07
1.46352142e+02,3.13372040e+00,1.33748484e+00,8.79429042e-01,3.49577520e+07
1.40285172e+02,8.06872919e-03,4.74902439e+00,4.90588158e-01,3.29800420e+07
1.40866074e+02,3.13687181e+00,5.36395550e+00,2.35763937e-01,3.95355080e+07
1.40143600e+02,1.28628707e+00,6.22882652e+00,9.46439877e-02,4.61878400e+07
1.45302048e+02,3.13808489e+00,1.83081913e+00,4.83491868e-01,7.58811760e+07
1.40517349e+02,3.09645367e+00,2.20944500e+00,1.71672389e-01,3.30297840e+07
1.40052963e+02,1.55387974e+00,3.79266173e-01,3.85115668e-02,3.24583120e+07
1.48667969e+02,9.00332350e-03,2.73237514e+00,8.80037069e-01,3.52214200e+07
1.40045090e+02,2.63322282e+00,4.46255296e-01,3.68790090e-01,6.02528480e+07
1.40242065e+02,1.04194820e-01,8.86519551e-01,1.62606776e-01,4.42471560e+07
1.40038559e+02,1.87072670e+00,1.49979496e+00,4.17884775e-02,2.78831740e+07
1.40154221e+02,2.88097286e+00,1.29359031e+00,6.44929558e-02,1.26969160e+07
1.40179626e+02,9.82130289e-01,8.91187668e-01,3.49665284e-01,4.53586840e+07
1.41136948e+02,6.24529505e-03,1.45729017e+00,4.40915346e-01,4.09458600e+07
1.43562958e+02,4.43816185e-03,1.87156594e+00,4.06809539e-01,3.03051960e+07
1.40161270e+02,9.04726889e-03,1.36725903e+00,4.19754088e-01,5.17608080e+07
1.40235764e+02,4.80570309e-02,1.50040114e+00,5.58213033e-02,2.46952000e+07
1.41497467e+02,3.13731670e+00,2.19781351e+00,3.22990477e-01,2.31947140e+07
1.42223633e+02,8.27032607e-03,7.71810114e-01,1.37717128e-01,3.40739920e+07
1.45595139e+02,3.13512206e+00,5.80153561e+00,4.08127129e-01,3.20760840e+07
1.52390198e+02,3.14151716e+00,1.52972889e+00,8.11989546e-01,3.20532700e+07
1.40180634e+02,3.12228489e+00,3.44730496e+00,2.53961682e-01,2.62502900e+07
1.47532700e+02,3.13539457e+00,4.94259357e+00,5.33583701e-01,6.17667960e+07
1.40179001e+02,1.16897857e+00,5.40180111e+00,4.47300114e-02,1.97423220e+07
1.40364029e+02,7.89472088e-03,4.85826302e+00,6.35427952e-01,5.10502120e+07
1.40460480e+02,3.13079524e+00,6.01113510e+00,3.06396663e-01,3.93761840e+07
1.41825027e+02,3.14071918e+00,2.11906719e+00,8.89947176e-01,3.52764000e+07
1.40074478e+02,1.88137352e+00,9.35961306e-01,8.58725682e-02,4.64608600e+07
1.41567551e+02,3.13816881e+00,2.59829617e+00,6.25018060e-01,4.00314320e+07
1.40210464e+02,2.92613447e-01,4.14275026e+00,3.24482098e-02,9.50819400e+06
1.40452423e+02,4.07474069e-03,4.10072803e+00,3.09709221e-01,7.26961920e+07
1.43948990e+02,4.38764459e-03,5.57461071e+00,5.44872046e-01,4.19197560e+07
1.40138901e+02,2.43031204e-01,3.48259616e+00,3.26766908e-01,3.62125200e+07
1.40021957e+02,2.38043070e+00,1.78010356e+00,6.16888553e-02,4.87815280e+07
1.41866714e+02,3.13622499e+00,2.16863728e+00,6.74039423e-01,6.04802400e+07
1.40128860e+02,5.13248444e-01,5.82656002e+00,1.52810603e-01,5.36611040e+07
1.42850876e+02,7.58317299e-03,1.54286289e+00,5.81441402e-01,2.62641280e+07
1.40662491e+02,3.14061999e+00,3.31015015e+00,5.01994252e-01,4.76516760e+07
1.41809814e+02,3.14276200e-03,7.12842941e-02,6.28340840e-01,9.40822400e+07
1.57379822e+02,3.13471580e+00,5.38350916e+00,6.02897942e-01,4.22937560e+07
1.42396912e+02,6.98624970e-03,2.98396468e+00,5.54004669e-01,5.58033720e+07
1.40151749e+02,2.68718183e-01,5.11185217e+00,1.64605021e-01,3.02977160e+07
1.44354584e+02,2.14549527e-03,5.19424963e+00,4.68035221e-01,6.78016560e+07
1.40448776e+02,9.96417645e-03,1.40940750e+00,3.78871679e-01,6.18300040e+07
1.40007370e+02,2.43803167e+00,2.12432337e+00,8.52763727e-02,2.82676440e+07
1.48438431e+02,5.47706708e-03,4.75870562e+00,7.60094881e-01,8.60206800e+07
1.41260620e+02,8.99626222e-03,1.27703619e+00,5.10170877e-01,2.99977680e+07
1.43805817e+02,3.13662314e+00,5.38349819e+00,3.66982639e-01,2.63976460e+07
1.40023224e+02,2.83434689e-01,1.52861345e+00,2.80740917e-01,2.92329380e+07
1.40062134e+02,1.49010075e-02,4.07384157e+00,4.02524918e-01,3.78076280e+07
1.40172302e+02,1.99420941e+00,4.45873529e-01,7.25510195e-02,3.36135960e+07
1.40332230e+02,7.02959836e-01,5.91927242e+00,2.50973199e-02,1.67723900e+07
1.40106705e+02,4.63703364e-01,3.72806025e+00,6.67637110e-01,4.02161880e+07
1.52703262e+02,4.69885673e-03,4.73557138e+00,4.90757495e-01,2.80481080e+07
1.43878311e+02,4.57520410e-03,5.31483650e-01,6.07618332e-01,2.85466480e+07
1.40168442e+02,3.12338710e+00,4.16113228e-01,5.31797528e-01,6.72200880e+07
1.52397522e+02,3.13390875e+00,1.79723167e+00,5.85549951e-01,2.16931040e+07
1.40299835e+02,6.64177537e-03,4.31855345e+00,2.66852200e-01,7.34468080e+07
1.53300415e+02,1.87093648e-03,1.28588963e+00,1.29537380e+00,4.32209000e+07
1.44791168e+02,7.44934985e-03,3.04854393e-01,7.29313254e-01,2.17013320e+07
1.42866592e+02,8.36705731e-04,1.37947655e+00,1.92542255e-01,5.17458480e+07
1.40292068e+02,3.13606167e+00,2.30358768e+00,6.75661385e-01,3.88204200e+07
1.40171066e+02,2.19716263e+00,4.70081329e+00,1.35318413e-01,5.32160440e+07
1.43095230e+02,3.13039875e+00,1.53729111e-01,4.74339813e-01,4.26056720e+07
1.41851944e+02,6.85020257e-03,1.44599056e+00,4.78164941e-01,3.55468000e+07
1.50959595e+02,3.13734627e+00,3.43795109e+00,7.59206772e-01,4.11276240e+07
1.40769638e+02,6.10719807e-03,3.42674661e+00,4.20507938e-01,4.67383680e+07
1.40943985e+02,6.31664554e-03,5.58862638e+00,3.62007529e-01,5.91951760e+07
1.40005035e+02,1.49243438e+00,1.29797173e+00,5.98855056e-02,3.10834880e+07
1.40676773e+02,3.10321546e+00,2.03021690e-01,3.38990182e-01,1.74160440e+07
1.41170303e+02,3.13257051e+00,2.47398496e+00,3.18243027e-01,2.17944580e+07
1.40009964e+02,7.30681093e-03,3.31810474e-01,5.34641743e-01,2.22649500e+07
1.44271652e+02,3.13190413e+00,4.36685753e+00,6.84998155e-01,5.78476560e+07
1.40073013e+02,7.65541255e-01,1.11124206e+00,2.40243316e-01,7.15996240e+07
1.41234360e+02,3.12537241e+00,6.12170887e+00,4.26553845e-01,5.54529360e+07
1.40029892e+02,8.63062978e-01,1.10902846e+00,8.61242935e-02,4.30881320e+07
1.40196594e+02,8.70598555e-01,1.41574204e+00,2.75992185e-01,5.37321640e+07
1.40184662e+02,2.97020459e+00,1.52206385e+00,1.58857793e-01,5.31184280e+07
1.40181061e+02,5.80293275e-02,6.24184549e-01,1.65791679e-02,2.78480175e+06
1.40175888e+02,8.37721955e-03,2.06742978e+00,6.63507998e-01,1.96275040e+07
1.40070206e+02,1.67494297e+00,4.30567837e+00,9.31237638e-02,4.45893640e+07
1.40221588e+02,1.98463964e+00,2.83491182e+00,2.09149957e-01,1.85376680e+07
1.40893158e+02,1.01992898e-02,5.53414679e+00,4.99886334e-01,2.32605380e+07
1.40189255e+02,1.11466587e+00,4.10913181e+00,4.70490716e-02,2.89760000e+07
1.41958191e+02,3.13201594e+00,2.14213943e+00,4.85875279e-01,2.30496020e+07
1.44111862e+02,3.13198447e+00,2.58854246e+00,9.03274894e-01,6.00826760e+07
1.40298096e+02,1.74190187e+00,2.76354647e+00,1.05574720e-01,4.25200240e+07
1.40251923e+02,1.62232399e+00,4.70548296e+00,2.43963543e-02,1.63845530e+07
1.40077515e+02,2.98358589e-01,2.17061877e+00,7.19991624e-02,2.90571580e+07
1.40011078e+02,1.87266648e+00,4.33914185e+00,8.02450404e-02,4.95070880e+07
1.40270172e+02,6.34764554e-03,1.10803604e-01,4.73713458e-01,4.07476400e+07
1.43285568e+02,1.41782872e-02,2.20530224e+00,6.93002641e-01,8.65588640e+07
1.62407196e+02,3.13831782e+00,4.47551823e+00,7.76634336e-01,4.07648440e+07
1.40113678e+02,1.08652198e+00,9.59716916e-01,4.03370172e-01,5.65753080e+07
1.40540344e+02,1.03720057e+00,5.89558554e+00,2.73449253e-02,2.67170420e+07
1.40011917e+02,7.45115042e-01,4.26697373e-01,5.63357212e-02,4.60090680e+07
1.40015366e+02,1.99147832e+00,4.05485725e+00,6.47156909e-02,3.65416400e+07
1.48950653e+02,3.13773060e+00,5.67789221e+00,5.57499468e-01,8.22316880e+07
1.43466080e+02,3.25291115e-03,2.91230106e+00,4.96716887e-01,3.37938640e+07
1.40526047e+02,3.12162566e+00,1.54707626e-01,2.70950317e-01,2.77851860e+07
1.40218613e+02,1.55874932e+00,6.23559666e+00,2.76886255e-01,4.16153200e+07
1.46659775e+02,5.77508006e-03,2.71854782e+00,4.43723589e-01,7.21097600e+07
1.42087067e+02,3.13591957e+00,5.99306250e+00,3.82590950e-01,3.75544320e+07
1.40034134e+02,2.51488280e+00,8.17309141e-01,1.34863660e-01,6.69751160e+07
1.40168503e+02,1.04643106e+00,1.65951943e+00,4.57609855e-02,3.07038780e+07
1.44466217e+02,2.00018613e-03,7.29623795e-01,6.86617017e-01,4.79561120e+07
1.40381912e+02,5.41650712e-01,5.54208803e+00,4.27344620e-01,5.82186640e+07
1.40476547e+02,3.14141059e+00,7.63089180e-01,3.40834558e-01,6.97752560e+07
1.40363525e+02,2.70423555e+00,2.70429683e+00,4.29775536e-01,4.51952440e+07
1.53250488e+02,3.13833237e+00,6.00960779e+00,4.98309165e-01,3.71740720e+07
1.40172638e+02,1.53243884e-01,3.15447688e+00,2.28771381e-02,6.83110450e+06
1.44274094e+02,3.14140010e+00,6.00833893e-02,4.72226560e-01,5.33697560e+07
1.46828201e+02,5.34050353e-03,2.94966602e+00,6.64366424e-01,4.97752440e+07
1.40150269e+02,1.53841424e+00,6.21294880e+00,4.69532609e-02,2.52864940e+07
1.40580643e+02,1.88383423e-02,5.04101896e+00,5.01586199e-01,3.38088240e+07
1.44040497e+02,8.53670668e-03,2.05779362e+00,6.89694822e-01,6.25376120e+07
1.48692856e+02,4.08598548e-03,5.90869474e+00,6.89751267e-01,2.57128540e+07
1.41154343e+02,3.13245678e+00,1.76525831e+00,6.32082462e-01,6.88855040e+07
1.85257614e+02,3.86348506e-03,3.93412685e+00,1.25104368e+00,3.92415440e+07
1.46854706e+02,3.13559008e+00,1.06891870e+00,4.80390847e-01,6.27773440e+07
1.47828506e+02,3.13332963e+00,6.11834574e+00,1.34615016e+00,3.12588940e+07
1.40762146e+02,3.13598847e+00,2.08181858e+00,6.47449851e-01,5.28016520e+07
1.40141983e+02,1.21794820e+00,6.03845167e+00,3.38794291e-01,9.46567040e+07
1.41752502e+02,3.13645625e+00,4.26602745e+00,3.05367112e-01,5.95635640e+07
1.40893570e+02,3.13113236e+00,5.51741457e+00,6.31349742e-01,5.40466960e+07
1.40221634e+02,7.79855907e-01,5.77447414e+00,2.97166947e-02,1.85103660e+07
1.40312042e+02,1.87759328e+00,1.58729458e+00,5.59532046e-01,4.90149040e+07
1.40145462e+02,1.62093139e+00,8.74398828e-01,2.14081794e-01,7.51690800e+07
1.40241745e+02,2.11131549e+00,4.78175926e+00,2.40150187e-02,1.40661290e+07
1.44748215e+02,9.91331507e-03,4.44662571e-01,6.36400878e-01,4.08127160e+07
1.57879242e+02,3.51884849e-02,4.47968197e+00,6.54438436e-01,5.29602280e+07
1.40224747e+02,6.13990545e-01,1.43756652e+00,2.68493630e-02,2.10991920e+07
1.48830505e+02,2.69350945e-03,2.61536598e-01,4.85466182e-01,2.38039580e+07
1.40017395e+02,1.43689585e+00,1.21739113e+00,1.49049863e-01,6.06661160e+07
1.40109879e+02,1.22273493e+00,5.80357170e+00,8.73662382e-02,2.79460060e+07
1.44487961e+02,4.41155722e-03,1.61460590e+00,6.00208938e-01,3.11653940e+07
1.40308655e+02,1.83267653e+00,3.73827726e-01,1.65077209e-01,4.15996120e+07
1.47454590e+02,5.76569187e-03,2.59001875e+00,4.59793955e-01,4.95366320e+07
