# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
1.0,1.5707963267948966,0,0.02,0.0
1.40076187e+02,2.15441082e-02,1.41249919e+00,2.78144360e-01,4.83716240e+07
1.41113068e+02,3.13681364e+00,1.24537468e-01,7.61522412e-01,2.79624620e+07
1.43788269e+02,3.13421941e+00,2.39243031e+00,8.03839862e-01,4.29837840e+07
1.41590546e+02,9.06828232e-03,9.64075089e-01,4.64301586e-01,5.95302800e+07
1.43987717e+02,1.71399536e-03,2.68199372e+00,3.52186948e-01,5.41211200e+07
1.40137024e+02,3.14041305e+00,5.24363995e-01,3.61926943e-01,4.35956480e+07
1.47741501e+02,5.83261298e-03,3.75636005e+00,6.18246257e-01,2.93006320e+07
1.41472794e+02,3.12861776e+00,1.23801732e+00,5.57808995e-01,3.71478920e+07
1.45998520e+02,3.13202024e+00,6.04127455e+00,3.41380835e-01,3.99846800e+07
1.40313461e+02,2.21303296e+00,1.03641260e+00,7.88217857e-02,1.96095520e+07
1.42469330e+02,8.10543075e-03,5.50541401e-01,1.06138492e+00,4.95452360e+07
1.52439407e+02,3.13891244e+00,4.74104357e+00,8.37978482e-01,2.31367440e+07
1.43397110e+02,3.13694906e+00,1.26947832e+00,1.13504481e+00,3.32833540e+07
1.47217117e+02,2.85070483e-03,3.60956192e-02,9.33184326e-01,4.22873960e+07
1.40346161e+02,1.28667974e+00,2.07317710e+00,3.21939260e-01,4.47191440e+07
1.41701050e+02,3.13879347e+00,6.10902548e+00,4.40136701e-01,2.10341160e+07
1.40167923e+02,1.26389161e-01,4.41055298e+00,2.85335451e-01,4.39849840e+07
1.40092392e+02,4.76206392e-01,1.31479383e+00,1.61439508e-01,4.07218360e+07
1.43633148e+02,3.13278461e+00,3.25247860e+00,5.72445571e-01,5.55045480e+07
1.41314941e+02,7.22313812e-03,1.49493408e+00,7.24090338e-01,2.61560420e+07
1.40158127e+02,2.11410761e+00,1.10902861e-02,3.53331327e-01,4.94427600e+07
1.40154343e+02,2.97381163e-01,1.78367054e+00,1.91659391e-01,1.45889800e+07
1.40180573e+02,3.01545644e+00,1.45068014e+00,1.01571791e-01,2.24657880e+07
1.40017288e+02,2.00044966e+00,2.22132754e+00,1.28284618e-01,2.90223760e+07
1.40086533e+02,7.60590332e-03,1.64424694e+00,5.39743125e-01,4.50508800e+07
1.47000824e+02,3.35396058e-03,2.77281761e-01,5.59092999e-01,3.20648640e+07
1.40314651e+02,4.19496596e-01,4.78442401e-01,2.80229449e-01,1.82840980e+07
1.40333237e+02,2.26635575e+00,3.66870928e+00,5.76299615e-02,2.45953420e+07
1.44295670e+02,3.10321641e-03,3.37537670e+00,5.87871969e-01,3.98575200e+07
1.52749832e+02,2.42448784e-03,1.67057991e+00,5.91325700e-01,5.38406240e+07
1.45413620e+02,2.76245410e-03,2.41654181e+00,3.64639401e-01,5.43208360e+07
1.40806946e+02,5.65426517e-03,5.39756823e+00,6.16828263e-01,3.04641460e+07
1.41757858e+02,3.13810492e+00,1.05815792e+00,3.61645550e-01,4.72271840e+07
1.41029922e+02,6.68763462e-03,3.59962910e-01,5.99120975e-01,4.91888120e+07
1.43061035e+02,2.91804830e-03,3.51817513e+00,3.57873440e-01,6.23794080e+07
1.40201157e+02,3.88927609e-01,1.52878761e+00,1.38850898e-01,2.71490120e+07
1.42481171e+02,9.15921107e-03,4.55435371e+00,4.89667684e-01,5.58830360e+07
1.44798111e+02,6.70759939e-03,2.63060951e+00,6.51583791e-01,3.03463360e+07
1.50001602e+02,3.13896441e+00,1.85206032e+00,9.48322654e-01,5.65551120e+07
1.40008148e+02,2.48810101e+00,1.35025442e+00,2.41598174e-01,5.74983400e+07
1.41305756e+02,3.13153791e+00,3.61099267e+00,4.76726919e-01,2.62241100e+07
1.42171036e+02,1.04644345e-02,5.70401192e-01,1.66018590e-01,2.27691020e+07
1.49895920e+02,3.13810372e+00,4.09307384e+00,4.10201192e-01,3.64818000e+07
1.40398697e+02,9.85332672e-03,3.02056885e+00,5.87258995e-01,5.67604360e+07
1.40020340e+02,2.17044711e+00,2.32132626e+00,1.59348577e-01,2.83776000e+07
1.40091431e+02,4.51446557e-03,3.66194630e+00,8.10223043e-01,3.07461400e+07
1.40235229e+02,2.69135356e+00,5.38210201e+00,4.34501693e-02,1.13123690e+07
1.40484192e+02,3.06098104e+00,4.08196640e+00,1.59226760e-01,3.47198880e+07
1.41042801e+02,8.90525989e-03,1.76671994e+00,9.45682600e-02,3.63725920e+07
1.42038895e+02,1.64907128e-02,2.87407160e+00,3.59924734e-01,2.50830380e+07
1.42726410e+02,3.12936163e+00,2.42682192e-02,5.35621047e-01,3.52188040e+07
1.41618713e+02,3.13298512e+00,3.78825641e+00,6.92578733e-01,3.61627800e+07
1.40010162e+02,1.24110150e+00,1.98495984e+00,1.48297742e-01,4.39232720e+07
1.41367981e+02,9.03603155e-03,5.79197931e+00,6.00108624e-01,4.89610480e+07
1.45335587e+02,6.90067280e-03,2.65603280e+00,5.35557628e-01,4.67948400e+07
1.42137680e+02,4.21986496e-03,2.60544467e+00,5.07711887e-01,2.58344020e+07
1.40165939e+02,2.51997924e+00,2.68630886e+00,1.01580486e-01,3.61567960e+07
