# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
1.0,1.5707963267948966,0,0.07,0.0
1.41705383e+02,2.87022628e-03,4.93824053e+00,3.59358251e-01,1.68412060e+07
1.50128876e+02,4.85336548e-03,5.93517351e+00,7.65030921e-01,1.78012640e+07
1.41339157e+02,3.14089561e+00,2.75308323e+00,6.16008162e-01,9.87359200e+06
1.43018616e+02,3.14029217e+00,3.78526974e+00,1.72673392e+00,4.31924760e+07
1.40497162e+02,8.70960485e-03,3.38096523e+00,7.67851710e-01,2.15079740e+07
1.42969315e+02,6.72464445e-03,5.73821974e+00,9.59160745e-01,3.17327520e+07
1.55552750e+02,3.13522601e+00,4.71499491e+00,6.80948794e-01,1.07494990e+07
1.41392853e+02,5.91441710e-03,3.36252975e+00,3.98878455e-01,1.20944020e+07
1.48455154e+02,1.98355853e-03,1.74198246e+00,4.25754786e-01,1.05101390e+07
1.40634735e+02,5.73816802e-03,4.59982538e+00,6.28008544e-01,1.57936330e+07
1.50631744e+02,4.80650784e-03,3.59107208e+00,4.19476032e-01,1.34752090e+07
1.47793045e+02,3.13873625e+00,1.17469311e+00,5.69767296e-01,2.26595200e+07
1.44692017e+02,6.76990394e-03,4.50294781e+00,5.09403765e-01,4.24729000e+07
1.40621185e+02,7.81117426e-03,8.77835214e-01,5.97337186e-01,1.93103520e+07
1.47561050e+02,1.92088148e-04,1.64325333e+00,5.94173610e-01,9.14242300e+06
1.48531036e+02,6.01684069e-03,5.51813173e+00,5.70394099e-01,3.28607360e+07
1.41999466e+02,6.60412200e-03,1.17555237e+00,4.23531801e-01,2.12581420e+07
1.41985825e+02,1.18972268e-02,5.01830339e+00,4.92473036e-01,1.36853970e+07
1.40657639e+02,5.86182065e-03,1.35915613e+00,5.30341506e-01,3.30855100e+07
1.41621796e+02,5.47668571e-03,2.85934019e+00,3.73837948e-01,3.09686700e+07
1.40114395e+02,3.10758901e+00,3.61408949e+00,3.14500242e-01,9.70117800e+06
1.40102158e+02,2.68291020e+00,6.55966640e-01,2.79258937e-01,2.10584260e+07
1.40368774e+02,3.13851666e+00,3.73501730e+00,4.13127691e-01,2.41693560e+07
1.40412308e+02,3.12471557e+00,2.13971257e+00,2.10303992e-01,1.49835500e+07
1.43208664e+02,1.00925760e-02,2.82519245e+00,4.76148486e-01,1.59290210e+07
1.40515411e+02,3.13413787e+00,5.59319067e+00,7.69370496e-01,4.15337880e+07
1.43099594e+02,7.38068484e-03,5.98735809e-01,5.42970300e-01,1.26939240e+07
1.47453445e+02,3.13494134e+00,4.63726282e+00,8.61613929e-01,2.02561980e+07
1.47373291e+02,3.81643395e-03,1.60735130e+00,4.70028549e-01,4.35335640e+07
1.57821777e+02,2.90084840e-03,3.52632523e-01,6.29300237e-01,2.25791100e+07
1.50723557e+02,3.64378653e-03,1.64710331e+00,6.73298359e-01,1.85268220e+07
1.46723816e+02,8.82102456e-03,8.73947144e-01,3.77742976e-01,1.34931610e+07
1.48880646e+02,3.14057875e+00,8.22360039e-01,8.50132227e-01,1.92628540e+07
1.41387253e+02,3.13804245e+00,4.06060314e+00,7.56492078e-01,1.62783370e+07
1.49797836e+02,2.25247862e-03,1.47121906e+00,4.29755241e-01,5.56025350e+06
1.49626495e+02,5.08006196e-03,2.78149891e+00,5.48365235e-01,1.60251390e+07
1.41533737e+02,3.12013221e+00,3.98879957e+00,4.48010743e-01,1.07394010e+07
1.44323334e+02,6.88290410e-03,3.03849530e+00,6.01827383e-01,2.11235020e+07
1.40014511e+02,3.37913007e-01,4.91669846e+00,3.61386657e-01,3.12899360e+07
1.40597855e+02,1.86297260e-02,6.72696292e-01,4.09485608e-01,5.60438550e+06
1.41212341e+02,3.13883233e+00,5.97450256e+00,4.51222986e-01,1.78539980e+07
1.43847916e+02,1.45088916e-03,5.84237623e+00,5.68557262e-01,2.54013120e+07
1.40141968e+02,6.56464458e-01,1.48679566e+00,1.79147437e-01,1.47101560e+07
1.49658203e+02,3.14128971e+00,5.51242495e+00,7.79628992e-01,1.20076340e+07
1.52876938e+02,3.13735986e+00,1.36339474e+00,9.80404317e-01,4.20693560e+07
1.42037704e+02,8.30198359e-03,1.56681347e+00,4.07960206e-01,9.22545000e+06
1.44410507e+02,7.33024999e-03,2.34822130e+00,3.82357150e-01,2.19092760e+07
1.52910706e+02,8.29820783e-06,5.91825008e-01,4.63607490e-01,1.23427380e+07
1.41712433e+02,2.03058794e-02,6.95756316e-01,3.40480566e-01,1.32414590e+07
1.40036011e+02,4.35543448e-01,4.19994640e+00,4.26519096e-01,4.51320400e+07
