# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
1.0,1.5707963267948966,0,0.6,0.0
1.72309860e+02,1.13253044e-02,3.55019093e+00,8.29170585e-01,1.20240900e+06
1.66450867e+02,3.11817908e+00,5.26735544e+00,8.46721411e-01,1.15491100e+06
1.49187805e+02,8.99194088e-03,2.68455887e+00,7.50419378e-01,8.47483312e+05
1.41620117e+02,8.86736345e-03,4.74270678e+00,9.46114242e-01,8.79647312e+05
1.50402725e+02,4.43691155e-03,4.89107180e+00,9.10376370e-01,1.45149288e+06
1.46766251e+02,3.13727045e+00,1.35645103e+00,1.09223437e+00,1.79669450e+06
1.45399490e+02,3.13531518e+00,8.96227837e-01,6.95568681e-01,2.73393781e+05
1.43770859e+02,8.02844670e-03,7.23292351e-01,7.17235506e-01,6.22709500e+05
1.55266129e+02,3.13363171e+00,3.65443325e+00,7.83897161e-01,9.23779250e+05
1.59608810e+02,7.03466963e-03,4.32196712e+00,1.28264356e+00,2.57124800e+06
1.47663773e+02,3.13555479e+00,1.56834602e-01,9.14538443e-01,1.31797488e+06
1.42375870e+02,3.13596988e+00,5.41116381e+00,1.10747874e+00,5.77343350e+06
1.43965302e+02,4.73590754e-03,1.34245586e+00,9.25317824e-01,1.24018300e+06
1.56941040e+02,1.03039911e-03,2.98693371e+00,8.01189005e-01,8.99843250e+05
1.41665863e+02,7.63992406e-03,4.60889387e+00,9.32089388e-01,2.23053425e+06
1.41113266e+02,3.13706946e+00,3.47391796e+00,9.09160674e-01,1.45672875e+06
1.45268234e+02,1.46114023e-03,1.31094837e+00,1.07319903e+00,3.33308525e+06
1.55360733e+02,3.14138484e+00,2.92234135e+00,8.35899711e-01,8.56459312e+05
1.68592667e+02,1.06898334e-03,3.48985958e+00,1.12501025e+00,7.55778600e+06
1.44799347e+02,3.13191986e+00,5.54901791e+00,7.62280345e-01,8.65809312e+05
1.45947693e+02,3.14093542e+00,1.14581776e+00,6.96867585e-01,7.83529375e+05
1.52610474e+02,6.18639356e-03,4.33272362e-01,1.15939093e+00,2.29224425e+06
1.51424164e+02,3.13770700e+00,5.17075014e+00,1.21537054e+00,4.23479850e+06
1.50485779e+02,5.28662698e-03,3.57599163e+00,8.98246586e-01,1.24354900e+06
1.41182938e+02,5.05175767e-03,4.56856728e-01,9.48977053e-01,2.46091800e+06
1.41180817e+02,8.00159853e-03,3.16032124e+00,8.94798875e-01,2.17555625e+06
1.42223114e+02,3.13685632e+00,1.04310560e+00,9.90895629e-01,2.56825600e+06
1.49352707e+02,3.13905883e+00,2.76340199e+00,9.57377195e-01,1.94966038e+06
1.43576385e+02,3.14023042e+00,4.40226269e+00,7.87854433e-01,7.03119438e+05
1.54428085e+02,3.13312721e+00,2.03342724e+00,1.15493703e+00,1.90328450e+06
1.44650589e+02,3.13225555e+00,5.31267881e+00,1.11982584e+00,1.48515275e+06
1.47935928e+02,5.20530296e-03,2.97392750e+00,8.57952714e-01,1.73348862e+06
1.70310577e+02,3.13852954e+00,4.69430399e+00,1.63241386e+00,3.35477725e+06
1.44652328e+02,3.88427009e-03,5.37999964e+00,1.18821263e+00,6.20203700e+06
1.44974716e+02,2.50990991e-03,2.95781136e-01,9.64865446e-01,2.58134600e+06
1.53350906e+02,1.43457484e-03,2.76801968e+00,1.00995052e+00,1.19455500e+06
1.48776138e+02,1.01698022e-02,2.11562634e+00,1.12669885e+00,2.23016025e+06
1.40877823e+02,3.13555431e+00,4.31464481e+00,8.83061945e-01,2.19500425e+06
