141.519287,3.140594,3.524357,1.227251,567282.714624
143.287056,3.141498,3.722711,1.334197,1283604.301729
141.635191,0.002641,2.567528,1.430426,1840302.825409
140.337468,0.005151,2.807019,1.204835,715498.787808
143.801218,3.139919,2.453020,1.471289,902236.828032
140.672650,0.003217,1.262697,1.120351,223876.208448
142.919151,0.003498,4.770666,1.350636,677238.620544
141.237823,0.002732,1.799865,1.347330,1114369.446529
140.139196,3.138289,5.546070,1.119108,230944.802400
140.050238,0.005259,1.248177,1.215352,498204.973728
140.400284,3.138180,4.731166,1.292477,858516.265440
141.647659,0.005487,0.548830,1.324742,1247139.332929
141.117535,3.137840,3.484575,1.328604,637108.454880
140.316584,0.004308,1.424834,1.262014,725409.779328
142.263770,0.005973,5.409531,1.290388,626673.863808
140.361227,3.138486,3.373098,1.617684,1270177.713217
143.322204,0.001761,3.838075,1.300682,784426.928832
142.904128,0.002837,0.923774,1.162158,394719.262272
143.148487,3.140563,3.769262,1.252220,744670.762848
140.854115,3.138466,1.470366,1.439477,2028312.464544
143.080216,3.138724,0.931328,1.231248,527526.548640
140.303957,0.002138,5.136934,1.172290,437991.025248
143.194087,0.002985,0.184057,1.238521,680716.817568
141.150552,3.136166,3.244235,1.299579,664410.431520
143.909969,3.139965,5.167729,1.334664,1409417.794081
140.848661,3.137418,0.301475,1.148587,279676.960704
140.342942,3.139291,5.532317,1.671015,1103149.456129
141.091486,3.139259,1.387780,1.182942,449884.215072
143.010791,0.004177,3.546516,1.272706,634640.056992
141.588875,0.001664,0.371571,1.231526,1074239.280865
142.683697,3.137340,0.800092,1.382671,700202.200896
141.287550,0.004386,2.027417,1.175324,333906.914304
144.821080,3.139694,5.045888,1.305579,822238.296480
140.803345,0.002826,0.170649,1.450065,710262.792288
141.590143,0.002940,3.812891,1.426737,1526591.893825
140.815326,3.138146,2.420747,1.858099,1471389.541057
145.229201,3.140349,0.026247,1.167523,229112.203968
140.185563,3.137100,5.744411,1.222522,761425.948512
140.366621,3.137298,1.312933,1.192758,536315.541120
143.593013,3.137907,4.145171,1.293422,863041.661568
140.193780,0.004161,5.534176,1.245204,597576.688704
143.516252,0.005280,2.434903,1.429897,1249084.131265
143.871685,0.006307,0.560213,1.143789,338656.710240
140.192496,3.133831,6.072880,1.194320,538447.339296
140.183439,0.008156,1.126870,1.243028,600718.286016
140.043024,0.004854,4.873098,1.171687,454596.611040
141.504184,0.004270,4.955690,1.210096,444274.219872
140.204222,3.138074,0.709560,1.379304,750205.958112
140.524522,0.003033,0.568791,1.305908,1845090.021313
141.894498,0.002838,1.290667,1.215178,339741.309312
142.040030,3.136717,4.671727,1.302998,1533660.487777
140.011923,0.001034,5.692064,1.290186,713553.989472
141.974129,3.138231,5.017888,1.239106,962151.576768
141.419911,3.138005,2.507247,1.279059,544206.934368
141.182610,0.002152,1.107973,1.393015,1488144.726721
143.975872,3.137897,2.177550,1.331616,1225260.351649
143.067077,3.137694,3.837475,1.481460,1133630.430049
143.124136,3.137841,0.846913,1.138408,441394.422336
144.579231,3.138197,2.356253,1.475736,849652.473024
144.288741,0.000118,4.172431,1.394174,2770888.829183
143.508023,3.138689,1.387043,1.349490,1541103.081409
142.205867,0.002911,4.407096,1.409310,1204391.169505
141.076528,3.140337,5.637696,1.481456,1629067.806145
