140.682226,0.004123,3.809871,1.309351,600568.686144
141.439855,3.136594,0.037491,1.309951,697846.002912
141.447040,3.137954,3.051228,1.332781,653826.240576
142.817221,3.138982,2.659228,2.071802,1880844.390721
142.314715,3.140045,6.017835,1.273296,690179.009472
140.622357,3.139429,4.446505,1.256555,1190403.581473
144.073359,3.140192,3.920031,1.305545,1002618.342144
140.976755,3.133837,1.778070,1.092248,263744.574336
140.342707,3.137789,2.985741,1.175455,415700.644320
141.050789,0.001956,3.085050,1.234653,485900.384256
142.529549,0.002546,5.602355,1.344721,681315.217056
140.315204,3.139936,4.891023,1.490505,1813487.048353
143.808727,3.141012,4.413976,1.346906,1414092.790081
142.339911,3.135643,6.218451,1.203954,468584.199072
143.607850,3.138854,5.153490,1.602324,1512005.906305
140.787185,0.002571,3.946575,1.332439,555426.924768
141.190091,3.139238,1.548812,1.135582,189543.037824
141.190123,3.139091,4.422109,1.265506,1079849.276065
140.431933,3.137021,6.211654,1.294220,943339.392864
141.399700,0.007273,0.300217,1.273004,427070.234592
140.030758,3.137771,2.656186,1.359601,1052285.499649
142.638977,0.001553,2.882739,1.597622,3068517.774526
144.905545,3.140419,4.277967,1.544635,1013015.533248
140.524816,0.005934,1.935014,1.450930,977448.163680
140.340278,0.003912,0.466450,1.218869,604981.882368
140.246997,3.136524,2.399812,1.302960,2061037.436544
142.434317,0.004341,0.298205,1.331366,1195564.777057
140.555458,3.137135,1.161757,1.364246,1381180.818241
140.130730,3.140969,1.110425,1.485410,1691488.352737
141.311819,0.001850,1.978152,1.667208,1359975.036385
143.863798,0.003770,6.262302,1.370613,1958636.324160
146.093445,3.138497,3.909328,1.584131,2862032.551198
140.342404,3.139800,3.397590,1.169898,413307.046368
140.958814,3.134900,0.705776,1.142261,355075.296192
140.019942,3.139373,3.840060,1.438247,1630638.604801
142.896380,3.139849,0.715538,1.214344,346435.903584
140.638773,0.003385,3.379733,1.324475,730533.574944
140.816577,3.137274,4.171181,1.136003,179445.046464
140.403869,3.139520,1.817280,1.296180,767896.142976
140.614690,3.137790,5.444136,1.120723,261762.376032
141.510402,0.003791,1.024813,1.239469,349839.300672
140.996918,3.140628,0.001660,1.216480,574276.508640
141.864698,0.003275,4.120060,1.302255,753646.755168
141.553209,3.141208,3.072522,1.137252,390904.465536
140.157873,3.140876,0.113385,1.312011,933428.401344
141.954688,3.139627,0.847999,1.524251,1298938.288609
141.177168,3.138828,5.827452,1.136995,220248.411552
142.154651,0.004255,2.545249,1.232319,722567.381760
141.323934,3.137588,2.996845,1.330233,714638.588544
140.723747,0.005117,2.209026,1.281208,919403.413344
140.679555,0.002464,2.066654,1.334737,705176.396640
141.214924,3.136558,1.139434,1.156458,715984.987392
140.158416,3.135387,6.066593,1.305768,665719.430400
141.973143,3.138758,5.453803,1.185077,438140.625120
142.655859,0.002963,5.751518,1.261552,665532.430560
141.820418,0.005461,2.318627,1.272388,611302.476960
140.914049,3.138483,6.219210,1.177968,547198.931808
142.568641,3.138402,1.884474,1.274287,486685.783584
142.053767,3.140101,6.226076,1.277561,699267.201696
140.345310,3.136093,5.142731,1.573819,1417196.987425
140.425201,3.134285,1.381648,1.334424,581345.102592
143.194926,0.001123,3.051160,1.067652,131161.687776
140.216110,0.001363,4.589560,1.347321,1306493.082145
140.305079,3.137775,4.279216,1.140762,794524.920192
142.874172,3.138593,0.490105,1.270252,961814.977056
143.440261,0.002033,2.888794,1.291745,828409.291200
140.688811,3.135634,3.087147,1.319527,1244708.335009
140.902974,0.005901,3.510091,1.189478,670506.626304
144.009242,0.000748,3.594684,1.357026,1321378.269409
140.970931,3.136556,2.269260,1.178382,361844.690400
140.699879,3.140369,5.702979,1.585690,2652480.530495
142.368008,0.004976,3.202172,1.250928,1065038.888737
145.033373,3.137267,2.980170,1.254361,372728.081088
142.607673,0.002039,6.221451,1.430301,801069.914592
141.366347,3.137379,3.859588,1.296595,1653714.385057
143.038977,3.138773,4.586172,1.201656,377178.677280
141.111873,0.004697,4.186773,1.317303,604458.282816
142.860225,3.136355,1.894382,1.172162,405041.653440
141.965302,3.139293,5.008019,1.286390,649600.044192
141.567385,0.007084,3.048458,1.340496,480813.988608
145.568487,0.002223,1.723333,1.365762,1152255.614113
142.746911,3.139860,3.539324,1.238185,529097.347296
140.384475,3.136970,0.933038,1.265704,623607.066432
144.069982,0.003909,6.072601,1.474055,1514885.703841
145.470627,3.138754,2.090027,1.370672,769878.341280
146.367528,0.000680,3.260569,1.363033,2293440.837696
143.346832,0.001360,4.879614,1.519407,1963947.119616
140.706200,3.133670,4.783951,1.291842,554828.525280
140.369007,3.136213,2.396155,1.360012,2753984.043647
143.510765,3.139561,2.102192,1.329993,1566497.659681
143.072673,3.139500,2.825143,1.297608,1595931.434497
140.190734,0.003500,4.046745,1.495186,1901414.373121
140.309781,0.002793,4.791054,1.501520,1076782.478689
140.578137,0.004007,3.545383,1.184501,474268.994208
143.079871,3.137179,3.776163,1.234646,424452.236832
140.413677,3.139126,4.928388,1.246129,509911.163712
142.328869,3.138186,0.763760,1.303618,644700.648384
140.704424,3.130903,4.453648,1.174581,609320.278656
141.232143,0.005518,1.365810,1.207663,1042000.508449
141.219940,3.140145,3.992330,1.414070,1653938.784865
141.099379,3.138104,0.120276,1.220051,548994.130272
141.789663,0.004701,0.192960,1.765721,1619231.614561
142.855431,3.137207,5.014554,1.142200,292542.549696
140.883899,0.008940,1.070831,1.513318,1181277.989281
140.513382,3.140405,2.015927,1.213779,654798.639744
140.657172,0.002835,5.499029,1.482917,1143242.221825
141.422523,0.005039,3.508918,1.236859,579101.104512
142.417089,0.003462,0.361609,1.225095,1156481.810497
141.075778,0.006042,0.301752,1.846979,3106216.942270
141.781687,3.141127,5.301145,1.249534,961814.977056
142.159506,0.003189,4.698129,1.146533,364911.487776
140.372350,3.137142,5.604233,1.439781,1161605.606113
142.128586,3.138460,2.629004,1.105399,288316.353312
140.150612,3.139836,6.043311,1.174702,426359.635200
144.549850,0.000620,1.470420,1.532784,3220025.044893
140.939826,3.135465,3.486133,1.295432,1239921.139105
140.431127,0.005130,3.059890,1.408067,965667.173760
141.361845,3.139736,6.108203,1.615860,1964882.118816
142.269922,3.138752,1.830866,1.216715,1015558.731072
145.450173,0.001254,6.122464,1.200423,484591.385376
141.462887,3.141282,2.587473,1.145918,441431.822304
141.267046,3.134666,0.912318,1.255109,777208.735008
140.233105,3.131720,5.617013,1.355177,627721.062912
145.404550,3.140660,4.835084,1.854396,2039756.854752
142.179262,3.140727,0.553638,1.333665,893036.435904
142.747553,0.003722,5.108153,1.840096,2630601.549215
145.000843,3.140996,3.401027,1.828411,4581496.079994
141.485868,3.139261,5.911674,1.146994,261463.176288
