# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
# First line contains initial point of trajectory:
0.000000,0.000000,0.000000,0.000000,0.000000141.134922,0.004932,4.615573,1.252067,590956.894368
141.286434,3.137553,0.103028,1.597396,1778966.877889
140.843368,0.002521,3.900175,1.522528,734722.371360
140.477386,0.000589,3.547509,1.377241,986424.156000
145.027039,3.138736,5.726103,1.172924,300733.142688
141.978812,0.005415,0.713310,1.390792,441020.422656
140.077067,3.139403,2.468056,1.337752,458336.607840
140.499873,3.133948,1.458162,1.209293,335215.913184
143.297929,3.139409,4.439510,1.274959,584748.499680
141.552058,0.005688,0.696194,1.714960,2155696.755552
143.178591,3.136696,4.958982,1.241002,479130.990048
141.256677,0.004878,4.245788,1.251496,482197.787424
140.467027,3.132991,4.829044,1.439843,982758.959136
141.992842,3.136111,5.500606,1.228133,334879.313472
142.723664,0.004647,4.385273,1.314124,785698.527744
143.882172,3.137942,0.674784,1.378797,1427182.778881
140.937573,0.000543,0.043733,1.211552,537474.940128
143.087612,0.003439,0.472551,1.655541,1400217.401953
140.898048,0.003655,2.150893,1.324726,902835.227520
142.569825,0.003998,4.554540,1.471211,991323.551808
140.073527,3.132057,3.638753,1.404641,866931.258240
142.739658,0.002689,1.890023,1.526883,1145074.820257
140.841236,3.139851,3.049909,1.371981,717555.786048
140.579633,3.140917,0.866772,1.256722,407472.651360
140.528296,3.136126,1.238829,1.197969,518176.556640
140.940110,3.138449,5.594712,1.410576,571845.510720
142.608122,3.139843,0.727641,1.312111,500748.171552
140.402431,0.003907,0.919121,1.333410,876543.050016
142.211339,0.003011,5.057991,1.286872,1087104.869857
141.657023,3.135006,1.406294,1.616403,1151806.814497
142.670055,0.002970,5.393960,1.240558,403657.854624
140.422911,3.135718,1.088554,1.276411,470828.197152
141.498729,3.135809,1.810715,1.298292,819695.098656
144.300101,3.139642,2.645935,1.305675,458523.607680
140.095546,0.008566,0.410085,1.423730,1332934.859521
140.701855,3.129480,3.723175,1.497368,652629.441600
140.396037,0.005623,3.332451,1.605643,1186700.984641
141.225264,3.137012,4.072422,1.648738,4138755.258811
142.532250,0.010788,4.124002,1.655053,1971913.312800
142.515376,3.135086,4.116146,1.314241,1051275.700513
142.250868,3.138600,3.972167,1.306208,725035.779648
142.462226,0.004303,1.326519,1.351536,1253198.127745
141.133823,3.136083,5.359358,1.698243,1925163.352801
146.214744,3.139609,0.261400,1.361640,756526.552704
140.134273,0.006136,1.820236,1.178986,475353.593280
141.497509,0.002281,4.950367,1.273779,523300.352256
144.174122,0.004175,3.458827,1.289573,444835.219392
143.644277,3.139274,3.160737,1.456069,845688.076416
140.458995,0.007442,2.910456,1.202953,439412.224032
140.025803,0.005487,5.994581,1.262625,373064.680800
143.829361,0.002473,5.796856,1.440814,1212843.562273
140.732378,0.002688,1.869306,1.266182,611975.676384
142.065936,0.003703,2.216101,1.350661,545216.733504
144.589533,3.139469,1.404430,1.274442,379048.675680
141.144578,3.135402,3.357001,1.650607,3061075.180894
141.664947,3.133263,1.704382,1.663446,1188346.583233
143.021414,0.001192,2.254363,1.327108,1866744.602785
143.029820,0.000261,5.168533,1.250007,305370.738720
141.967803,0.002373,5.329033,1.664583,3093239.153374
146.662527,0.002068,2.822035,1.483880,736442.769888
140.651520,3.135200,0.134581,1.223823,404368.454016
140.300049,3.138422,3.961530,1.253492,371830.481856
141.222913,3.133917,4.590218,1.298629,570947.911488
140.269607,3.136068,1.622904,1.154509,182848.443552
140.718466,0.000324,2.186582,1.445525,1111040.849377
143.063200,3.137232,2.406863,1.360463,889707.838752
140.497759,3.136643,1.854522,1.453183,822836.695968
141.941909,0.005356,4.378626,1.408165,2235994.486848
145.368939,0.003056,2.792660,1.422304,1206410.767777
144.642757,0.001821,4.664382,1.448888,703306.398240
140.023786,0.005157,2.674786,1.151936,213965.216928
142.784654,0.004116,1.460361,1.284254,529920.146592
143.617947,0.005496,1.602458,1.572377,1179407.990881
141.370199,0.001400,1.944545,1.392585,802790.313120
141.406567,0.002060,0.124845,1.437228,1000299.544128
143.270350,3.139362,3.237938,1.315457,268793.570016
140.570708,0.004262,3.332985,1.239698,574613.108352
140.033648,0.007930,1.193828,1.302512,1562346.263233
144.690738,0.003145,2.386263,1.213047,349353.101088
142.124298,0.003656,4.515101,1.607589,1577568.050209
141.678432,3.138980,2.561351,1.215792,350849.099808
143.535333,3.138505,1.622064,1.457708,886117.441824
140.175231,3.134206,2.906486,1.253160,639763.852608
140.429896,3.135417,3.312418,1.180873,273767.765760
140.862027,3.134414,0.502306,1.351467,812140.305120
143.854114,0.002611,5.293737,1.328232,679033.819008
147.307419,0.001194,5.965615,1.276639,618670.270656
141.057790,3.139085,4.690938,1.215230,506881.766304
140.264168,3.124066,2.964538,1.380101,920039.212800
143.570618,3.137698,0.457429,1.287555,473259.195072
140.281792,0.004635,0.712103,1.220702,633630.257856
141.827062,3.135924,5.159443,1.619512,3135127.117534
142.717273,3.138661,2.302531,1.286392,777320.934912
140.023346,3.138854,2.794174,1.314482,773019.938592
141.026009,3.137862,2.876215,1.365973,1195901.376769
140.338314,0.004414,1.302918,1.314937,547236.331776
141.429691,3.137093,4.182925,1.355828,813860.703648
142.942139,3.139757,3.260246,1.464649,964806.974496
141.474453,3.137455,2.703262,1.436101,1018849.928256
143.371668,0.000132,3.519216,1.603858,794936.319840
143.314990,0.003900,1.297348,1.795514,1230197.147425
141.750211,3.136696,2.936488,1.377014,537774.139872
145.408774,0.001096,0.311215,1.176558,300508.742880
141.649165,3.140111,4.280936,1.206406,251813.984544
141.235031,3.137848,0.004747,1.461368,998653.945536
140.739190,0.009976,0.292812,1.226316,255553.981344
141.872311,0.004373,1.221575,1.342291,1020383.326944
141.776759,3.140052,0.838756,1.679508,3103935.544222
142.665824,0.003009,0.129792,1.212016,411960.647520
142.294515,3.138741,4.433138,1.261898,442105.021728
142.609731,0.001968,2.485496,1.257492,213628.617216
144.583960,0.003441,5.790130,1.238949,500635.971648
142.003456,3.139430,1.054735,1.259580,655995.438720
140.031140,3.138358,1.284823,1.170701,239322.395232
144.958908,0.002113,1.526473,1.393619,1331326.660897
146.370124,0.001704,3.405221,1.482473,516082.158432
141.275314,3.139797,1.866117,1.546626,1374074.824321
143.159735,0.002665,0.676068,1.459768,829082.490624
140.545870,3.139736,4.932182,1.608307,1693059.151393
141.507851,0.005360,0.193182,1.256023,750318.158016
143.646065,0.002040,5.222971,1.328892,1529509.091329
142.253494,3.138641,5.627954,1.392158,873513.652608
143.189060,0.002100,0.113969,1.385991,718902.184896
142.070350,3.136434,4.802125,1.296532,638716.653504
