# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 7.8, s = 0.0 s
299.105178,0.003845,2.664750,8.168825,275637.764160
142.427329,3.139291,0.035792,8.193592,208317.821760
174.960489,0.006985,3.150670,8.233164,606627.480960
147.854847,0.037778,4.704839,7.940272,56847.951360
144.866416,3.129059,2.287777,8.052057,87141.925440
159.034072,0.000599,4.252369,8.201237,161941.861440
331.283291,3.126178,3.903431,8.201366,252823.783680
197.112691,3.133049,4.198935,8.012067,99109.915200
151.732469,3.136155,1.805270,8.101229,183633.842880
255.102197,3.132199,4.095916,8.056827,113695.902720
190.561720,0.005606,1.661647,8.049462,71433.938880
382.707312,3.134346,3.331289,8.155013,86393.926080
179.286654,0.009995,4.577643,8.035133,155957.866560
221.493613,0.870851,3.590708,8.020873,77791.933440
209.439637,3.134326,0.381958,7.943819,78539.932800
140.471367,3.135833,6.155301,8.034210,72181.938240
285.969918,3.130844,4.587596,8.117378,113321.903040
232.526582,3.131079,1.087018,8.361406,487321.583040
195.616369,0.007045,0.325657,8.083350,217293.814080
140.941546,3.137985,3.658104,8.020827,72929.937600
147.978766,0.114277,1.209354,8.029930,94247.919360
219.560603,0.008871,1.904414,8.201516,177275.848320
248.420774,0.003181,2.846732,8.005043,48619.958400
307.129933,0.011977,2.830222,7.997139,90507.922560
142.753784,2.814969,2.964683,8.029216,86767.925760
150.724903,3.141125,5.684607,7.948256,30293.974080
145.196273,3.135736,1.674600,8.024168,87515.925120
189.578627,3.138817,1.284148,8.076493,120427.896960
198.138856,0.021662,2.782371,8.111124,121549.896000
155.304778,0.007063,2.578240,7.999270,98361.915840
286.227035,3.134935,2.342540,8.173004,165681.858240
210.336425,3.133794,5.689513,8.104790,197471.831040
314.151834,0.005529,3.317766,8.236969,271897.767360
260.773122,0.004051,3.775154,8.267562,254319.782400
256.372449,3.138704,5.066593,8.035246,104345.910720
232.666279,3.130854,0.588325,7.996399,46749.960000
174.062241,0.005601,5.534792,7.926765,63579.945600
254.530166,3.135287,3.111351,8.227131,346697.703360
168.152974,3.141559,6.241652,8.325851,163437.860160
245.582756,3.133189,2.730058,8.051180,146233.874880
201.458012,3.132399,3.663211,8.235796,288727.752960
197.885097,0.007749,1.872376,8.002965,45627.960960
163.402171,0.006425,3.852143,8.086496,130899.888000
169.953350,0.010479,1.258673,8.045733,54229.953600
409.708123,3.133500,3.492059,8.200482,231505.801920
143.147554,3.140545,2.275244,8.026781,133517.885760
198.027358,0.005846,0.722806,8.157224,192609.835200
146.003911,3.113736,5.097638,8.032872,85271.927040
173.706269,3.136949,5.255006,7.960126,89385.923520
418.348303,0.009054,0.081813,8.128686,420749.640000
189.026992,0.019562,3.161169,8.297733,308175.736320
145.475098,0.001725,3.581984,8.113544,63953.945280
289.744466,0.003917,5.400836,8.193490,296207.746560
315.687739,0.005438,4.229407,8.021567,49367.957760
242.252553,3.135247,1.860361,8.076145,89011.923840
158.581632,3.105915,5.392838,8.244014,387089.668800
389.624505,0.006456,5.624527,7.978523,100979.913600
146.631642,0.018462,2.231058,8.297442,357169.694400
177.393450,3.132527,4.750710,8.152701,94247.919360
