# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 1.0, s = 0.0 s
196.978285,3.127176,1.729951,1.449723,632807.458560
145.898817,0.009844,4.869669,1.220019,639913.452480
178.062619,3.137492,0.975283,1.456107,1232328.945600
140.146925,0.004671,0.486199,1.252966,509387.564160
155.795415,3.138373,4.997355,1.254984,1037101.112640
164.527792,3.140480,2.433371,1.345837,924153.209280
177.842879,3.109058,5.087292,1.160086,272271.767040
171.518724,0.003604,1.757510,1.340569,1910390.365440
151.805100,0.002081,4.051539,1.241110,1488518.726400
142.332715,0.009648,1.025678,1.180006,347445.702720
153.990067,0.001558,4.790363,1.383553,1328446.863360
158.234720,3.140564,2.793809,1.392641,1050191.101440
193.979673,3.139164,3.508134,1.393422,1936196.343360
168.895203,0.005375,1.967566,1.268344,626823.463680
155.987303,0.002773,4.100590,1.795554,2146758.163200
151.651891,3.137740,5.327578,1.672170,1978832.306880
141.907002,0.003130,3.490537,1.201036,532949.544000
183.860727,0.003892,0.896142,1.496127,1542000.680640
143.464608,0.010246,4.028486,1.457749,1132845.030720
155.571200,3.137094,1.323068,1.352871,1213254.961920
142.765710,3.132854,2.286718,1.270958,929389.204800
141.207893,3.140826,0.701874,1.047931,120053.897280
140.011975,3.133089,4.183765,1.316604,457027.608960
157.327082,0.005050,6.179286,1.377270,1048321.103040
144.208010,0.007312,1.616346,1.192958,596903.489280
140.085536,0.190359,3.275374,1.241160,2699155.690560
153.191870,0.000549,5.431594,1.429386,602887.484160
174.662629,3.099471,3.910494,1.598058,1552846.671360
162.745225,3.136080,5.810493,1.302333,1238312.940480
183.037314,0.042740,5.398777,1.304746,399431.658240
152.297666,0.005528,5.236983,1.233036,795871.319040
171.292825,0.003408,2.407822,1.233285,377365.677120
154.725510,0.001665,1.854700,1.717610,1380058.819200
142.852689,0.004415,1.745479,1.621814,890119.238400
170.552754,3.138198,5.773888,2.028179,4603936.060799
141.199361,0.002676,5.267734,1.274634,854589.268800
145.489252,0.000470,1.077405,1.129449,261799.776000
141.044483,3.122058,5.348139,1.348998,1089087.068160
140.738000,3.118225,5.280151,1.429497,966041.173440
167.534738,3.138407,5.359399,1.236712,557259.523200
150.547369,0.002242,4.184741,1.200996,590171.495040
156.861996,0.008438,3.365465,1.090107,184755.841920
180.858620,3.138507,2.407869,1.461650,973147.167360
151.095392,0.008617,5.290390,1.162790,1049069.102400
163.131477,0.009815,4.115474,1.384244,893859.235200
156.961348,0.006662,4.542543,1.443122,847483.274880
181.107316,3.079349,4.744143,1.238732,1329942.862080
153.547395,3.132803,1.530112,1.388734,969033.170880
144.374515,3.141544,0.090405,1.172893,455905.609920
174.695506,0.005439,6.127134,1.079953,189617.837760
174.478108,3.136307,2.073700,1.559538,8495776.730882
149.142487,3.141131,6.197975,1.294287,776797.335360
146.245729,0.005910,0.645083,1.174536,550901.528640
142.276124,3.132109,1.303407,1.483225,1724138.524800
159.555877,3.134218,3.082512,1.239511,525469.550400
142.193142,3.131748,5.464897,1.259079,663101.432640
190.244203,3.138802,4.114046,1.357054,811953.305280
141.211476,0.017455,0.331227,1.273004,594659.491200
168.519674,0.002567,2.878899,1.197843,257311.779840
157.138156,3.135705,5.857825,1.358214,684045.414720
146.659794,0.000047,2.889321,1.244353,611115.477120
158.457613,0.002888,4.303800,1.326525,842621.279040
145.125719,3.141113,1.816201,1.114828,247213.788480
140.812587,0.013592,5.923502,1.471404,691151.408640
152.418837,3.137173,2.032308,1.145667,260677.776960
178.205753,0.003403,5.401374,1.445094,965667.173760
161.952181,3.138082,4.251783,1.621652,1132097.031360
163.872627,0.003542,5.639131,1.469206,1844940.421440
148.828446,3.139837,1.961646,1.335640,1431296.775360
172.045832,3.137229,5.176211,1.490561,1271972.911680
171.667631,0.000006,3.671395,1.324194,466751.600640
175.218746,3.137436,2.332022,1.514864,1610068.622400
158.449680,3.135322,1.749735,1.424895,1244296.935360
168.713433,3.137149,3.070530,1.154123,487695.582720
143.898142,0.006519,5.013195,1.231656,445059.619200
155.256619,3.136993,5.123473,1.286227,681801.416640
172.449101,3.137210,0.819045,1.267919,990725.152320
149.988885,3.132579,4.583102,1.194562,932381.202240
145.698680,0.005262,0.402214,1.409459,934999.200000
142.816898,3.130236,1.598319,1.521957,1359862.836480
187.537609,0.003830,0.494542,1.378187,1441020.767040
151.592232,3.135330,2.293956,1.132681,318647.727360
140.260668,3.135668,1.243504,1.159833,407659.651200
151.513374,0.004947,2.819179,1.246428,598025.488320
177.319317,3.134502,0.115228,1.495269,2322538.012800
152.932082,3.125917,1.404590,1.278683,425237.636160
144.790718,3.140619,5.752250,1.246700,1016157.130560
153.844250,0.001345,1.416170,1.251837,696761.403840
153.685014,0.002439,0.294397,1.346450,767073.343680
157.651632,3.141159,1.168014,1.156662,562121.519040
140.071789,2.747171,3.004789,1.451000,1201660.971840
145.171816,0.011742,0.404199,1.407784,1349016.845760
142.303803,3.137130,6.269258,1.190327,360161.691840
141.678312,3.135987,3.188630,1.311488,1169122.999680
163.491061,3.138552,1.630111,1.931596,1471688.740800
156.082538,3.138168,2.011588,1.365145,653377.440960
163.331862,3.141085,2.788021,1.191298,428229.633600
147.310973,3.137253,1.509992,1.278446,664971.431040
170.770384,3.138504,1.825608,1.296751,1256264.925120
141.674300,3.129202,2.912935,1.358601,676565.421120
144.426952,0.002133,0.337560,1.474283,1578652.649280
140.908400,3.140979,5.452563,1.498475,1077493.078080
172.325487,0.008081,3.177510,1.259831,927893.206080
141.353633,3.135538,0.171334,1.252586,710599.392000
163.442821,0.006180,6.228798,1.428794,1139951.024640
144.663586,3.139739,3.010644,1.317536,607001.480640
148.237907,0.007104,6.170271,1.187740,690403.409280
165.192726,0.001824,4.204697,1.531788,1026629.121600
175.355531,3.138145,0.136101,1.586830,1551350.672640
184.404048,0.004370,6.241026,1.408638,957439.180800
150.294176,3.140649,3.676679,1.648764,818311.299840
154.615546,3.139781,3.565918,1.209177,480215.589120
153.380828,3.138753,0.858920,1.563485,1159399.008000
143.407221,3.133904,1.720712,1.347282,1010173.135680
140.424473,0.013531,3.833903,1.596701,1331438.860800
146.922166,0.001980,1.340306,1.305551,1158277.008960
141.281195,3.127600,4.039992,1.293388,896103.233280
171.995354,3.138185,1.605677,1.157162,489565.581120
168.097429,3.139845,2.939242,1.356588,1207270.967040
146.542855,0.001597,5.426298,1.643950,1508340.709440
156.942535,0.005101,0.821701,1.389711,2037176.256960
141.610646,0.001420,0.248642,1.514858,7745533.372801
147.251222,0.003418,1.301930,1.419081,1879722.391680
148.737637,3.138302,1.174370,1.318471,655621.439040
148.604106,3.139176,3.133314,1.260920,876281.250240
140.561268,3.141393,3.640611,1.195026,595407.490560
150.647596,3.139993,1.416631,1.291605,339217.709760
148.217965,0.009442,1.506054,1.367194,923779.209600
167.603649,0.002175,3.604875,1.242222,707233.394880
154.121789,0.001727,3.248883,1.417600,1216246.959360
141.305380,3.131074,2.886560,1.345210,634303.457280
171.444984,3.139625,5.717496,1.253932,450295.614720
144.135786,0.001885,0.685795,1.353034,1776124.480320
150.397890,0.000268,2.187617,1.260747,1832224.432320
166.847774,0.001046,5.516636,1.141296,305557.738560
145.384997,0.010458,1.419957,1.188914,492557.578560
165.396324,0.001339,5.438234,1.623110,2246616.077760
143.558029,3.141584,5.783488,1.361601,979505.161920
145.871849,0.006942,1.790162,1.247909,354551.696640
140.518194,3.131127,5.850796,1.408965,955195.182720
149.636514,0.002433,2.050503,1.147906,274889.764800
144.351016,0.008085,0.220293,1.324050,1267858.915200
147.054439,3.140025,4.737322,1.218728,369137.684160
143.805771,3.136951,4.471637,1.193168,414765.645120
144.225518,3.140745,0.650929,1.515055,1317226.872960
183.717307,0.000400,1.429558,1.434151,1346024.848320
153.058036,0.001422,4.688133,1.229857,746877.360960
143.956474,0.002092,5.882411,1.441166,1163887.004160
155.820495,0.002143,4.687807,1.202815,665345.430720
185.214032,3.132742,3.366405,1.191767,646271.447040
172.686541,0.003021,3.155080,1.468414,1099933.058880
153.597109,3.140137,0.835373,1.372129,997457.146560
162.168065,0.000264,1.090076,1.506480,982123.159680
176.344033,0.004144,3.774537,1.119177,235619.798400
143.815522,0.004575,5.790516,1.417626,1190814.981120
144.286729,3.133349,1.523320,1.609548,4125964.469760
141.270634,3.136811,1.685875,1.210683,455157.610560
143.583757,0.007226,5.898587,1.268914,1084225.072320
168.872928,0.001136,3.102607,1.247414,1018401.128640
154.834724,0.000307,4.585495,1.140778,261425.776320
156.147829,0.002464,0.413524,1.466862,1542000.680640
162.646161,0.002397,1.966410,1.579826,1219238.956800
151.947252,3.138049,1.847055,1.352928,890867.237760
159.618730,3.139597,1.345402,1.260389,1123869.038400
151.007255,0.002963,3.275059,1.362397,1360610.835840
145.544985,3.138049,6.081029,1.149392,384845.670720
166.325871,3.138452,1.211685,1.357793,946967.189760
156.046915,0.008629,3.650677,1.319674,5141747.600639
140.297730,3.136805,0.404324,1.350392,710225.392320
146.771221,3.136690,3.122995,1.331117,1225596.951360
146.780842,3.132683,4.840305,1.195010,464881.602240
140.426669,3.139326,2.691650,1.340114,648515.445120
146.033903,3.135388,0.497070,1.330943,1080859.075200
152.179312,0.001333,0.875176,1.363008,1015409.131200
177.007035,3.140855,3.507079,1.203597,409903.649280
176.950551,0.002097,4.966804,1.499758,2316928.017600
141.535800,0.005509,5.580688,1.151706,383349.672000
161.170254,3.140521,3.505681,1.117326,358291.693440
141.656770,0.010883,1.478366,1.308756,870671.255040
140.026605,3.137567,3.073573,1.234069,814197.303360
151.299186,3.137519,3.846130,1.283491,559129.521600
179.840058,0.002767,0.038302,1.233432,473857.594560
140.634149,3.136598,1.938681,1.209657,824669.294400
142.267711,3.137897,3.421903,1.545312,3862294.695360
146.225983,3.126898,1.319066,1.325434,559129.521600
187.989356,3.137793,0.607250,1.294408,949585.187520
141.412296,0.014393,5.034957,1.340090,708355.393920
156.639514,3.134526,5.308643,1.122209,443937.620160
155.040721,0.000020,3.683568,1.921870,3082879.362240
144.683941,3.133340,5.304518,1.376083,945471.191040
171.913679,3.105865,5.858069,1.386985,668337.428160
163.408095,0.002681,2.806903,1.244738,1137707.026560
147.398062,3.135339,4.487948,1.415569,2118334.187520
140.990870,0.005541,3.576053,1.125441,375121.679040
175.315759,3.137370,3.793234,1.614686,1620166.613760
145.753636,3.140116,3.455823,1.301669,464881.602240
149.730678,0.006977,4.239738,1.208826,351559.699200
163.352271,3.136022,5.760385,1.298350,1687112.556480
153.468657,0.000058,1.826520,1.533814,1525170.695040
140.213373,3.140095,3.492142,1.189212,588675.496320
172.179718,0.002095,5.411897,1.370852,795871.319040
162.213326,0.006079,2.855056,1.404712,1020271.127040
166.666576,0.001369,5.402256,1.432139,942853.193280
145.079583,3.134425,0.510882,1.327391,706111.395840
143.744154,0.008637,5.169777,1.309121,457401.608640
185.341760,3.139914,4.606802,1.191614,323509.723200
173.331602,0.002025,5.565859,1.200649,585683.498880
146.976964,0.002399,2.614651,1.325592,690029.409600
153.593368,3.136422,2.745127,1.460684,641783.450880
167.675002,3.135823,0.775196,1.423556,1175480.994240
147.892330,3.129792,0.573100,1.175122,300321.743040
145.709116,3.138142,5.273219,1.325893,668337.428160
177.452845,3.140954,2.673211,1.260194,671703.425280
144.425067,3.128268,2.002678,1.311318,828783.290880
173.407437,3.138721,0.734809,1.816542,2521879.842240
175.069581,0.005128,1.157908,1.272265,485825.584320
163.719420,0.003133,0.722987,1.264497,390455.665920
175.864783,0.009846,1.495611,1.193669,291345.750720
144.479970,0.001367,5.075087,1.626003,2753011.644480
143.379681,0.009531,1.014131,1.552818,1175106.994560
140.826937,3.130140,6.091156,1.336652,834767.285760
169.535323,3.141259,5.876407,1.256549,497793.574080
159.879489,0.001676,2.740807,1.252862,897225.232320
185.908985,3.139793,4.534828,1.754651,1860274.408320
197.585883,3.133660,3.776054,1.543873,1950034.331520
213.568712,0.009054,5.483867,1.727433,1113397.047360
140.273587,3.134084,4.832416,1.268994,1282070.903040
167.273591,0.002644,1.763533,1.350904,896851.232640
140.540273,0.007160,0.120799,1.173433,381105.673920
186.420381,0.004714,1.626310,1.360687,2480739.877440
199.871197,3.135837,1.487560,1.544665,986985.155520
153.721429,0.003013,0.315352,1.325873,656369.438400
144.467117,0.004434,3.115015,1.114968,226643.806080
148.998648,3.137903,1.112452,1.216002,640661.451840
178.980558,0.002940,2.601944,1.292927,1686364.557120
158.245722,0.004468,0.822998,1.350434,500785.571520
202.862782,0.009459,4.494005,1.447580,2419777.929600
150.007632,3.135039,5.161819,1.536357,1394644.806720
150.695585,3.136838,0.165755,1.576509,1691974.552320
159.699287,0.004085,4.067060,1.488640,840003.281280
144.862992,3.138877,4.233369,1.162205,366145.686720
144.174550,3.138593,3.982054,1.569354,1679258.563200
146.757564,3.137124,4.843334,1.351813,1226344.950720
143.725570,0.004886,5.552567,1.376166,1354626.840960
152.408267,3.120289,1.558641,1.379365,834393.286080
154.436227,0.008675,2.892496,1.289778,560999.520000
187.219507,0.007587,0.842364,1.381071,766699.344000
145.147320,0.008714,3.437452,1.343296,881143.246080
161.258420,0.000779,4.502388,1.197265,339965.709120
154.678991,3.140251,0.518826,1.204519,440197.623360
166.483411,0.007889,3.909542,1.417341,1520682.698880
158.011794,0.004347,0.475520,1.297479,908819.222400
156.148315,3.140042,3.124029,1.649219,1485526.728960
162.556776,0.001761,1.192264,1.257505,884883.242880
142.064181,0.004857,1.781664,1.252520,577829.505600
141.835377,3.132738,1.590240,1.178755,450295.614720
152.403378,3.136647,6.056964,1.154977,354551.696640
145.532247,3.137315,3.150675,1.111116,294711.747840
143.964494,0.004349,0.439912,1.179252,408781.650240
143.656876,3.138620,0.614805,1.170744,389333.666880
154.333171,3.136534,5.275433,1.127279,331737.716160
147.893235,0.004321,3.380579,1.601341,2569377.801600
163.372863,3.140369,1.072830,1.163662,340713.708480
149.189072,3.133503,1.809333,1.576014,4224700.385280
145.548975,0.007132,3.801588,1.391314,1465704.745920
147.159207,3.139610,3.303238,1.215223,1242426.936960
168.176304,3.136158,5.049440,1.211284,260677.776960
164.615543,0.002256,0.359147,1.260603,757349.352000
158.700863,3.134182,6.216812,1.419038,1101055.057920
144.416734,3.125635,4.131410,1.298035,631311.459840
157.731889,0.000401,3.886399,1.151268,478719.590400
182.513323,0.003753,2.410854,1.127821,239733.794880
170.946097,3.134650,4.351305,1.115245,322013.724480
147.214258,3.136755,5.764185,1.507697,1264492.918080
156.653221,3.141170,4.737127,1.737453,1214002.961280
149.780155,3.134136,2.623843,1.281047,683671.415040
145.674486,3.134711,4.223747,1.441748,825791.293440
172.953551,0.004569,0.791355,1.203798,807091.309440
149.238709,0.000513,3.135344,1.436349,1076745.078720
140.858749,0.000394,6.169504,1.459866,1296656.890560
186.008700,0.001934,0.880328,1.245802,429725.632320
168.025631,3.133925,0.972568,1.661246,1335926.856960
142.143533,0.000470,4.173775,1.303981,1677014.565120
168.956961,0.007087,5.075798,1.267380,1098063.060480
144.338649,3.140235,3.536605,1.186727,717705.385920
140.056352,3.126299,2.490024,1.372220,2508789.853440
142.657408,0.000359,4.520588,1.377248,633929.457600
195.024251,0.009892,2.484453,1.622356,2419029.930240
153.740460,0.006731,0.702444,1.200130,735657.370560
145.891725,3.134450,1.698469,1.229571,412895.646720
155.241094,3.140783,4.082123,1.383587,1074127.080960
160.656179,3.138834,4.259193,1.353967,967163.172480
157.101842,0.006131,3.111867,1.682200,1757798.496000
174.193403,0.000216,3.669299,1.540785,927519.206400
178.579379,0.004097,2.804892,1.440782,970903.169280
140.896409,0.009644,3.924695,1.383440,1382676.816960
147.523983,0.003796,1.848535,1.149916,262921.775040
141.572117,3.141329,0.373886,1.351349,637295.454720
145.332243,0.001340,4.512969,1.366814,558007.522560
152.603579,3.135563,5.553597,1.284382,1403620.799040
150.972576,3.134236,5.580672,1.477834,1460094.750720
164.898475,0.006207,2.560006,1.194874,666093.430080
156.395169,3.140784,6.043492,1.285540,1301144.886720
151.274131,3.135346,4.317880,1.442601,799237.316160
149.258612,0.008572,1.056261,1.452263,749121.359040
183.565533,0.002585,0.062271,1.559536,3205177.257600
182.479435,0.004543,3.537951,1.315842,1108535.051520
152.521617,3.132183,4.483596,1.192749,412147.647360
141.145032,0.008342,3.077246,1.131168,544543.534080
160.889391,3.133400,4.649726,1.289029,1033735.115520
