# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 0.0329, s = 0.0 s
141.336049,3.124046,5.483347,0.710058,32141158.499537
140.109022,2.173332,4.326100,0.102786,22483738.762542
141.778101,3.135363,1.271968,0.517228,39197784.461811
142.448254,3.129454,5.959831,0.464193,22742546.541101
140.470474,3.134029,4.737751,0.476589,11912263.807686
144.041920,0.000790,4.850658,0.539166,28376851.720319
141.016775,0.000972,1.050768,0.803149,18823403.894390
144.771181,0.003198,4.628221,0.469228,20272278.654707
142.130685,3.131317,5.079716,0.277613,15348198.867838
143.549615,0.007071,2.239834,0.487281,28368997.727039
148.166516,0.005500,3.988638,1.480508,24191795.301099
152.497260,3.137933,6.178614,1.236296,66512103.091381
142.025264,3.137589,0.266724,0.572867,19700807.143668
140.021200,0.403284,5.255524,0.221847,22318056.904302
145.595449,0.013012,4.878970,0.936994,20721826.270066
140.010556,0.537338,0.276600,0.389247,32058130.570577
159.745253,3.136888,3.314130,0.638716,50442458.840745
147.361121,3.136682,0.133111,0.925498,24799170.781422
140.758949,0.010423,3.362861,0.437484,58057466.325261
141.556733,3.138920,2.412445,0.329012,19291651.493749
145.436136,0.000820,2.151254,0.710967,21254027.814704
140.197875,1.268318,6.001728,0.148429,27826324.191357
150.555143,3.140559,1.000738,0.719083,57620634.699019
140.153888,1.488347,1.616946,0.176873,24160379.327979
155.813303,0.001491,6.177660,0.549317,48943842.122978
153.171029,3.130603,0.422750,0.996838,15814576.468797
146.537801,0.003932,4.691094,0.675181,23714945.709099
146.312043,0.003759,5.897761,0.531870,24898654.696303
162.044562,0.001529,4.873587,1.020329,24927078.671983
158.747378,3.135957,0.923490,0.823694,29219472.999363
140.181560,2.041808,5.639658,0.334754,57904126.456460
140.104369,1.949382,5.854426,0.080338,22530862.722221
140.055504,3.103473,2.220523,0.326516,14262851.796481
140.417952,1.661457,6.026579,0.188084,28286717.797439
140.161407,0.808639,4.353236,0.230667,43696626.612552
148.244816,0.005340,2.024313,0.444369,35486211.637473
142.372665,3.134313,0.058842,0.568478,17917576.669432
140.018442,2.009728,4.085335,0.136377,29328306.906244
140.137230,2.187498,4.037201,0.384895,34695576.313950
145.455884,3.138733,5.112243,0.363318,20984374.045425
140.034676,2.870872,4.448673,0.171244,38004351.482925
146.969921,0.001109,6.155115,0.964369,32629976.081300
140.021289,1.719848,5.145679,0.185405,28315889.772479
142.086164,3.140296,0.558217,0.309715,28476709.634880
140.726827,0.021429,3.254482,0.523606,45863206.758803
155.877191,3.140756,3.507820,0.552873,20221788.697907
140.137899,3.137628,5.094560,0.442658,18422102.237751
140.968867,0.010860,5.871367,0.481561,13081012.807683
140.291746,2.623941,4.215273,0.465661,57163981.089737
141.409723,3.136788,4.124454,0.396274,22661762.610221
143.723587,0.006567,0.127359,0.843974,64977582.404334
140.162905,0.702220,1.885676,0.598492,52511051.070835
140.278884,1.883293,5.085954,0.103062,27025964.876153
140.098967,0.912908,4.178617,0.543559,53423236.290359
156.689896,3.137591,0.636057,1.135434,30023198.311687
140.529632,2.585230,4.112414,0.165293,28335711.755519
141.099508,3.124384,3.351794,0.334498,14895285.255359
