# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 0.464, s = 0.0 s
148.838216,3.136825,5.162152,0.955937,2347969.991040
144.508702,0.001009,6.252421,0.659422,1086095.070720
140.850064,3.137276,0.991768,0.618653,603261.483840
152.012967,0.002534,3.900994,0.815233,1777994.478720
140.921357,0.008932,4.015461,0.623341,1455980.754240
178.569437,3.140102,2.668705,1.042665,4618148.048639
144.776502,3.138009,3.794551,0.587762,1324706.866560
142.282081,0.000421,1.079634,0.631203,881143.246080
141.517551,3.133551,5.963608,0.641329,1845314.421120
154.170902,3.135284,1.256984,0.736621,1524796.695360
148.403304,3.138285,2.502635,0.985764,1732366.517760
154.487651,0.005605,2.804527,1.449801,2653901.729280
168.050482,2.946029,2.882775,1.031881,3823398.728640
140.671734,0.008856,3.382877,0.611276,1727878.521600
141.541574,0.006750,2.511170,0.687891,1932456.346560
141.069009,3.134148,6.069618,0.573958,666093.430080
155.409613,3.133161,4.409749,0.889725,4056400.529280
154.871957,3.137761,2.155784,1.087520,3561972.952320
143.822563,0.010651,5.404107,1.139803,1975840.309440
149.664639,3.140175,5.777250,0.771017,1074875.080320
151.713719,3.137792,2.426194,1.018696,2563019.807040
140.361597,3.131642,2.590437,0.937803,2745905.650560
146.097340,3.137880,0.729170,0.621680,1749944.502720
140.495738,0.004579,0.082684,0.759599,1147057.018560
146.613727,0.001050,5.667761,0.862915,3295685.180160
146.535493,0.006350,3.314116,0.971691,2816217.590400
147.500685,0.001574,1.243791,0.955095,3861172.696320
154.198145,3.133663,0.124027,1.002299,3208543.254720
146.493283,3.135221,3.026449,0.681060,1195676.976960
140.114235,2.463506,2.715273,0.828352,11988185.742726
142.538610,3.136779,1.201539,0.757518,1470940.741440
167.428993,0.006811,4.062585,1.376864,5796621.040319
145.115025,3.140419,5.243386,0.568636,846361.275840
150.449728,3.135608,0.345429,1.447107,18575068.106871
145.737442,3.133738,3.895130,0.868445,3958786.612800
156.757672,3.138220,5.114950,1.646200,5990352.874559
140.143924,0.006680,1.609711,0.603899,492931.578240
158.522656,3.139138,6.080925,0.716318,1800808.459200
140.508245,3.129605,4.854333,0.902686,5059093.671359
155.474916,3.137814,4.186587,0.854360,1916374.360320
144.823851,0.004103,2.413329,0.731499,3214527.249600
171.512330,0.003609,2.721297,0.850306,3858928.698240
163.890127,0.001167,5.357128,0.768883,3687636.844800
150.228650,0.006136,0.167032,0.972473,3490539.013440
144.180821,3.133556,4.451555,0.933825,2175182.138880
140.650921,3.130863,2.217078,0.726805,2593313.781120
