# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
169.534540,3.132208,2.814505,1.113228,3841350.713280
148.453229,3.140640,5.369333,0.977761,3428829.066240
142.225264,3.138731,5.187180,1.135254,3018177.417600
140.110904,3.131777,0.216270,0.594752,1324332.866880
152.588476,0.005203,5.213173,0.938474,4959609.756479
154.417925,3.140457,3.636953,1.033842,4894533.812159
154.147364,0.003151,4.458917,0.637555,1598848.632000
146.699899,3.138327,0.349939,0.887153,3230609.235840
140.006925,0.008516,4.738854,0.548082,1003441.141440
172.061993,3.137930,2.293705,1.382608,11641488.039366
142.586080,0.006970,0.509464,0.879371,4270702.345920
165.233919,3.134438,0.312265,0.899860,8336826.866882
140.060432,3.133576,3.016194,0.514799,762959.347200
147.225806,3.138382,5.036418,0.752489,1412970.791040
141.820058,3.129894,3.949766,0.718255,3606852.913920
140.334138,3.128819,0.980683,0.589632,1690478.553600
141.829314,3.136615,0.142059,1.157806,2907847.512000
142.717842,3.139369,4.300346,1.043500,9742691.664003
147.347026,0.005257,0.200852,0.573898,2124692.182080
153.939322,0.002385,2.923443,0.973676,4674995.999999
151.400337,0.001788,3.543152,0.991267,2537587.828800
140.850508,0.011900,6.159268,0.552036,662727.432960
143.428357,3.092406,5.551143,0.556936,1857656.410560
152.937851,0.002318,2.110047,0.579615,1380058.819200
143.780908,3.137369,1.922769,1.160445,3708954.826560
151.956583,3.140130,3.784043,0.518271,1108535.051520
140.164392,0.004184,3.152559,1.037676,13113550.779843
145.847534,0.003310,0.704096,0.859107,3648366.878400
140.775626,3.132601,3.531999,0.573920,1556960.667840
147.059635,0.000876,2.752574,0.712936,1637744.598720
144.122266,0.006845,2.677469,0.540446,1880470.391040
142.373659,0.002968,1.531668,0.998343,3307653.169920
150.430982,0.006401,2.381324,0.805837,2922807.499200
141.683818,0.005029,5.850677,0.946173,3373477.113600
150.612661,3.137943,5.792151,0.918282,4508940.142080
144.148645,0.004798,4.353682,0.784427,1282070.903040
141.680529,0.005922,5.240213,1.097251,5395319.383679
148.074939,0.001618,4.258640,1.192154,3261651.209280
145.682207,3.139678,1.515937,0.525911,1379684.819520
140.184073,3.141541,0.229468,0.566489,974269.166400
140.677265,0.004007,6.210502,0.819628,4123346.472000
153.027671,0.003509,3.871313,1.066996,10128659.333764
140.693908,3.124820,3.367630,0.590094,782407.330560
141.480068,3.135482,3.575377,0.679093,3830878.722240
159.424880,0.006436,5.332902,0.665757,1131349.032000
149.842766,3.132799,0.438018,0.821202,2932905.490560
151.762475,0.005159,3.800418,0.902133,5227019.527679
141.002502,3.133698,0.151209,0.583372,1953774.328320
146.081629,3.139548,0.643566,0.485392,504525.568320
140.770811,3.133016,4.610610,0.570139,1644476.592960
151.025508,0.005471,4.069185,0.589214,2113098.192000
150.004714,3.123224,4.994781,0.915739,8579926.658882
142.654234,0.000571,3.619167,1.239180,7864091.271361
178.443806,0.001055,1.669271,1.195311,6336302.578559
146.177451,0.003358,4.878066,0.712228,2130302.177280
141.772110,0.008810,2.050218,0.537604,1162765.005120
153.225527,0.002012,3.225588,0.589425,719201.384640
155.965305,3.139588,5.183289,1.138192,9614783.773443
142.756429,0.008157,4.113868,0.750729,2262698.064000
142.692380,0.007599,2.566338,0.525775,2050266.245760
150.008470,0.003489,2.711258,0.609707,1665794.574720
160.775074,0.014213,3.255918,0.761382,2048770.247040
155.564017,3.128419,1.630927,0.621482,2028948.264000
171.902450,0.005380,3.228800,0.880587,2200614.117120
142.334320,3.136736,1.533734,0.890348,4331664.293760
144.919133,3.137205,1.976218,0.534906,2060364.237120
141.270874,3.133757,1.076349,0.691955,1529284.691520
142.488154,0.002940,1.365968,0.799694,3112051.337280
148.683617,0.004463,0.655806,0.709183,3459123.040320
144.043853,0.003596,3.108451,0.589677,1713666.533760
164.917796,0.007727,5.598224,0.714207,3011819.423040
150.599482,3.139624,6.156767,0.992472,4685467.991039
141.924450,3.130383,5.696552,0.616727,4329046.296000
158.390134,0.005540,2.591829,0.928907,2897001.521280
142.614632,3.135182,4.789738,0.651103,3764306.779200
