# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 0.893, s = 0.0 s
151.952867,3.138456,4.430363,1.568793,2246990.077440
151.280776,3.138712,1.775567,1.085361,703867.397760
148.132393,0.004574,4.895389,1.787502,1792206.466560
140.357733,3.135415,3.912661,1.387960,1702446.543360
147.916303,0.003780,5.172194,0.978074,143989.876800
159.476880,0.004788,0.901829,1.750182,1841574.424320
172.558629,3.137511,0.049630,1.222269,1007929.137600
140.317383,0.076492,1.120904,1.150900,782407.330560
145.436563,0.003661,4.009713,1.558010,2469519.887040
174.339673,0.002979,3.199341,1.834196,2630339.749440
149.767741,3.138705,3.414425,1.483431,1060663.092480
162.922527,0.004440,5.038381,1.692613,1907024.368320
176.802727,0.001770,2.643182,1.444725,1928342.350080
155.821297,3.135090,2.534709,1.033248,131647.887360
144.084288,3.137621,4.192890,1.100825,757723.351680
188.959420,0.002258,4.449332,1.679460,2074202.225280
155.645292,3.134959,4.048202,1.176254,1425686.780160
155.435506,3.138283,2.440229,1.250850,1484030.730240
141.805232,3.139332,6.082126,1.145225,605131.482240
141.406128,3.133447,2.327969,1.142906,752861.355840
161.803218,0.002862,0.792147,1.404131,1113023.047680
142.109950,3.141311,4.853448,1.229269,1364724.832320
157.611773,3.136598,4.794217,1.516047,810831.306240
143.087523,0.000047,5.496356,1.146791,674695.422720
142.258142,3.131572,6.270728,1.023025,362779.689600
140.039857,3.133900,0.456127,1.181878,534071.543040
144.934260,3.134089,5.389094,1.899576,2788541.614080
140.077983,2.327602,4.649182,1.400326,8723916.535682
140.679070,3.133553,6.213965,1.196613,1124243.038080
141.959581,0.002568,2.671039,1.332469,1175480.994240
165.413115,3.138715,5.026350,1.154328,501159.571200
146.188514,0.006815,1.697482,1.148936,1155285.011520
142.915430,0.003254,2.952560,1.079761,430847.631360
153.421143,3.137856,0.305456,1.179337,806343.310080
141.798433,0.014601,1.622905,1.179627,895355.233920
