# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
141.748515,0.011652,2.856563,2.117514,319395.726720
149.966878,0.006608,1.400156,2.422126,696387.404160
204.345406,0.031092,0.171461,2.282401,277133.762880
183.078100,0.009461,5.684763,2.287985,556511.523840
147.417662,0.010029,0.428257,2.454684,1096567.061760
196.006375,3.141394,4.415220,2.426831,378113.676480
151.427841,3.136584,1.245627,2.243782,224399.808000
167.380817,0.061700,0.443632,2.203222,196723.831680
141.178042,3.134494,5.863490,2.410468,582691.501440
150.602415,0.000771,5.791929,2.323834,487695.582720
151.759078,0.006775,4.459550,2.266586,553893.526080
148.686610,0.001136,6.103327,2.158254,194853.833280
146.432532,0.002387,0.184028,2.276068,799985.315520
170.615770,0.005603,4.167107,2.627336,1632508.603200
164.610814,0.003445,4.984122,2.351990,423741.637440
160.749811,3.138203,3.468363,2.292785,367641.685440
209.020569,3.131299,1.493745,2.351908,807465.309120
158.338924,0.001367,3.865415,2.693877,2368539.973440
149.098848,0.002173,3.641308,2.354761,1029621.119040
154.284228,3.137370,3.854879,2.116813,123419.894400
149.147179,0.006355,0.381488,2.243416,201211.827840
147.721045,0.003561,5.139325,2.145916,101727.912960
166.927238,0.008949,5.173125,2.305185,424115.637120
158.462659,0.007500,5.225238,2.295724,776423.335680
177.096199,3.138200,6.189239,2.291732,328745.718720
146.328505,3.128115,5.191084,2.500169,1987808.299200
141.110053,3.133289,0.498304,2.389597,734909.371200
159.287006,3.140463,3.948112,2.432904,2293366.037760
229.582996,0.008521,6.139832,2.274564,678809.419200
156.601098,0.005744,6.178282,2.518955,1525170.695040
150.726529,3.129847,2.152519,2.182669,265539.772800
155.907967,3.139136,0.277049,2.460082,817189.300800
176.362170,3.139889,4.449594,2.653846,786895.326720
147.476041,3.138510,0.375561,2.760269,2068592.230080
198.790621,0.007947,2.115466,2.257311,493305.577920
215.601983,3.140873,0.101285,2.125451,130151.888640
156.280519,0.002631,0.979035,2.229317,292093.750080
150.099539,0.002644,6.019296,2.127640,206447.823360
150.022296,3.141189,5.871644,2.442480,757723.351680
216.139570,3.140621,5.284502,2.553153,1407734.795520
184.324884,3.134827,2.514135,2.224886,237489.796800
152.066758,0.005412,3.164977,2.132869,218041.813440
145.418388,3.135507,0.812203,2.173233,279377.760960
169.482446,0.005366,0.904814,2.176500,189991.837440
153.015836,0.010894,4.826369,2.612562,749869.358400
198.447889,0.001405,1.679084,2.448010,465629.601600
145.334514,3.141069,6.168026,2.221874,365771.687040
143.259985,0.012150,5.135249,2.255366,615977.472960
146.661015,0.008401,4.814256,2.501809,1025507.122560
183.193259,3.138364,6.024133,2.121042,172039.852800
140.415278,3.141040,5.405035,2.365781,1239060.939840
241.433842,3.138889,3.754400,2.401999,676939.420800
220.455548,0.007404,2.794820,2.335212,888997.239360
220.876609,0.000709,4.928956,2.371227,441693.622080
182.690522,0.005303,4.530283,2.145335,212057.818560
179.154692,0.000281,1.566317,2.150551,219537.812160
176.680368,0.006063,2.894465,2.149815,226269.806400
171.442061,3.132887,3.692949,2.490944,1254394.926720
195.101625,3.137506,0.193785,2.219753,190365.837120
142.359767,3.141579,3.928551,2.432101,1818386.444160
174.045497,0.016034,6.195025,2.321104,599147.487360
168.644114,0.005008,2.876333,2.291272,571471.511040
166.566354,0.007045,2.844902,2.180540,408781.650240
159.174341,3.137490,5.731533,2.241414,447677.616960
140.574622,1.816767,5.672601,2.435882,2222680.098240
143.708605,3.137426,5.002056,2.449600,1000449.144000
144.547616,3.141563,5.166126,2.255172,225895.806720
170.429761,0.002383,1.835985,2.138298,104345.910720
151.138135,0.002382,1.808230,2.263754,471613.596480
180.692357,0.002198,0.707546,2.231545,423367.637760
184.233243,3.135186,0.437014,2.365371,330241.717440
218.646532,0.001384,5.766892,2.276885,654499.440000
162.564919,0.004543,3.559332,2.246178,407285.651520
206.655132,3.141103,0.852880,2.251091,70685.939520
179.782063,3.137468,3.078705,2.134082,273767.765760
194.976494,0.000816,0.560396,2.482476,833645.286720
151.992290,3.135893,2.621427,2.121145,168299.856000
154.161436,3.022240,1.842780,2.309186,399431.658240
189.929812,3.117230,4.527908,2.275608,536315.541120
150.910545,0.007253,2.928352,2.306451,449173.615680
155.163549,3.128820,5.716546,2.123857,121549.896000
142.782497,0.005902,1.731258,2.434279,793627.320960
150.856478,0.023045,1.835575,2.435726,880769.246400
164.665778,0.000059,2.801683,2.305322,438327.624960
144.796892,0.006672,0.367742,2.330288,326127.720960
141.851802,0.007939,0.360554,2.476552,828409.291200
150.850213,3.128122,0.820490,2.200131,312289.732800
181.516893,3.139647,1.665103,2.072824,69189.940800
197.935318,3.140400,2.489590,2.168959,251701.784640
140.768721,0.010502,4.964739,2.119516,222529.809600
179.365142,3.140132,2.586105,2.339760,302565.741120
144.986314,0.002624,0.773652,2.174053,157453.865280
148.735447,0.002811,3.015764,3.104978,2923555.498560
202.172118,3.136696,2.089094,2.265798,246091.789440
174.740673,0.002553,3.565822,2.317144,1009799.136000
184.701255,0.002189,2.050538,2.488497,513127.560960
140.937552,3.137263,2.400601,2.152286,317899.728000
160.130313,3.136194,6.200149,2.357791,713591.389440
140.796162,1.143103,4.723362,2.614124,3232479.234240
183.737051,0.001553,0.874184,2.210445,443563.620480
163.490502,3.136113,5.261695,2.523704,707233.394880
219.496156,0.013091,2.827824,2.252015,187373.839680
140.025134,3.140426,0.274508,2.223827,259555.777920
164.537590,0.002152,4.468021,2.224113,276385.763520
147.013632,0.004222,1.209515,2.255347,262173.775680
176.357186,3.136815,1.478044,2.369238,515745.558720
181.920648,3.140491,5.306948,2.455798,1128731.034240
150.893881,0.008939,1.173898,2.325265,758471.351040
183.227871,3.136428,2.771040,2.492075,792505.321920
181.414154,3.138445,1.626374,2.297290,408033.650880
149.540936,3.134116,6.276651,2.306297,776423.335680
153.269779,3.139014,2.909276,2.337037,489565.581120
146.280155,3.133149,5.828819,2.419022,474979.593600
149.225945,3.136035,3.778126,2.197022,255067.781760
145.719468,3.139147,5.742531,2.143758,295459.747200
159.548167,3.130088,1.125675,2.277885,335103.713280
143.760834,3.139555,2.438403,2.597392,1280948.904000
158.105228,3.135721,0.752023,2.181845,148103.873280
147.716493,3.140455,4.538850,2.111717,100231.914240
166.309836,3.137920,0.291601,2.309218,304809.739200
146.514739,3.134912,2.417601,2.262008,238985.795520
164.353139,0.003867,3.827892,2.134562,99109.915200
204.118444,3.132210,3.978811,2.242107,318647.727360
173.584625,3.137863,3.765184,2.245691,672825.424320
178.839088,3.134362,2.169623,2.178756,404667.653760
187.809517,0.000973,5.767442,2.262000,434587.628160
186.420732,3.138022,3.125610,2.181200,178397.847360
190.139465,3.135744,4.974473,2.237401,840751.280640
210.759003,3.136121,4.370123,2.246140,309671.735040
149.063076,3.138267,2.987572,2.529292,681801.416640
143.455151,0.004697,0.709915,2.184551,458897.607360
152.940995,3.128899,1.790264,2.149229,186625.840320
157.007362,3.137543,3.807600,2.351235,947715.189120
221.694439,3.140937,1.124182,2.094597,106963.908480
165.917223,3.133611,4.137135,2.674349,2407435.940160
144.789686,3.139620,3.035297,2.136230,191861.835840
172.632516,0.002726,5.384047,2.244881,303687.740160
173.540112,3.133384,3.812763,2.553936,1181838.988800
146.592790,0.000061,0.733960,2.548988,1391652.809280
160.026333,0.014459,0.329115,2.164852,187373.839680
164.484124,0.003983,1.994628,2.236535,414765.645120
197.428443,3.132326,1.484618,2.335511,643279.449600
142.827974,0.001162,6.027052,2.134901,274889.764800
244.123816,3.139943,5.050508,2.557789,976887.164160
193.767612,0.000119,5.193004,2.928484,2150124.160320
159.708139,3.135159,4.378794,2.503089,968659.171200
155.638241,3.139058,6.173172,2.425177,633181.458240
142.727234,0.004543,3.656283,2.205719,278255.761920
151.086337,3.140385,3.605279,2.130280,118557.898560
174.798562,0.004449,6.062664,2.422335,565861.515840
194.911818,0.002253,1.518262,2.136533,235619.798400
157.242885,3.140660,4.114653,2.222403,236741.797440
188.591331,0.003540,0.170916,2.671456,1241304.937920
142.809460,0.002910,2.662292,2.384353,683671.415040
183.494681,3.136573,5.027650,2.294406,597651.488640
204.480714,3.126108,6.140202,2.346031,342957.706560
173.761295,0.004652,3.685315,2.717935,837011.283840
183.567229,0.003395,3.700370,2.118540,92003.921280
155.544451,3.131637,6.036661,2.139929,150721.871040
156.706589,0.020025,4.484919,2.141138,113695.902720
183.761609,0.005669,6.226508,2.232524,262173.775680
159.080094,0.007264,1.422256,2.124639,167177.856960
189.539823,0.008253,3.383672,2.164958,190739.836800
183.464293,3.131470,3.130145,2.288617,673573.423680
178.565665,3.140740,0.162872,2.172470,188495.838720
146.109301,0.003758,4.477465,2.221033,207195.822720
142.808718,3.135924,3.863880,2.157520,240107.794560
227.639342,0.007509,1.133068,2.145182,208317.821760
166.139869,0.001556,1.093556,2.273780,338095.710720
161.551839,3.130311,0.644603,2.308131,420749.640000
158.329824,0.008437,0.948982,2.220272,576707.506560
167.201872,0.002618,5.346980,2.271093,391203.665280
144.296771,2.974540,4.297159,2.232379,536689.540800
141.096671,3.136805,3.132529,2.352602,601391.485440
149.957079,3.120150,4.620522,2.278089,458523.607680
163.551015,0.004580,0.370975,2.126823,158949.864000
155.367632,0.004517,5.913295,2.210241,195975.832320
145.916589,0.004905,0.919438,2.197359,270775.768320
162.876593,3.130928,1.708650,2.144484,128655.889920
144.680865,0.001529,4.173350,2.257961,257685.779520
144.086166,0.004299,0.144238,2.302550,401675.656320
149.553114,3.131442,3.345662,2.040446,24309.979200
158.246830,0.004883,5.191956,2.255747,697135.403520
151.158421,0.019745,2.592243,2.417153,811205.305920
205.937668,3.137796,2.273709,2.250083,297703.745280
196.461153,0.056020,6.263963,2.289985,577081.506240
189.194842,3.139469,4.142086,2.181730,362779.689600
233.502749,0.004609,1.968481,2.351777,558007.522560
