# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
153.660960,3.135441,4.114444,1.310136,774927.336960
148.601131,0.003502,0.966274,1.023894,402049.656000
142.264963,0.009685,5.068277,1.205912,1558830.666240
156.103750,3.137417,1.263532,1.125059,438701.624640
143.252145,3.136627,5.827362,1.477594,1871868.398400
149.179893,3.137071,0.516374,1.540023,2409305.938560
144.285580,0.002386,2.894693,1.100921,1065899.088000
143.802278,3.138756,5.484649,1.143134,705737.396160
185.102052,3.137789,0.814536,1.229567,661979.433600
150.969723,3.137939,1.715691,1.531270,2565637.804800
144.104074,3.135701,2.296099,1.579270,3339817.142400
181.463268,0.006400,3.250368,1.387417,1773506.482560
152.196577,0.005535,1.519787,1.075092,156705.865920
155.826175,3.136925,1.878594,1.066161,482833.586880
164.322062,3.135693,3.533372,1.124720,1235320.943040
156.367380,0.001469,4.227317,1.535931,1592864.637120
160.512399,0.002687,5.143781,1.241255,1764530.490240
156.888707,3.135263,4.392826,1.097125,835889.284800
160.810450,3.135543,4.136952,1.032574,645897.447360
149.171038,3.137256,2.010894,1.167711,2301220.031040
149.076295,3.141566,3.358739,1.255464,1181090.989440
140.822108,3.122285,1.711659,1.317815,1072631.082240
157.326183,3.134442,1.461083,1.234670,1727878.521600
168.106263,0.004069,4.004367,1.053250,228513.804480
149.125870,0.007666,0.951033,1.157900,758845.350720
148.157457,3.136140,5.276743,1.257359,748373.359680
180.309892,3.122487,2.736220,1.109020,822051.296640
168.996432,0.005259,4.150152,1.512071,987359.155200
186.595157,3.140549,3.336539,1.199934,660483.434880
140.436124,3.134226,0.022859,1.193578,601391.485440
142.143775,0.007451,1.155498,1.113078,591293.494080
144.088406,3.132882,5.779030,1.060705,323883.722880
140.786359,0.001333,2.564295,1.285440,1242052.937280
168.700776,0.005759,0.439048,1.146659,486199.584000
146.986053,3.140149,3.503883,1.322186,1335552.857280
164.901196,0.004293,0.127037,1.352945,1858404.409920
146.757588,3.135324,3.390508,1.034331,298077.744960
143.011508,3.140784,0.073292,1.176864,895729.233600
182.001879,3.124902,0.304285,1.294595,1414840.789440
151.095611,3.139842,4.337228,1.065451,546413.532480
176.430550,0.001782,3.967541,1.307436,1576782.650880
144.019405,3.134572,4.396850,1.184426,634303.457280
167.533061,3.136409,2.024101,1.374400,1719276.528960
151.067146,0.002606,1.453604,1.120021,639913.452480
149.867969,0.002862,5.905125,1.361395,1261500.920640
177.388654,0.001486,5.477038,1.176482,825791.293440
190.511316,3.134765,1.606112,1.245112,887127.240960
167.985732,3.140840,6.277455,1.336525,918917.213760
144.231365,3.137689,5.441558,1.009341,322013.724480
178.030804,3.136163,1.779998,1.170272,1495624.720320
174.447722,0.013625,1.636560,1.610491,1803052.457280
150.730179,3.140099,2.254200,1.175373,864313.260480
154.105197,3.138642,4.287668,1.233280,882639.244800
173.299791,3.136472,1.438349,1.324860,3490539.013440
146.906068,3.140612,5.629453,1.472383,2910465.509760
157.604385,0.001549,0.673681,1.213383,1044207.106560
140.748508,3.135328,4.166324,1.085024,283491.757440
149.417804,3.139339,0.438313,1.369085,1552846.671360
142.778353,0.002432,1.500312,1.072458,597651.488640
143.392901,0.002095,0.393890,1.138349,391577.664960
169.890184,3.138272,0.155994,1.229185,1201660.971840
190.850429,3.123681,4.578852,1.278939,644401.448640
142.584296,3.140185,0.299093,1.189903,503777.568960
147.278698,3.137762,1.774756,1.730253,3897824.664960
141.806728,3.132536,2.232302,1.088383,455905.609920
146.615244,0.032473,3.059130,1.179086,957439.180800
179.533692,3.090194,1.244219,1.118941,735657.370560
200.402546,3.139081,4.895434,1.441546,3531304.978560
161.284450,3.135738,3.823569,1.292349,1254768.926400
166.136492,3.130198,3.744557,2.063953,2519261.844480
140.737119,3.136927,4.998995,1.118822,930137.204160
140.980457,3.125467,4.179293,1.206016,831027.288960
146.226988,0.008083,4.889246,1.239096,809335.307520
140.561509,3.134138,0.928875,1.215900,1005685.139520
195.225484,0.001555,0.644640,1.337703,1153789.012800
158.962972,3.111401,1.905192,1.233394,813823.303680
170.343624,3.140404,5.242478,1.056357,326875.720320
155.456745,3.138807,4.104379,1.205001,1273094.910720
142.429011,3.141021,2.503743,1.172005,744259.363200
141.383737,3.140326,4.192763,1.155999,771187.340160
169.571989,0.004472,3.845913,1.248776,1705438.540800
166.139616,3.141077,5.298280,1.217128,806717.309760
157.046450,3.119799,0.182169,1.462684,1170244.998720
145.955990,0.005003,5.138622,1.385153,902835.227520
145.351555,0.003273,2.854333,1.085758,417009.643200
141.735107,3.128163,4.584109,1.068491,519485.555520
167.718356,3.141404,5.734989,1.054382,656369.438400
150.783753,3.135431,5.891298,1.112829,513501.560640
173.072152,3.137154,5.418503,1.318423,760715.349120
145.734646,0.005269,1.548755,1.520042,955195.182720
147.434739,0.001206,6.100647,1.261729,1772010.483840
147.959577,3.141206,3.535434,1.111207,781659.331200
151.703293,0.003964,2.975248,1.243892,783155.329920
143.088388,3.139088,4.197957,1.164948,677313.420480
159.215540,3.141106,3.977322,1.278110,730795.374720
140.833615,0.007973,3.248288,1.526620,4022366.558400
143.971002,3.138957,0.590588,1.018663,356421.695040
148.327077,3.137940,5.004325,1.073607,425237.636160
146.347342,0.006198,3.422682,1.226864,979131.162240
150.328900,0.007651,5.881719,1.057337,461515.605120
145.511434,3.137057,6.074769,1.204736,873663.252480
145.010716,3.138111,1.218922,1.238132,786895.326720
141.685097,0.001446,0.097857,1.180120,460767.605760
141.892550,3.135354,1.517420,1.284856,914429.217600
165.003894,0.007596,0.043186,1.036982,407285.651520
192.808485,3.130238,5.038681,1.358185,1164261.003840
160.960451,0.001324,5.562949,1.413298,1584262.644480
176.065964,3.139021,2.017747,1.243753,906949.224000
142.500633,3.138925,2.422747,1.366039,1145187.020160
185.383016,0.007935,5.707618,1.146316,494053.577280
156.259418,3.136588,1.701402,1.490469,1440272.767680
142.177953,3.003821,2.478923,1.126545,653377.440960
181.440737,0.004158,3.075871,1.694560,1147805.017920
161.836814,0.003255,2.146934,1.164021,713591.389440
175.297529,0.003662,5.958296,1.183493,919291.213440
143.311479,3.138484,5.362306,1.310275,1487770.727040
151.048958,3.138470,3.874643,1.210382,1012417.133760
142.221622,0.012134,3.579048,1.350916,1336300.856640
142.266016,0.006445,4.285983,1.661772,1880096.391360
155.536547,3.140327,5.801739,1.596695,3128881.322880
141.079238,3.133698,3.233991,1.202279,780537.332160
162.921993,3.136998,1.412158,1.297423,1450744.758720
148.873308,3.138420,0.560957,1.098784,384097.671360
173.823306,3.141080,3.172830,1.544406,1706934.539520
148.556114,3.131962,0.440481,1.224974,859451.264640
172.956286,0.001797,1.217166,1.427489,1206896.967360
157.291516,0.003512,5.990609,1.125795,507143.566080
157.534512,0.004654,1.726358,1.157868,585309.499200
140.127028,0.003522,0.094314,1.057446,260303.777280
140.249435,3.127237,4.915898,1.226487,1304884.883520
171.087142,3.138128,2.198080,1.416727,2053258.243200
141.715892,0.003215,1.395361,1.151956,489191.581440
141.101138,0.005501,3.661858,1.053541,468995.598720
176.298777,3.141521,5.822615,1.394052,3135239.317440
142.240626,3.133193,2.882024,1.220124,491809.579200
150.114713,3.134625,5.964583,1.412268,1502356.714560
186.350290,0.002080,1.218384,1.538576,4317078.306240
146.558879,3.140564,0.005751,1.330338,1225596.951360
177.102773,0.000957,3.486853,1.239854,793253.321280
145.036364,0.008971,5.976524,1.130053,1444760.763840
150.838046,3.135787,4.021420,1.464517,8648368.600322
146.646186,3.137414,0.503671,1.172804,1079363.076480
153.140335,0.001018,1.138506,1.210093,532201.544640
157.290008,3.133666,1.392132,1.071502,291719.750400
164.300831,0.000908,5.857832,1.372410,2728327.665600
193.943810,3.124261,1.373446,1.264129,1523674.696320
143.078260,3.132123,4.802803,1.164591,1062533.090880
150.607755,0.008064,0.173906,1.124649,611115.477120
146.449155,0.006337,0.690715,1.329118,665345.430720
163.778015,3.140304,0.559929,1.786783,1708056.538560
147.480704,0.003369,1.686436,1.091312,422245.638720
151.080756,0.005411,3.935251,1.255731,1242800.936640
154.328415,0.004216,6.158870,1.021753,334729.713600
162.817972,3.139865,0.391628,1.071250,498915.573120
147.330966,3.138068,1.964234,1.127914,791383.322880
142.792689,0.010377,5.482675,1.126239,1109283.050880
141.347507,3.130993,2.600352,1.204817,1257386.924160
180.388757,3.136448,6.058097,1.258849,867679.257600
145.767544,0.006298,2.491268,1.146267,658613.436480
148.236853,3.138676,4.449311,0.977071,130899.888000
153.582464,0.005638,4.600514,1.158978,816067.301760
141.933391,0.028461,1.216912,1.578228,1856160.411840
145.322047,3.141330,0.947782,1.172713,1127609.035200
172.616666,3.137723,2.455848,1.228090,835141.285440
157.216073,0.003569,2.506596,1.126786,812327.304960
160.111447,0.000137,3.053481,1.102339,457401.608640
147.550636,0.001507,2.586749,1.048832,409529.649600
148.482217,3.136064,1.775449,1.170973,757349.352000
168.931205,0.003175,0.511467,1.211282,1384920.815040
157.204032,3.135854,3.914038,1.165432,949211.187840
154.123721,3.137687,5.945361,1.051320,364649.688000
143.254208,3.135234,0.257932,1.167248,632433.458880
142.332015,0.003406,3.854911,1.218230,1512828.705600
162.658945,3.141153,1.668554,1.020498,224025.808320
141.130072,3.136199,0.801359,1.410490,2264942.062080
159.190075,0.001591,5.861446,1.330903,2006134.283520
142.603875,0.002611,2.703778,1.166587,1577156.650560
140.190357,3.137756,1.347903,1.101082,884509.243200
147.364534,3.133077,1.220908,1.069603,1024385.123520
140.934910,0.008165,4.032623,1.251469,778667.333760
141.952537,0.006176,4.229403,1.069981,516867.557760
150.914490,0.003633,1.801155,1.181559,690403.409280
141.717025,0.011298,4.983255,1.366881,877403.249280
