# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 2.88, s = 0.0 s
216.273268,0.000197,5.426502,3.245809,317899.728000
140.664631,0.001506,1.356766,3.267395,366893.686080
213.115900,0.000146,2.884149,3.064176,186625.840320
244.772850,0.001201,5.258278,3.076942,155209.867200
144.454948,0.002385,1.377967,3.305367,378861.675840
145.207780,3.135963,4.906535,3.118584,268157.770560
198.186973,3.138824,0.453578,3.239819,601017.485760
161.819528,3.137625,1.253320,3.290460,401301.656640
175.657694,0.004607,5.514374,3.193870,521355.553920
207.987834,3.141286,5.273162,3.500927,586431.498240
219.230111,0.003992,4.247311,3.190016,748747.359360
190.707745,0.003268,5.327903,3.009825,49367.957760
156.011289,3.135411,1.914576,3.223601,373251.680640
163.080177,3.137991,4.003361,3.024328,111825.904320
151.261053,0.002984,4.153948,3.125070,214301.816640
140.007995,0.013346,1.108802,3.072208,142493.878080
153.888134,3.138615,4.376088,3.035095,188121.839040
140.153033,3.131202,0.128798,3.325224,782407.330560
236.170928,3.141377,2.567488,3.184880,544917.533760
143.868717,0.004504,1.075113,3.075227,262547.775360
173.873000,0.009712,5.588041,3.279302,449173.615680
151.002780,0.003192,4.332341,3.129487,457027.608960
173.516949,0.002365,3.515500,2.964520,48245.958720
144.486988,0.005713,4.162409,3.108102,226269.806400
169.223872,0.005301,1.295775,3.031137,114069.902400
186.479086,0.004217,5.384007,3.233531,351933.698880
175.780939,0.009221,3.206984,3.324731,326501.720640
261.639020,0.009852,5.837278,3.246003,687785.411520
152.954548,0.003747,1.059773,3.102268,227391.805440
231.791713,0.006783,5.790395,3.484560,1211758.963200
150.640517,0.001225,0.347326,3.170435,289101.752640
156.974248,0.008724,0.832518,3.005292,86393.926080
167.075321,3.134680,5.738390,3.316493,253945.782720
146.431704,0.015135,4.243628,3.434607,678435.419520
149.570769,3.134071,4.803180,3.289318,630189.460800
172.213942,3.130739,4.798040,3.078865,149973.871680
143.988943,3.134096,3.127348,3.250721,358291.693440
171.649970,0.003093,2.217082,3.120579,317525.728320
149.661673,3.135628,1.587791,3.125140,554267.525760
141.755527,0.009265,2.764799,3.063415,126785.891520
164.461357,3.100668,3.042548,3.292983,1350512.844480
241.969661,0.000466,2.846376,3.040521,127907.890560
188.379619,0.005937,1.781702,3.226630,341461.707840
198.160031,3.141263,2.490081,3.048872,626449.464000
155.466714,0.007993,6.282046,3.122816,148103.873280
177.534220,3.137005,1.877345,3.017279,159323.863680
161.443080,3.141574,5.936265,3.448103,642531.450240
187.993939,0.001938,3.791093,3.297326,618969.470400
170.868159,3.121059,2.498655,3.208780,339591.709440
188.120199,0.003815,0.785352,3.492567,424489.636800
