# Initial point: r = 1.0 AU, th = 1.5707963268 rad, ph = 0.0 rad, ek = 1.55, s = 0.0 s
142.280341,3.132741,5.908017,2.056082,842247.279360
140.736353,0.009558,2.094813,1.883973,664597.431360
193.911018,0.000797,4.190118,1.755059,353429.697600
160.230375,0.002011,5.323800,1.752650,212431.818240
176.496178,3.140847,6.138386,2.272295,2015858.275200
142.221374,0.009268,3.231935,1.857903,876655.249920
199.239555,0.002765,4.786192,2.280854,975765.165120
173.692956,0.023555,2.237336,1.740350,298825.744320
145.854649,3.137621,5.386000,1.868710,865061.259840
201.733135,3.131229,1.379904,1.816697,717705.385920
140.861860,3.139539,4.447377,1.866053,1046451.104640
192.311041,0.007634,2.564391,2.048331,872167.253760
147.487902,0.002283,0.985748,1.983798,1582018.646400
153.497004,0.006130,0.537207,2.037980,2589199.784640
155.380773,3.135276,0.711423,1.835749,438701.624640
145.080704,3.141568,3.462294,1.928589,615977.472960
150.745227,0.004113,4.457940,1.755199,525095.550720
155.968121,0.020029,3.316613,1.873429,482085.587520
168.515463,0.004974,0.983659,1.694930,274889.764800
147.952236,0.008243,2.800098,1.690738,213927.816960
213.543299,3.137256,3.954460,1.700700,233375.800320
158.680169,0.003200,5.270277,2.198267,1513576.704960
152.439704,0.003234,5.052465,1.938628,722193.382080
168.176642,3.138007,5.404462,2.082016,1431296.775360
191.153762,3.137481,3.807571,1.908716,946967.189760
142.236040,0.006722,1.002423,1.881604,1080485.075520
185.784121,3.140469,3.073224,1.994723,626823.463680
156.575284,0.000095,4.100653,1.962157,414765.645120
144.348718,0.007435,1.662736,1.719837,318647.727360
169.761642,3.066844,4.539565,1.862068,876281.250240
163.129243,0.002048,3.079296,2.094829,607001.480640
152.205239,3.138312,4.182933,1.857983,537811.539840
193.332916,0.001225,3.783606,1.822971,690403.409280
156.722219,0.001285,4.737742,1.828625,1395766.805760
198.981026,0.000619,5.005720,2.058065,2353579.986240
154.158338,0.008809,0.727018,1.778319,463759.603200
190.227079,3.138094,6.073873,1.773469,356421.695040
145.896089,0.003412,6.097893,2.042684,727055.377920
166.273410,0.003478,5.126622,1.842793,467873.599680
184.497456,0.002617,2.115541,1.739729,369511.683840
209.555838,0.004841,4.102640,1.703613,278255.761920
146.724059,3.131204,3.999519,1.944943,1095071.063040
170.885057,0.002358,1.128453,1.826756,374373.679680
141.985284,0.006993,1.718834,1.758370,385219.670400
193.128752,0.076497,2.304446,1.712035,317899.728000
143.085145,0.003333,5.067770,1.840840,333981.714240
148.306901,0.003919,4.330725,1.930646,808587.308160
149.899053,0.000544,3.069693,1.713069,198219.830400
140.956271,0.007714,4.486130,1.662091,187747.839360
164.007495,0.004098,5.623245,1.784544,468247.599360
143.671228,0.010833,2.904146,2.586112,2031940.261440
144.462892,3.128785,5.033607,1.874826,1458224.752320
186.015664,0.003090,1.190463,1.793102,417757.642560
177.693568,3.141102,1.828660,1.948149,926397.207360
190.773799,3.136892,5.075436,1.658565,296581.746240
145.975935,0.007083,4.389712,1.999592,570349.512000
143.569691,3.137259,5.686774,1.959843,595407.490560
144.516584,0.022723,3.619863,1.823955,425611.635840
188.088714,0.000609,2.918700,1.852710,356047.695360
212.813295,3.129325,0.649245,1.758481,386715.669120
146.143191,3.140955,1.169023,1.826900,677313.420480
159.765149,0.009252,6.196474,1.761157,376617.677760
189.268458,0.003222,5.190013,1.690198,259555.777920
209.762871,3.120486,1.709854,1.923902,706859.395200
195.753670,3.141586,4.131296,1.768716,336599.712000
149.803336,3.138977,2.330966,1.958815,851597.271360
141.632665,3.137347,3.192033,1.718087,208691.821440
140.077287,2.544590,5.123962,1.969514,1110779.049600
183.541280,3.140622,5.617424,2.156513,1593238.636800
151.377010,3.138697,1.855331,1.861898,653751.440640
142.195497,0.006332,0.173846,1.893029,448799.616000
186.702420,3.139608,3.593219,1.875408,785399.328000
140.890217,3.123494,0.312507,1.765943,431969.630400
157.816494,3.136456,0.598084,1.744027,333233.714880
146.762997,3.141136,5.010492,1.715780,221781.810240
158.213672,0.009249,5.115006,1.773577,357543.694080
140.214968,0.007710,0.084749,1.797821,271149.768000
161.257473,3.141515,5.921590,2.154466,1218864.957120
152.356089,3.137010,0.031394,2.068615,2111602.193280
142.730138,3.137446,1.478218,1.722192,293589.748800
144.886763,3.135668,0.969892,2.026172,1102925.056320
181.754650,3.141267,0.915364,1.776818,609619.478400
157.701771,0.003026,2.338683,1.675544,150347.871360
158.204921,0.004600,2.690800,1.720227,212431.818240
151.245612,3.137427,1.292446,1.719230,211683.818880
155.093935,3.138161,3.207320,1.716783,212057.818560
144.353430,3.129408,2.732242,1.774635,350063.700480
180.718376,0.006727,5.145864,1.864041,995587.148160
173.833216,3.134747,1.306262,1.785400,373625.680320
143.126260,3.134032,0.024352,1.915995,670955.425920
150.745668,3.133497,1.110197,1.894171,1040093.110080
157.568048,3.134308,2.190130,1.755767,379235.675520
176.422357,3.139546,0.987586,2.079784,1501982.714880
155.402609,0.005616,4.292208,1.876869,847109.275200
147.284472,0.006598,5.227934,1.824851,728177.376960
145.812868,0.009112,3.917640,1.962150,1611564.621120
174.719475,0.001668,2.876990,1.673845,238237.796160
162.642428,3.132772,5.612616,1.703544,249083.786880
169.807836,3.137543,4.533860,1.730202,149973.871680
160.931705,0.004485,5.109573,1.618369,54603.953280
140.426793,0.013885,0.620253,2.012257,1550228.673600
145.970447,3.141076,4.071118,1.704557,164933.858880
147.733568,0.015649,0.477024,1.868038,1559952.665280
181.950562,3.140451,0.401301,1.722456,238985.795520
170.343847,0.006855,1.571374,1.806058,529583.546880
179.930392,0.000340,3.290912,1.776404,473483.594880
200.318749,0.006140,1.863767,1.992644,925649.208000
162.231095,0.002442,0.886181,1.761654,513875.560320
149.302260,0.004354,6.152289,1.807160,577829.505600
183.719879,3.138835,5.883665,1.956805,711347.391360
149.625803,0.008332,5.576643,1.838279,398683.658880
148.777950,3.138641,4.870413,1.829831,444311.619840
174.168686,3.137994,4.309648,1.771163,759593.350080
163.858911,0.003668,5.668320,1.742339,464133.602880
148.209619,3.141103,0.817732,1.736705,633555.457920
162.784595,0.008496,0.146521,1.817645,365023.687680
195.149452,0.008696,5.120350,2.116159,1295908.891200
172.409274,0.003435,2.033439,1.674911,196349.832000
159.938969,3.135419,1.775014,1.951868,537063.540480
145.157521,0.005495,2.322406,1.649776,125663.892480
158.523217,0.004268,0.964183,1.765944,416635.643520
161.411985,3.134845,3.088686,1.816393,785399.328000
149.983395,3.137213,3.844695,1.816266,276759.763200
143.948279,3.119578,2.036925,2.262495,2151246.159360
147.002886,3.137076,5.235503,1.805154,520233.554880
175.182646,0.008080,2.976175,1.781973,246091.789440
201.580379,0.003108,4.208586,1.932324,502281.570240
153.305997,3.136846,3.970485,1.858273,502281.570240
157.126261,0.005427,0.613065,1.768133,599521.487040
150.781712,3.139206,1.778428,1.891356,1125365.037120
224.323249,3.135235,5.873242,2.040198,906201.224640
146.992505,3.134260,1.187100,1.750545,351933.698880
140.583819,0.008870,0.287442,1.801966,825043.294080
141.796489,3.132600,5.944200,2.766628,5831777.010239
142.508425,3.140393,2.219158,1.984519,702745.398720
149.004390,0.004868,2.085567,1.840635,405415.653120
160.632002,3.141029,2.974916,1.820354,309671.735040
142.471930,3.133732,0.874026,1.745500,365771.687040
145.985947,3.135919,4.951478,1.756765,368389.684800
159.987542,0.001771,0.614805,1.915350,373251.680640
141.470241,0.004768,1.380087,1.712743,200089.828800
181.244345,3.140537,0.410530,1.784865,509387.564160
140.490266,0.002848,3.771180,1.994088,1056923.095680
153.453858,0.005087,4.812537,1.979870,755853.353280
169.136047,0.004482,1.446596,2.118180,1151171.015040
144.664172,0.010806,4.165972,1.959142,544917.533760
153.527741,0.004384,2.501150,2.105350,566609.515200
143.450145,0.006463,4.669771,1.922455,478719.590400
140.831698,3.135585,1.838257,1.696020,235993.798080
156.918667,0.004924,3.317083,1.935352,917047.215360
156.172536,3.129901,3.165479,1.848606,527339.548800
163.196625,3.137258,2.937381,1.854913,990351.152640
144.962644,3.133620,0.227262,1.685936,130151.888640
210.029631,3.141455,1.407325,1.942844,722193.382080
192.509818,0.002520,1.579935,2.057326,1010547.135360
142.358260,0.005630,1.444657,2.172424,1636996.599360
183.045427,0.000078,5.473380,2.361066,3578428.938240
156.678579,3.128220,3.616829,1.911794,582317.501760
221.745826,3.141209,0.586730,2.111534,2408183.939520
146.644151,0.011148,3.417539,2.125191,1044207.106560
158.218044,0.015460,4.068522,2.126067,1432792.774080
141.150544,0.006675,3.292390,1.713135,127533.890880
198.795063,0.060607,1.099013,1.766070,440197.623360
154.414279,0.009742,0.593105,1.676237,310419.734400
146.313912,0.008926,4.868981,1.767150,419627.640960
175.069672,0.001811,5.460948,2.042837,920413.212480
191.422321,3.141012,5.040793,1.838075,858703.265280
169.433911,0.000857,4.598936,1.836098,692273.407680
147.947192,3.131398,5.984462,2.127570,1340040.853440
182.912525,3.140972,2.009900,1.884899,700127.400960
149.283393,3.137189,0.035847,1.818067,346323.703680
142.295194,0.000746,2.392501,2.022418,506395.566720
170.921531,0.003311,3.404953,1.793818,249831.786240
157.845411,0.006043,5.307052,2.025209,985863.156480
184.918958,0.003830,1.763388,1.847020,431221.631040
145.448208,0.064213,2.686425,1.978486,972025.168320
178.530410,3.133829,5.590926,1.875517,748747.359360
141.514794,0.014109,5.387233,2.090200,1010547.135360
181.545537,0.004513,3.728988,1.856799,467873.599680
140.686361,0.012542,0.220033,1.880809,904331.226240
157.760291,3.137278,0.672272,1.858298,794001.320640
157.787574,3.139793,5.734981,1.942174,515371.559040
140.236808,0.014087,5.606688,1.710625,191487.836160
167.585428,3.140691,2.000563,2.364983,1071883.082880
148.504229,0.002034,2.273630,1.820144,535193.542080
149.090908,3.139579,4.628865,1.712190,293215.749120
148.942973,0.004976,2.813053,2.133584,1074127.080960
145.461940,3.138588,1.316885,2.446160,3650610.876480
158.693220,0.062301,0.569552,1.767558,387837.668160
174.982412,3.136155,3.706207,1.880989,1860274.408320
190.689569,0.014223,2.624907,1.855904,558381.522240
158.402597,3.137623,5.894321,1.812894,358291.693440
151.947059,3.135484,3.379489,2.132737,1177724.992320
142.991557,0.005653,1.784974,1.840025,418505.641920
146.042082,3.141307,5.435177,2.140779,1022889.124800
182.469514,3.138021,6.013070,1.757441,478345.590720
167.544939,3.140637,0.969832,1.973698,782033.330880
166.315373,3.120798,2.063759,1.935407,698257.402560
181.693991,3.124594,4.960645,1.986581,602887.484160
164.830363,0.014827,3.954116,1.818313,565113.516480
149.544642,0.004046,0.404180,2.109454,1110779.049600
158.796187,0.004561,3.680039,1.853463,620465.469120
149.955979,3.139232,5.611668,2.113660,2965443.462720
178.104961,3.136555,3.662491,2.046533,500411.571840
160.501908,0.004308,6.246730,1.675534,198219.830400
151.238836,3.137340,1.731294,1.728349,563991.517440
