# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
140.291201,3.129625,3.341250,1.045603,1246540.933440
159.108079,0.004789,2.745296,1.072215,1171366.997760
142.784369,0.005540,2.060336,1.006178,1930586.348160
161.581593,3.134950,6.149306,1.022373,1154537.012160
144.160125,3.127708,0.046843,1.226262,2140774.168320
141.226358,3.137318,2.160930,1.142279,2743287.652800
160.255480,3.136996,5.760787,0.938615,712843.390080
152.511657,0.003154,6.114865,1.205506,1426060.779840
162.552472,3.137399,0.075891,1.291671,2171068.142400
143.940714,3.139010,2.942008,0.977624,1972474.312320
150.129295,0.002366,4.364007,1.023603,1039719.110400
144.193706,0.008759,5.008337,0.889204,655621.439040
154.723264,0.002248,2.472344,0.881721,505273.567680
166.751153,3.139898,5.112385,1.218555,1906276.368960
165.608521,0.003244,2.049799,1.234061,2956467.470400
154.321672,0.006478,1.459863,1.146057,1362106.834560
147.215720,3.134943,0.222387,0.940918,1418206.786560
141.891609,0.004229,2.746773,0.843993,408033.650880
149.640277,3.135935,4.126637,0.883336,639913.452480
143.832456,0.012043,4.526734,0.931569,629815.461120
140.200464,3.139841,3.537738,0.920243,1124617.037760
140.060619,0.001185,5.234276,1.054341,786521.327040
165.984153,3.137091,2.414661,0.980266,663849.432000
145.988638,3.141360,3.590781,1.177928,3169647.288000
144.379486,0.000269,5.939503,1.031067,1708430.538240
142.363645,3.132273,0.398493,1.301401,3993194.583360
142.298530,3.124739,2.052958,1.270626,2303464.029120
164.253240,3.105405,1.563190,0.977944,1057297.095360
143.424372,0.012311,4.878207,0.845659,401301.656640
152.935889,3.132369,2.680999,1.473639,2072332.226880
146.577219,0.001689,1.430338,0.775570,292841.749440
156.309830,0.001382,2.296399,1.029118,1135089.028800
173.467856,3.138482,3.924776,0.999820,806717.309760
150.883964,3.134588,3.837788,0.853954,693021.407040
150.700765,3.136437,5.092899,0.919909,1403246.799360
162.812097,3.138746,5.638356,1.066562,1390904.809920
149.455848,3.140937,5.606793,1.010901,1122373.039680
158.848176,0.004040,2.535931,1.151273,1580522.647680
170.647254,0.004003,2.011840,0.896630,552397.527360
148.687555,0.002727,4.780041,0.939280,911811.219840
140.240159,0.012489,0.647826,0.965000,1536390.685440
167.360878,0.001845,2.571388,1.140875,1503478.713600
160.269817,3.137883,3.032115,0.885205,645149.448000
153.610284,0.001514,0.940607,0.935703,1191936.980160
141.842379,3.131951,3.902848,0.955715,1248784.931520
154.149812,3.136680,5.006471,1.068085,1619792.614080
147.130889,3.138091,3.644412,0.840179,616351.472640
157.605930,0.001187,1.948039,0.946762,700127.400960
142.940112,3.131689,4.691985,0.785298,314159.731200
153.812584,0.001556,3.356879,0.879459,519485.555520
155.535817,3.136817,3.134336,0.989709,1177724.992320
140.633848,0.002699,4.085640,0.951605,1212880.962240
150.498352,3.133728,4.470626,0.938028,1426434.779520
141.555105,3.135256,2.929490,0.899036,640287.452160
174.837010,3.135299,1.417741,0.997112,737153.369280
201.247617,0.007653,3.474980,1.401288,2428753.921920
178.097208,0.045652,0.435654,0.980477,1643354.593920
157.280124,3.139731,4.424653,0.818343,335477.712960
150.604609,3.138634,3.599774,0.989341,1804174.456320
149.647885,3.139585,5.908132,0.966973,619343.470080
146.324049,0.002223,4.024500,0.926990,897225.232320
142.599077,0.002445,5.084513,1.246587,1975092.310080
145.963679,0.006252,0.461683,0.852352,914055.217920
151.631690,3.134906,3.512603,0.887667,679183.418880
152.284374,0.001462,4.375594,1.103154,5981376.882239
198.784351,0.002405,0.879173,1.332611,3175631.282880
145.384743,3.139327,0.080936,1.014410,725185.379520
171.177212,3.138743,3.987818,0.940667,1533024.688320
145.467192,0.002150,4.761190,1.144137,1269354.913920
144.325367,0.005353,5.054732,1.116685,1788840.469440
