# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
140.957061,0.006368,4.699057,0.271145,14604313.504320
148.118986,3.135643,5.357605,0.783542,34673136.333149
141.583211,3.129429,2.100577,0.446729,55147374.815167
141.054355,0.010505,2.345500,1.058414,33273629.530583
140.217879,3.132168,0.937591,0.318039,33482695.351704
140.456145,0.543299,2.677213,0.431592,79653329.847604
140.184540,3.137685,6.207069,0.418932,14902765.248959
142.690229,3.140716,3.362024,1.159999,44994405.502159
140.085196,3.132521,4.836349,0.263956,12483361.319045
140.610836,0.001078,0.011938,0.547351,29715770.574726
140.217894,2.194573,5.265262,0.077003,13421352.516483
142.785642,3.136593,1.841977,0.272075,34646956.355549
173.985338,0.028824,1.034813,0.884622,27109740.804473
142.558894,3.137012,4.908999,0.650763,30971661.500172
142.079003,3.134504,4.484901,0.782934,34640224.361309
155.526765,0.003326,4.860163,0.871020,27445218.517435
140.698537,3.129787,0.962600,0.440848,49192925.909859
140.408640,2.585761,0.463053,0.215507,30057232.282567
140.079598,0.678820,1.252158,0.270089,15128661.055679
140.124603,0.757482,4.725659,0.422929,45247977.285200
141.617218,3.138131,1.405389,0.503233,22934782.376620
141.024164,0.009749,4.555462,0.406785,74098686.600218
144.889183,0.004131,6.278076,0.391791,29707168.582086
149.512675,3.138616,3.550762,0.452474,48507758.496095
141.894799,3.130513,0.866607,0.502475,50631702.678826
141.642897,0.009353,3.641617,0.393432,29141681.065923
142.260926,0.007272,3.313162,0.782462,34156268.775387
140.033327,2.551535,4.402982,0.153458,19587485.240628
144.468982,0.002327,5.545637,0.214119,29061645.134403
140.057049,1.792452,5.356835,0.124509,31488529.057934
155.123944,0.002476,3.281114,0.558692,22476632.768622
140.353360,0.007817,1.332911,0.407797,18768425.941430
140.600551,0.002732,4.648371,0.528072,29621896.655045
141.444917,3.126260,4.623467,0.319864,21391659.696944
140.155704,2.207871,4.661070,0.302812,61181111.652636
142.601028,0.003703,0.725256,0.327808,26547245.285751
145.281085,3.136753,2.788847,0.869732,53257180.432438
140.025307,2.595402,3.686664,0.116734,16753689.665275
142.079043,3.136302,4.886477,0.446257,49881833.320422
141.024170,3.030932,1.604571,0.209870,14907627.244799
144.860923,0.006022,4.654722,0.556003,32465416.222099
157.797859,0.003184,2.427416,0.873148,37294874.089962
145.505421,3.141344,2.707168,0.454151,25503412.178866
140.518154,3.136604,5.067599,1.117954,47859617.050652
140.407732,2.660679,1.249688,0.158584,11979957.749766
140.311475,2.291782,0.574113,0.296037,29326810.907524
153.404231,3.136857,3.519377,0.605057,25688916.020147
140.082097,3.125276,3.783301,0.297727,13989084.030721
140.511815,0.048401,2.471822,0.373542,42744797.426948
145.979634,0.003091,4.134854,0.657202,27171450.751674
140.086684,2.167214,6.121784,0.065382,10109211.350404
142.509079,0.004060,4.404428,0.429603,31376703.153614
144.082822,3.134480,4.857034,0.916779,33735519.135385
141.069332,0.010555,1.973976,0.547724,23313644.052460
140.119765,2.391021,2.428448,0.096434,10730424.818885
148.606402,3.138724,3.457314,0.450486,15866936.423997
142.389639,3.137167,2.213942,0.692487,23633413.778859
142.818016,3.139201,5.550222,0.579067,35080421.984671
143.242785,0.006735,0.869457,0.937420,41580536.423102
142.056546,0.018935,0.987985,0.270733,26633265.212151
140.171268,0.014992,3.524548,0.413977,59839948.800150
141.310145,3.136205,4.890040,0.636928,35909579.275235
143.861553,3.133172,5.071988,0.535085,48465122.532575
140.036319,2.256500,2.849895,0.065581,20248342.675187
152.625184,3.122371,2.218903,0.372131,24782340.795822
140.403852,1.543867,5.829761,0.713867,62518160.508642
170.988547,0.002140,4.719235,1.173070,31188581.314573
141.773942,3.135741,4.930161,0.284749,32666628.049940
142.763174,0.002249,1.907427,0.256086,26735367.124792
140.348723,0.586987,2.842064,0.139128,15508270.730878
140.323570,1.505779,1.484604,0.270450,40520247.330297
140.077508,1.984808,6.228963,0.500817,48012582.919773
164.585044,3.134334,5.001674,0.884602,25289110.362225
164.172137,0.008455,4.405617,0.892209,43892602.444873
141.736176,3.127512,3.380743,0.841181,52840170.789236
143.007705,0.007515,3.721942,0.427534,16622415.777595
140.810229,0.584602,2.611506,0.413830,39014898.618290
140.400188,0.284093,4.168432,0.166921,19670139.169908
146.984501,0.002780,3.827340,0.862587,29533258.730885
140.213887,3.053277,1.618798,0.260123,17165837.312634
141.993091,0.005550,2.772697,0.424993,18558986.120631
140.072941,2.457339,1.067090,0.285205,52108253.415473
142.865207,0.002792,6.157350,0.420336,27416794.541755
142.042478,0.021165,1.518385,0.185661,8638270.608962
141.251169,3.137356,3.732626,0.634727,24206755.288299
142.316995,0.005792,0.179243,0.767588,15536694.706558
140.441101,3.139525,2.461382,0.322613,30004124.328007
148.482277,0.001867,3.507369,0.976499,30841509.611531
140.035625,1.988420,4.975512,0.138895,26034865.724148
150.091330,3.139855,2.580879,0.843707,18643510.048310
140.065946,0.005624,6.039147,0.455905,14604313.504320
142.466768,0.001971,4.558738,0.250191,24160005.328299
140.334389,2.224959,0.667921,0.186253,25204212.434864
143.039743,0.009808,4.304118,0.636570,33055961.716822
151.835603,0.005256,5.850854,0.591619,23164418.180140
140.262313,1.105074,2.857850,0.343559,55663868.373250
141.117531,0.969416,1.902614,0.148831,35486959.636833
140.173300,0.700762,1.491923,0.225556,27854000.167677
142.005799,3.134511,1.125683,0.580497,36633642.655719
140.232543,1.839480,4.090149,0.141233,20072936.825267
140.153087,2.048582,0.671417,0.313805,44383664.024716
144.464092,0.001187,2.939320,0.382849,25666850.039026
140.085815,0.832329,3.539213,0.184603,39088950.554930
143.354661,0.002521,4.868553,0.261355,32171078.473937
160.292028,3.138777,2.197278,0.816104,35053120.008031
143.335307,0.009475,2.719832,0.584560,63685413.509928
140.455736,0.153867,2.022465,0.189297,25906583.833908
140.901441,3.139520,3.604006,0.253752,23143848.197740
140.287249,0.944509,4.009063,0.306662,43678674.627912
140.721259,0.016988,3.591993,0.446919,59221727.329107
159.010077,3.109153,4.883093,0.797881,28192469.878078
146.470996,0.015295,0.586525,0.479145,23356280.015979
140.679447,0.011767,5.875293,0.621920,33686899.176985
140.948671,3.129626,1.329215,0.551816,19232185.544629
144.740978,0.002271,2.304189,0.422460,35676951.474274
140.029957,0.004381,0.257260,0.525304,15675822.587517
141.268571,3.136329,0.893572,0.439882,26016539.739828
140.300291,0.255908,2.129710,0.263758,63067566.038565
146.178897,3.134349,5.948986,0.580585,23855569.588778
140.054913,3.130679,0.344073,0.421459,64977582.404334
140.553325,3.132228,4.624697,0.713441,20225154.695027
141.429417,3.128686,3.783648,0.323839,23232860.121580
154.206977,3.138875,1.667588,1.021757,23987591.475818
141.140397,3.139411,1.814302,0.538789,39773369.969334
140.617192,1.397382,0.691178,0.582422,53513370.213239
150.761552,3.136003,4.892348,0.735692,30420011.972169
142.773299,3.134391,2.921690,0.517408,31057681.426572
140.247813,2.167420,0.543603,0.326609,34791320.232030
140.300949,3.131180,1.444362,0.650443,66654596.969462
140.124349,0.399728,5.646533,0.268473,25468256.208945
152.051283,0.001762,1.064059,0.435323,40923044.985659
146.366185,0.006572,5.217145,0.399297,29503712.756165
154.761536,0.005853,5.507838,0.652018,20268538.657907
147.600483,0.004766,2.376941,0.603661,29319330.913924
142.167524,3.139076,1.936079,0.295894,19120359.640309
150.916105,0.004247,4.726101,0.569167,35677699.473634
149.536798,3.140674,0.902245,0.574313,22074957.112302
140.150851,2.221428,4.853757,0.112972,15214306.982398
179.196273,3.140668,3.675479,1.306994,37428017.976043
140.444254,0.006678,1.327521,0.360566,27185288.739834
145.335907,3.136584,1.024138,0.552948,23206680.143980
141.709363,3.137335,2.795432,0.234128,24567664.979501
141.140691,3.131657,4.333771,0.224824,18936351.797750
141.958260,3.133092,0.754014,0.487961,18911667.818870
