# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).
143.624248,0.007486,4.141835,0.947127,3695490.838080
148.949791,3.135347,5.157835,0.965731,1658688.580800
149.628243,3.138936,0.922058,0.807556,1008303.137280
142.263116,3.139503,3.424330,0.927851,1260378.921600
144.689492,0.007527,0.162784,0.722878,845613.276480
143.913637,0.007040,2.543194,1.006053,1781360.475840
144.602462,3.135979,4.812743,1.301990,5651135.164799
154.346715,3.137958,5.939347,0.913695,1347146.847360
141.749150,3.131924,4.716441,0.752556,1120129.041600
174.460089,3.138630,0.740149,1.031397,2422021.927680
142.409033,3.141254,0.385212,0.920178,1232328.945600
146.242479,0.004753,2.302239,0.866462,1003441.141440
143.045734,3.128090,2.102655,1.919287,3897076.665600
140.172792,2.632482,6.204035,1.027438,5615605.195199
149.995250,0.002895,5.473168,0.889041,1610816.621760
145.531279,0.006057,1.946539,1.116461,930137.204160
150.928790,3.139219,0.944838,0.868092,1118259.043200
143.311960,3.135073,4.309817,0.776380,1040467.109760
174.542410,3.141306,2.708756,1.069513,3091107.355200
161.524687,0.006813,3.977294,0.962753,1415962.788480
162.147182,3.141476,0.083467,1.026366,1377066.821760
151.407665,0.000905,3.210566,1.086384,2466527.889600
144.975053,0.005225,0.617030,0.749198,684419.414400
140.051640,0.158353,2.041841,1.139443,2508789.853440
164.338638,0.001947,6.189515,0.978019,1827736.436160
142.139213,0.004711,5.110328,1.003112,2221184.099520
164.000435,0.003551,1.196922,1.049293,4329794.295360
143.460095,0.002149,2.047927,0.735692,758471.351040
198.440642,0.019079,2.246267,1.366806,3074277.369600
159.329094,3.135491,0.053262,0.831163,847483.274880
142.331778,0.002258,0.956594,0.890299,2026330.266240
142.009145,3.137567,5.788063,1.400562,3043235.396160
168.828046,0.001949,0.392174,1.046518,2960207.467200
169.448210,0.008932,0.987365,1.598300,6572296.376639
149.477297,0.002409,4.960082,0.828808,1352756.842560
164.957682,0.006175,4.241798,0.923192,1456728.753600
143.183496,3.138211,3.193922,0.786235,417009.643200
165.032578,0.002506,0.326648,0.873109,1620914.613120
152.589926,3.133456,1.535453,0.919903,1863640.405440
146.833112,0.006239,3.644515,0.706149,430099.632000
163.573313,3.139061,1.985976,1.037662,1734984.515520
176.774538,3.141513,2.161822,1.191914,3380209.107840
143.504961,3.134236,4.941995,0.723002,726307.378560
146.249884,3.137727,0.004533,1.189668,2326652.009280
141.026827,0.001000,4.546949,0.755966,567357.514560
147.330166,3.139355,1.203998,0.846878,762211.347840
144.455853,0.002146,3.586644,1.010317,1178846.991360
156.425328,3.136962,2.484369,0.816798,1405116.797760
154.261182,3.137548,4.179895,0.856909,870671.255040
140.098847,3.137261,0.420292,0.754795,544543.534080
143.130133,3.136649,0.541720,0.959297,1483656.730560
149.930117,3.139278,1.101701,1.069828,2828559.579840
141.962039,0.010325,4.420567,0.665899,274889.764800
149.009755,3.139609,1.721364,0.685115,395691.661440
162.608960,3.136749,5.652819,0.913862,1179220.991040
149.921623,3.138318,4.588743,0.816028,1365472.831680
152.931205,0.002470,4.120577,1.048510,1830728.433600
141.903020,0.001342,2.773251,0.935955,2576857.795200
149.823678,3.141332,5.957642,0.812268,513875.560320
145.358723,0.005097,3.038620,1.046809,3597128.922240
140.886560,3.140590,1.383958,0.969421,1559204.665920
141.781589,3.136254,0.440013,1.011427,1182212.988480
165.889752,0.010363,3.583332,1.094417,2426883.923520
158.493896,0.003083,4.500585,1.067753,1332934.859520
145.862660,0.005537,0.602750,1.058933,3710450.825280
153.275719,0.005934,0.607058,0.905432,2295984.035520
144.549316,3.135879,4.780523,0.784111,568479.513600
156.661853,3.140555,3.353363,0.939565,1708056.538560
146.637964,3.132902,1.389041,1.113487,1935822.343680
143.514462,0.003834,1.816237,1.174470,2126562.180480
147.558410,3.140383,3.333301,1.027658,2047648.248000
150.147655,3.134779,1.399902,0.880172,1490014.725120
148.869826,0.006513,2.847629,0.945858,1503852.713280
148.854698,3.134198,5.485642,0.909411,1472810.739840
142.154136,3.136618,3.956364,0.905368,2159100.152640
141.997923,3.135101,1.237650,0.826974,1071883.082880
142.523493,0.003920,0.731580,1.092267,1996036.292160
174.676888,3.136847,4.963572,0.939902,1105543.054080
165.440530,0.001918,4.283080,0.815664,1375570.823040
143.302558,3.138276,3.946242,0.934718,1694592.550080
143.359746,3.137102,1.794944,0.962817,2818461.588480
149.397803,3.139390,4.747112,1.276213,3045105.394560
143.389206,3.132317,5.677000,0.916346,2211834.107520
140.029355,0.013211,2.441847,0.784389,538559.539200
163.943269,3.138638,4.067518,1.304166,2871569.543040
142.380057,3.139208,2.600684,0.953043,3642382.883520
168.616939,3.139094,4.980692,1.111164,3219763.245120
140.352817,0.012805,2.710142,1.213862,2708131.682880
168.245288,3.139773,0.817854,1.146642,1840078.425600
152.303080,0.003829,2.045318,0.863416,1266736.916160
156.176696,3.140675,0.187653,0.832683,661231.434240
155.127880,3.140088,5.309533,1.160977,4468548.176640
144.901533,3.137970,4.721212,0.820149,1420076.784960
160.356060,3.138819,4.493393,0.800629,1288428.897600
152.151170,0.074754,4.801113,0.907320,1593612.636480
143.160216,3.135166,0.531512,0.959477,2934775.488960
156.854665,3.141566,5.670740,0.693938,745381.362240
156.766460,0.001831,5.300733,0.715581,632433.458880
