# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with my code. 
140.026347,2.276318,5.347409,0.054122,21142949.909745
143.540454,0.005583,5.838520,0.320840,18517846.155831
140.084137,1.628320,0.522759,0.056179,29127095.078403
140.180084,0.474764,0.254408,0.540834,46355016.338005
140.042902,3.136793,5.577440,0.557975,53377234.329719
144.688722,3.137281,4.267775,0.259103,21730503.407023
140.120983,1.788531,2.268122,0.049951,18741871.964150
142.940050,0.004010,5.004000,0.336221,29429660.819524
140.684891,3.127242,2.531697,0.277741,18731399.973110
140.250806,2.316154,2.280197,0.062431,21270483.800624
148.784674,0.008753,1.756790,0.971402,41578292.425022
166.828748,0.006548,3.168465,0.677653,19759525.093428
154.179799,0.007100,5.784158,0.517735,92662160.717106
141.712145,3.113283,3.716908,0.179407,32982657.779541
151.913052,0.001742,3.864401,0.379628,38256053.267567
157.059848,0.002508,5.060304,0.821942,55900610.170691
162.175755,3.133226,6.214891,0.506672,43867170.466633
140.068554,1.652008,1.090613,0.201424,46756317.994647
141.293130,3.133863,0.591339,0.377704,49317467.803299
147.156266,3.132386,4.169146,0.517768,37555177.867243
141.230935,3.119827,0.991272,0.374636,34207506.731547
140.067882,1.242206,5.862935,0.084334,25197854.440304
141.430219,3.130917,5.279596,0.195819,33151331.635222
141.554556,0.005199,4.788153,1.075300,64893806.476014
141.447117,0.004895,6.004584,0.499883,40348955.476857
140.825697,0.004300,3.910895,0.665173,65409926.034416
140.193723,0.333263,1.332567,0.612596,78619220.732399
151.686394,0.005386,3.582142,0.514907,54056791.748282
149.974297,0.004623,3.781355,0.742567,49468563.674020
146.161482,0.017972,3.344911,0.465384,17580976.957433
147.974026,0.003505,0.624053,0.596389,48049982.887773
148.764733,0.002247,3.252688,0.321451,18203686.424631
140.884517,3.134433,4.678428,0.523440,16771267.650235
140.120952,1.550058,2.510505,0.337923,50164951.078183
142.322947,0.007442,0.864827,0.291102,51392044.028269
141.283254,0.012495,3.909320,0.396307,26047207.713588
140.282436,0.003154,1.026941,0.646598,65367664.070576
144.895855,0.006785,5.314708,0.685485,49985057.232103
142.752066,3.137683,4.284446,0.043082,9638345.753283
140.656762,0.145363,4.792185,0.037922,4312216.310400
140.388761,3.129863,4.968201,0.384452,16875987.560635
141.084629,3.133366,2.180802,0.538720,44918483.567118
143.652565,0.004517,3.754748,0.661001,58440441.997583
143.176503,3.129733,4.335927,0.651026,46082370.571284
140.160031,1.779835,3.104050,0.089674,19629747.204468
146.471606,0.003883,1.114998,0.668334,49949901.262182
140.409372,3.125102,2.603708,0.483055,27999860.042878
156.593413,0.007185,6.009920,0.514984,32880181.867221
140.024645,1.941799,6.146214,0.146631,33674557.187545
140.126756,1.963138,1.270561,0.066368,26771271.094072
148.703884,0.004713,3.969539,0.816677,19305489.481909
140.021242,0.773549,2.791721,0.303584,54346641.500283
140.911618,0.005815,1.639698,0.473221,27427640.532475
140.634113,0.001760,4.001352,0.341519,34071370.848027
143.261665,0.075218,4.809454,0.552886,59028369.494546
140.134198,3.130496,6.119949,0.391917,44389274.019916
145.366314,3.137915,5.921814,0.537569,43250818.993990
140.195402,1.168055,1.011342,0.096706,30133154.217608
140.639644,0.011530,1.016928,0.764163,59176099.368146
141.173443,3.128947,4.536549,0.650081,38311031.220527
148.383016,3.141131,0.682182,0.424570,33151705.634902
140.487547,3.117682,2.939047,0.402658,17461671.059513
148.261171,3.140336,4.009705,0.606631,21505729.599344
141.414489,0.010996,1.257460,0.104022,20837766.170865
153.101167,0.004469,3.257922,0.608035,34676128.330589
140.778304,3.139997,1.267274,0.302930,27682334.314556
140.010723,2.089030,2.251713,0.213450,41700590.320383
140.096463,2.901161,1.090798,0.071677,18463242.202551
141.754858,0.001341,6.062502,0.533622,33923640.974426
178.274475,3.141038,5.127195,1.080519,43174149.059590
152.593744,3.122497,4.838508,0.372086,13669314.304322
152.079312,3.138177,5.906489,0.530840,17012123.444154
141.207910,3.131641,4.500113,0.186826,19220217.554869
140.443522,3.117755,6.153778,0.721135,36018787.181796
140.180401,0.004922,3.232292,0.284815,32783315.950100
140.317511,2.907146,3.023905,0.047655,16172868.162236
140.141428,3.093439,2.522606,0.030840,4686589.990079
140.107799,0.092416,5.727869,0.259247,36609706.676199
149.596781,0.001317,2.122532,1.060391,27230168.701434
142.280463,0.003801,1.115733,0.491964,59064647.463506
140.115902,0.043427,2.797436,0.143052,27619128.368636
140.010106,0.788772,1.604913,0.389400,46917885.856408
145.831296,0.005313,1.965732,0.493723,25299956.352945
143.288675,3.133097,1.005037,0.351035,10877406.693125
141.056854,0.023548,4.586125,0.641743,24922216.676143
140.855124,0.042198,1.321779,0.589606,50175797.068903
140.380924,2.128271,2.762174,0.130262,24329801.183020
147.126767,0.006416,1.968735,0.828112,22315812.906222
147.481805,3.138611,3.164431,0.468610,43428094.842311
140.062952,0.847181,4.277042,0.127819,41165022.778620
140.344803,0.981773,1.052199,0.306748,45591308.991442
147.819415,0.002040,2.486368,0.587195,38670444.913008
145.423919,0.004245,5.336744,0.820549,36338930.907877
145.247749,0.004924,4.137095,0.451704,47835307.071452
141.717362,0.003520,2.806445,0.173151,43215663.024070
140.085753,2.107043,1.019815,0.134926,24357103.159660
140.160874,3.086334,3.138632,0.188553,24488003.047661
140.099346,2.041520,3.272447,0.113626,47925440.994333
140.384480,0.751024,1.863220,0.309105,41850564.192064
140.149755,2.014406,4.504464,0.289044,32905239.845781
140.065292,2.917033,4.104330,0.381156,20547168.419506
140.845126,0.005018,5.293962,0.477097,19536621.284148
144.903301,0.005425,0.083933,0.928822,51885349.606192
154.997540,3.139859,3.558434,0.650396,63494299.673447
140.035421,0.875958,4.492401,0.142192,61058813.757275
140.008802,0.095727,0.752808,0.108182,36113783.100516
140.196339,2.713380,5.856025,0.093092,41195316.752701
141.128083,3.128050,3.911997,0.324020,16536021.851515
140.630894,0.017627,4.399910,0.670962,39247526.419251
140.314926,0.009057,2.133676,0.399552,39255754.412211
146.104298,0.004807,1.126235,0.908808,47806883.095772
140.201548,0.005779,1.635102,0.511564,48157694.795614
140.142909,0.391715,3.526838,0.223307,32166216.478097
140.345398,0.009038,4.805877,0.343198,28046610.002878
155.430058,3.139502,5.755307,1.038968,17528617.002233
140.057685,1.099507,0.405045,0.163159,27321424.623354
146.207564,3.132541,4.720613,0.720928,84926351.335949
140.240689,0.776925,5.130203,0.143373,20774560.224946
141.563232,0.004523,0.498253,0.451933,37373788.022442
140.189559,0.248718,5.721080,0.369213,64399752.898731
153.357546,0.004346,4.442632,0.778287,39710538.023093
140.048908,2.906232,0.080747,0.273028,57193527.064457
141.402103,3.133722,1.545706,0.276699,25450304.224305
143.502054,3.135483,5.386397,0.579118,25105476.519344
147.656370,0.004698,4.423727,0.903945,24102409.377579
140.222332,3.139464,1.876311,0.490801,17951236.640632
140.918072,0.020097,4.627077,0.848140,55674340.364290
144.731778,0.003172,6.194260,0.537206,40362045.465657
140.012288,1.532901,4.275995,0.264549,54717275.183165
142.227045,0.013710,1.223571,0.254439,34075858.844187
140.967372,3.132986,4.428591,0.377495,20382234.560626
140.660103,0.009535,0.480942,0.332281,28709337.435841
156.688172,3.137145,5.866061,0.735746,32768729.962580
140.513385,0.008905,1.342226,0.415106,30280884.091208
140.101941,0.014139,0.832976,0.413054,14103153.933121
140.232041,2.844631,2.049063,1.021736,75060613.777182
140.042381,0.987847,1.522425,0.063715,16867011.568315
151.892501,3.138302,0.084783,0.603924,44892677.589198
140.250720,3.134465,4.394573,0.444574,48759460.280737
145.109069,3.134475,3.007838,0.601265,44802169.666638
143.078930,0.003530,3.257541,1.095766,70898371.338442
140.199423,0.622448,0.796241,0.098388,21414099.677744
151.464077,3.139073,2.528560,0.632543,48125530.823134
148.532010,0.001431,2.388391,0.635173,15425242.801918
140.184938,3.130584,3.617238,0.374271,29996270.334727
140.760553,0.005850,5.593482,0.988920,34001432.907866
140.597172,3.136637,4.967894,0.449841,36901426.426600
140.202773,0.080750,5.761740,0.180389,26362115.444150
172.291538,0.000327,3.860702,1.094325,28183119.886078
140.535199,0.008846,2.343661,0.817735,44759533.703118
142.916816,0.004378,0.755861,0.517936,44145052.228875
163.488459,0.003725,1.481676,0.956067,25210196.429744
140.226363,1.877570,2.184598,0.220980,38581432.989168
153.333422,3.136233,4.046698,0.560751,24782340.795822
140.000594,2.159517,6.007745,0.094167,22303470.916782
141.801573,0.001389,5.538265,0.347994,18570954.110391
140.712066,0.009252,2.034250,0.874432,51350156.064109
140.690215,0.009534,4.812020,0.663076,30307438.068489
148.565149,0.007061,2.085376,0.795139,12349843.433285
149.539847,0.002911,1.413056,1.025245,18516724.156791
140.030934,2.332955,5.847392,0.035045,10105097.353924
147.554606,3.133191,1.143127,0.964884,20178778.734707
154.192159,0.006108,2.854985,0.620963,34593100.401629
140.547685,0.029668,5.047701,0.304213,44501099.924236
143.902235,0.006413,0.682578,0.450636,15842252.445117
140.218755,3.040025,0.887202,0.032230,12702151.131844
141.097390,0.001093,4.388707,0.352597,39326066.352052
140.446084,0.811373,5.836380,0.160525,36298164.942757
145.878289,0.030847,0.559732,0.907250,58300940.116942
140.321380,1.196506,5.635992,0.456667,56381199.759493
140.096942,2.980000,3.718762,0.048808,18382458.271671
144.379754,0.011553,5.565302,0.579464,27442600.519675
143.304324,3.136156,4.976796,0.532569,59756172.871829
152.435072,0.004373,2.275150,0.640396,35421135.693153
140.039904,0.767169,0.888859,0.125229,31778378.809936
154.246221,3.136230,1.072737,0.679262,26101437.667188
140.204009,0.074330,5.630104,0.304813,50276028.983144
142.573799,0.006507,5.032353,1.044541,38243337.278446
140.015911,2.631449,4.965610,0.153487,48779656.263457
156.997436,0.002337,1.552422,0.988370,44409844.002316
140.369571,0.000279,1.697969,0.302837,17731324.828793
140.094941,3.060091,0.934033,0.236738,37188284.181161
146.316291,0.004150,0.182708,0.888805,20970536.057265
147.214604,3.139792,1.391447,0.651815,19906506.967668
142.108331,0.009536,5.000856,0.632263,28283725.799999
140.173703,0.255194,3.827192,0.322122,51820647.661551
141.660299,0.002408,5.510974,0.741411,58307298.111502
159.003879,0.003225,2.640142,0.641174,32058878.569937
140.491824,3.114194,1.727057,0.455350,62948634.140324
140.231605,1.156685,3.760132,0.283671,27538718.437435
148.383185,3.139813,1.216758,0.548699,22569384.689261
149.875437,0.000828,4.440299,0.888863,59791328.841749
140.477532,0.004618,2.572541,0.396389,53965161.826682
146.071670,3.136113,5.667219,0.365276,33943836.957146
141.999668,0.011648,0.738214,0.360662,16443643.930556
141.587200,0.007051,5.963278,0.420824,28977121.206722
140.070265,2.352220,4.674098,0.073956,21059921.980785
140.722688,0.000808,5.963178,0.458775,41146322.794620
145.430452,0.001330,6.026995,0.450365,38005847.481645
149.797374,0.001122,5.434061,0.721281,69308872.698435
150.961705,0.002598,0.294771,0.734562,17542454.990393
140.165465,0.681161,0.371710,0.364816,41570064.432062
140.358179,0.283091,4.321210,0.047506,16153420.178876
140.052603,2.527310,1.535353,0.153827,31568938.989135
141.374044,3.129318,1.585350,0.280433,18049598.556472
151.338852,3.133937,0.976179,0.732439,76551750.501349
140.152964,2.548306,0.016688,0.475951,60320538.388952
140.187816,2.169649,3.088470,0.107531,22506926.742701
140.167354,0.004954,1.823327,0.901481,45958202.677523
140.059540,0.111759,4.093641,0.189702,20118938.785907
140.524770,3.131868,3.946999,0.405340,24082587.394539
145.273083,0.002918,2.327202,0.744736,45615618.970642
140.009944,2.052320,3.887093,0.081724,33223139.573782
140.089789,2.236853,1.390605,0.054206,21142575.910065
145.483657,3.134168,1.436532,0.629730,58795367.693905
146.982736,3.138940,1.319608,0.356024,53253440.435638
140.364467,3.139177,3.371239,0.679495,82086571.765696
141.142265,0.010066,1.022765,0.840245,22478502.767022
141.505471,0.008046,5.476508,0.790330,24924086.674543
140.700252,0.018175,5.430071,0.425954,13805824.187522
140.179543,0.012123,4.164083,0.356216,38547025.018608
140.013659,0.189309,1.650498,0.062430,21187829.871345
142.814589,3.125494,6.077279,0.658102,19208997.564469
141.288932,0.014941,1.550719,0.142721,30580457.834890
150.560081,0.004803,5.608425,1.505682,52076463.442673
145.117462,0.002887,6.154508,0.503740,71495648.827405
140.157598,1.277621,2.014492,0.406977,48385834.600415
140.093227,1.722271,1.415114,0.217632,34486136.493149
140.486942,0.766088,1.611668,0.564837,55910708.162051
141.060950,0.009692,0.266555,0.251970,16340046.019196
149.344816,3.136872,4.911428,0.706474,32770225.961300
142.164211,3.138341,1.170986,1.211766,36324344.920357
140.023183,2.031603,0.342101,0.095833,38881380.732529
140.135115,1.410040,4.921350,0.154659,39547848.162293
141.420405,0.006207,4.905894,0.217437,28444171.662720
140.446747,0.011876,3.291493,0.444086,14044061.983681
145.433664,3.140111,2.189632,0.493125,20983252.046385
140.961684,3.139578,5.452440,0.632182,23076154.255660
145.632255,3.140773,2.510946,0.370051,15682180.582077
142.414635,0.003253,1.845145,0.351454,19376923.420789
140.137545,0.040544,4.934204,0.227301,19322693.467189
140.453444,1.326168,1.499384,0.067948,25762219.957427
145.514889,3.136731,3.991122,0.446002,19623389.209908
142.283516,3.137026,2.533535,0.490375,61631033.267678
141.985202,3.137748,0.509899,0.405390,69707182.357637
140.056300,0.859169,2.778297,0.154489,53878393.900921
140.079556,2.321830,3.862806,0.215642,59694836.924309
140.257734,3.079553,2.626157,0.257520,21074133.968625
140.117084,2.922387,2.932608,0.035637,7215949.825920
145.919622,0.000708,0.933597,0.570222,27786680.225277
151.802277,0.005418,2.906220,0.545517,26328081.473270
143.517402,0.006420,3.241475,0.699235,24668270.893422
140.249915,2.244563,5.496442,0.102218,26283201.511669
140.128949,1.186467,4.322489,0.222589,53697752.055480
143.281493,0.002158,3.396347,0.457405,26444395.373750
142.268941,0.015880,5.933706,0.486049,46766041.986327
161.252646,0.004696,0.532363,0.638016,43410516.857351
140.130104,3.131197,3.513289,0.302350,49180957.920099
143.462786,3.134416,0.975517,0.576197,28931119.246082
140.125413,2.762381,0.517961,0.102919,35102487.965791
141.531353,0.006591,2.674662,0.621055,23708213.714859
143.114981,0.006633,1.083342,0.412651,82306109.577857
142.554779,3.139809,1.665103,0.216221,11512832.149445
140.099369,0.011477,4.684994,0.671028,66861418.792503
140.665258,0.007530,4.746265,0.409282,18346180.302711
146.747875,0.007833,0.954470,1.284417,27393232.561915
142.608975,3.130980,2.109100,0.458092,34391140.574428
141.246950,3.136845,5.613139,0.380655,39445372.249972
141.727623,0.006236,1.107757,0.607364,32872701.873621
141.323745,3.136557,6.217917,0.545918,29145795.062403
147.770527,3.139403,4.391303,0.644875,36619430.667879
152.866770,3.138846,2.408452,0.855605,17650540.897913
140.947224,0.008088,5.499248,0.779966,25676200.031026
140.080216,1.965049,0.266049,0.092377,19640593.195188
143.285410,0.006581,4.930086,0.555406,58816685.675665
143.892786,3.137697,0.115484,0.375044,26470201.351670
140.599372,0.792501,4.525888,0.429006,52083195.436913
140.720720,0.037922,1.000919,0.288167,51788857.688751
140.666113,0.005730,4.750514,0.402491,16924233.519354
140.135854,0.140610,5.000514,0.108405,26792589.075832
140.015008,0.992217,0.000259,0.137717,32061870.567377
140.017540,0.984924,1.698084,0.229398,31561458.995535
140.513406,0.530958,1.980189,0.163568,35540067.591394
140.030090,2.969625,1.995470,0.215162,29584870.686725
140.351914,0.008259,3.632477,0.736135,18248940.385911
140.035101,3.034400,5.763348,0.101072,38624442.952368
162.868971,0.004753,0.152545,0.535620,21440279.655344
140.382468,3.139950,4.635025,0.257870,16391283.975356
140.115109,0.306495,0.260330,0.661243,38211173.305966
140.218441,1.185584,3.222889,0.336680,42953489.248389
140.221583,1.302137,0.354187,0.242636,28387323.711359
146.757901,3.139138,5.558274,0.569077,26200547.582389
141.983224,0.011911,5.006947,0.303688,20428236.521266
141.822141,0.003885,3.317715,0.608403,44281936.111755
141.010660,3.131301,4.061908,0.453194,42532365.608707
140.121847,1.521632,0.263312,0.184928,27727214.276156
155.459531,0.006622,4.193094,0.593386,38769928.827889
140.091566,1.565929,4.527992,0.090750,31615688.949135
145.611801,0.002728,5.510293,1.032458,41197560.750781
141.454283,0.010017,1.049455,0.474149,39942417.824695
140.231083,1.761643,0.058282,0.111760,40616365.248058
159.969934,3.137575,0.021099,1.123759,40498555.348857
140.410596,3.123931,6.210218,0.215127,15499668.738238
144.638515,3.135854,4.983063,0.595140,50496314.794665
156.721924,3.136873,3.052050,0.892121,59029491.493586
144.088372,0.008566,0.592266,0.830949,62091052.874080
167.373395,3.140175,2.532300,0.887330,40223291.584376
140.727452,0.001629,3.385357,0.397531,35492569.632033
140.049828,2.942971,0.857616,0.382828,25000382.609263
146.649199,0.009110,5.413489,0.932197,38792368.808689
140.915527,3.130810,0.342008,0.701824,66205797.353460
141.817224,3.136040,1.419669,0.463622,26257395.533749
145.295224,0.004611,4.632733,0.421244,17530113.000953
140.430310,2.244136,4.390046,0.150857,41029634.894460
140.284067,1.999679,5.753000,0.118711,26964628.928633
140.392112,3.137363,1.523975,0.823148,24385901.135020
142.814095,3.134752,1.342242,0.303547,33208553.586262
140.016015,2.666960,4.591027,0.115469,28489051.624320
140.009073,3.128450,0.750387,0.528185,44914743.570318
143.094935,0.010131,0.868702,0.277409,25055734.561903
162.201339,3.139815,0.019606,0.931802,22510666.739501
145.401142,0.009955,4.226194,0.526356,44209006.174155
140.176056,0.561699,1.024072,0.325398,43400044.866311
141.922864,3.131163,0.642627,0.584220,43640526.660552
140.023962,1.211266,5.987650,0.087140,22518146.733101
142.504283,3.134795,4.957055,0.719982,35705749.449634
140.130829,2.796933,5.481904,0.099756,30008986.323847
145.939588,3.132912,1.818400,0.486755,33899330.995226
165.822121,3.140985,3.896057,0.910112,15111831.070079
141.013718,3.129066,5.523773,0.361049,18753839.953910
142.630227,3.131198,0.230224,0.484465,27145270.774073
140.206087,3.127193,4.552766,0.455055,24407593.116460
140.531009,0.463657,2.678572,0.125581,27885790.140477
140.171517,2.771066,4.304336,0.173020,29047807.146243
140.073827,0.053912,4.819320,0.227131,22631468.636141
140.528093,3.123359,4.064940,0.460897,30011604.321607
140.118181,0.642081,4.524212,0.090744,24260985.241900
140.933513,3.136712,1.786643,0.366691,29255750.968324
140.194874,3.127622,3.911146,0.252510,20969040.058545
140.485982,3.140882,6.059542,0.566487,23026038.298540
145.425613,3.137727,4.195894,0.432411,36113035.101156
140.364105,0.723789,4.179333,0.408958,45620106.966802
140.063521,1.686169,1.267633,0.208638,47989394.939613
140.613974,3.130267,0.503696,0.354393,25142876.487344
140.466269,3.125330,2.523237,0.543860,29030977.160642
140.776466,3.137715,0.733373,0.503545,21105923.941425
140.370547,3.139004,3.929114,0.564160,19373931.423349
140.349495,1.309574,1.750524,0.126266,27724222.278716
144.164768,0.006630,1.964786,0.235873,23382085.993899
140.243525,2.804768,5.167635,0.045212,12845019.009604
146.737489,3.138439,3.565233,0.695701,25995221.758068
140.254954,0.012680,4.691989,0.313703,33267271.536023
140.018006,0.011527,2.570990,0.134601,36065537.141796
140.252877,3.141558,2.076341,0.489061,52527133.057075
140.032331,0.809506,5.320916,0.153577,39376930.308532
140.413646,2.910879,1.714718,0.213016,21772391.371183
143.013694,3.134704,1.387341,0.375965,21006440.026545
142.575766,0.010931,3.302937,0.524395,35115203.954912
146.422539,0.003195,0.654950,0.573592,37908981.564525
158.440811,3.116640,5.628673,0.690941,17824824.748792
141.845076,3.137529,5.339663,0.684792,60908839.885595
143.765601,3.133427,3.845553,0.506806,29114753.088963
140.391065,1.061044,2.870325,0.204740,42043174.027265
143.075883,3.140381,5.116102,0.726337,46711812.032727
164.420394,3.135759,1.445503,0.625846,19496977.318068
141.721707,0.002956,0.041313,0.295131,39042948.594290
155.062272,0.011251,2.923927,0.626299,61543143.342878
142.346703,0.003644,3.236672,0.378475,31356881.170574
142.109931,0.007446,5.262452,0.358815,46531544.186966
142.831589,0.004358,5.332913,0.578718,22031199.149743
140.121953,3.133177,3.491587,0.480939,55252094.725568
140.048541,1.317433,2.822159,0.199181,27103008.810233
140.066163,2.654238,2.722703,0.106714,32463546.223699
146.168076,3.138844,4.299999,0.338460,43823038.504393
141.265640,3.136685,4.936035,0.666065,26252907.537589
151.220418,0.006169,2.294037,1.109254,25951089.795828
140.585896,1.916993,1.048900,0.056786,17694298.860473
162.005140,0.004494,2.333119,0.617392,44873977.605198
140.941432,0.013290,5.654551,0.110055,46620930.110486
140.174533,3.077017,3.221223,0.495148,27086178.824633
146.554119,0.006286,2.262239,0.692658,28332719.758079
141.551487,0.002732,2.047126,0.327109,17491217.034233
140.213289,2.353700,4.430531,0.435035,41280588.679741
140.276123,2.424972,0.454132,0.439963,58615473.847824
141.925716,3.137740,2.718432,0.723338,71568952.764686
149.712685,0.130474,3.921540,0.553703,36034869.168036
140.418543,0.018402,3.180048,0.221066,36081993.127716
140.340118,0.009168,2.518262,0.305468,29916608.402887
140.037136,1.920465,1.871576,0.092641,46647110.088087
140.198593,2.518674,1.732304,0.588664,61266009.579996
155.795669,0.002093,2.886398,0.601287,70648913.551881
141.447006,3.116597,4.312524,0.292452,32422406.258899
140.376876,0.719641,0.224923,0.155159,23889603.559658
140.280561,3.066117,3.241429,0.344951,18327106.319031
141.348245,0.005078,3.571597,0.651959,42399595.722306
140.725728,3.131908,5.967449,0.425623,39081844.561010
157.424743,3.140037,0.730644,0.674220,46312380.374485
140.368987,1.716998,5.229838,0.123939,24626756.928941
143.211831,3.138884,0.821625,0.677217,40824683.069819
145.039718,3.136707,3.920108,0.357581,17007635.447994
144.118096,3.135120,0.946771,0.298348,39885943.873014
145.049099,3.133870,3.209549,0.664044,51252542.147629
140.107660,2.493375,1.604414,0.045996,11170996.441925
140.029251,2.881104,0.597034,0.154250,25164568.468784
140.263661,3.084790,2.833862,0.076012,22547692.707821
159.013676,0.002089,0.682623,0.716437,16476555.902396
141.624576,3.136140,3.386364,0.681222,42189033.902465
140.292463,0.068406,1.815994,0.378256,22709260.569581
140.119353,0.168991,0.561006,0.292291,13561976.396162
144.079999,0.004862,3.471867,0.420669,38499901.058928
148.904833,3.136213,3.858389,0.567308,25781293.941107
140.176787,1.044830,2.336890,0.062501,17740674.820793
141.818906,0.004804,0.709102,0.716432,38318885.213807
140.604451,2.315311,4.860125,0.151608,47036069.755288
142.085467,3.134926,2.597802,0.304911,28581055.545600
140.249129,3.135925,0.843103,0.536395,25292850.359025
145.023677,3.138092,1.798923,0.339133,44273334.119115
140.509727,3.135954,0.363908,0.251013,20509768.451506
142.144728,3.135514,5.861625,0.614890,22013995.164463
140.037813,3.133221,3.379917,0.264232,18659592.034550
140.284654,2.129614,1.203080,0.249356,57841294.510220
147.023438,0.000622,3.874537,0.610270,50540446.756905
143.364187,0.006222,0.363569,0.812053,46251418.426645
140.303433,3.107733,1.416268,0.130742,33665955.194905
140.092467,0.403110,0.637313,0.075104,28842855.321602
165.909122,3.131739,5.714116,0.930675,50906966.443307
140.241174,1.575103,3.010860,0.038427,14895285.255359
146.884560,0.002399,4.049344,0.875245,85592444.766033
141.325235,3.135915,4.322140,0.758691,23094854.239660
145.094219,0.003826,5.255364,0.995811,30604767.814090
140.443020,1.109865,1.102240,0.274107,47956108.968093
145.077808,3.139550,2.193603,0.882753,21291053.783024
140.123063,2.217391,5.033187,0.573769,96819541.159976
151.993107,0.007097,4.658265,0.677614,26122381.649269
145.028518,3.133472,1.283943,0.596033,22663258.608941
153.765802,0.002468,3.497071,0.346704,33441181.387224
145.518342,3.136185,3.825053,0.436259,37672613.766764
141.136942,3.140590,2.762844,0.785700,57301238.972297
148.356020,3.139939,1.658750,0.443081,37110118.248041
140.950928,3.132249,0.178948,0.264886,37900005.572205
140.017009,2.521314,3.326407,0.211996,39334294.345012
140.813935,0.017058,0.016079,0.378964,32073464.557457
140.867998,3.132834,5.921572,0.537657,39729986.006454
142.097051,3.140460,2.504265,0.255070,25195610.442224
141.420511,3.134752,5.285097,0.367901,57248505.017417
140.732338,0.003901,3.826384,0.373304,48720190.314336
140.759411,0.015606,5.293993,0.432688,54336543.508923
140.133820,0.767732,0.577840,0.220792,36122385.093156
141.006636,3.137839,4.328927,0.483544,32942265.814101
140.295983,1.414969,4.116392,0.094128,39964857.805495
140.177483,3.138117,0.115771,0.351575,24975324.630703
140.089830,0.087871,1.581856,0.131627,20788772.212785
143.047495,0.001425,3.035375,0.702813,22979288.338540
140.777222,3.140276,0.503751,0.390723,46993807.791448
149.497361,0.006675,3.832522,0.568347,31529295.023054
143.354021,3.133015,0.202539,0.682903,38096729.403886
140.141277,0.008189,6.247171,0.746563,52200631.336433
144.374892,0.007252,0.783778,0.503909,21493761.609584
141.920668,0.001736,4.918648,0.500911,11470944.185285
140.058203,1.046571,1.938969,0.088671,25685176.023346
141.803143,0.001990,2.066595,0.430923,20850856.159665
164.769962,3.139026,4.349347,0.788326,38384709.157487
140.009417,0.016631,0.759466,0.098389,26905536.979192
148.273905,3.132376,2.583666,0.568512,42838671.346628
140.244691,0.654172,0.447963,0.230176,53216788.466998
140.038091,3.139724,2.079981,0.281647,21820263.330223
142.953543,0.004087,3.013623,0.581911,33194715.598102
158.469178,3.135683,0.435956,0.982200,45206089.321040
140.088599,3.061363,3.046806,0.245176,17620246.923833
143.765423,3.139531,2.397973,0.373123,25377374.286705
140.182783,2.113035,5.694996,0.039764,14267713.792321
141.549460,3.134924,5.519573,0.407487,35273405.819552
145.637957,3.136127,2.596321,0.478076,44879587.600398
140.588807,3.122467,0.430462,0.316654,28478205.633600
149.990846,0.003363,5.819328,0.767821,37062994.288361
140.877310,0.012813,0.170426,0.388779,51607841.843630
145.980442,3.139176,1.874127,0.727099,48532068.475296
154.849625,0.002621,3.493741,0.928843,26941066.948792
164.543671,3.139524,5.558327,0.699490,51995679.511792
140.083626,2.051563,2.793206,0.161854,27417542.541115
140.298517,0.600509,1.018912,0.107274,25189626.447344
140.085592,3.098368,5.156039,0.723882,19496977.318068
146.833740,0.000879,4.864476,0.744848,51320984.089069
140.034381,0.610534,2.885727,0.152007,36689742.607719
148.177255,3.135857,2.237370,1.069701,46561464.161366
145.362533,3.141325,0.369636,0.913747,63187993.935526
140.145811,2.960459,3.854606,0.102397,12432871.362245
145.952773,0.022255,4.310531,0.339968,35381117.727393
140.043505,3.131463,1.429688,0.289187,18669690.025910
155.537114,3.135734,0.165104,0.603892,44579639.857037
141.613386,3.137132,1.020876,0.568582,34409092.559068
161.597370,3.138986,5.673043,0.848632,34753546.264350
141.485070,3.134129,5.597688,0.453237,33949072.952666
143.029472,0.005290,3.700870,0.848143,52251121.293233
144.778873,0.001167,4.643091,0.576229,34581880.411229
145.961084,0.003520,1.144307,0.362830,19603567.226868
160.775078,0.008012,0.375131,1.171472,57089929.153096
153.091793,0.004467,0.089003,0.834555,33098971.680022
140.040360,1.194283,2.532518,0.196069,43437070.834631
142.682680,0.006446,2.304390,0.293022,31532661.020174
141.228487,0.010940,4.188228,0.512772,18060070.547512
140.058092,1.281018,1.874454,0.087521,24116621.365419
141.875953,3.132464,5.743539,0.505184,36784738.526439
142.503871,3.125666,2.046191,0.442203,35935385.253155
142.112000,0.003616,3.635635,0.813308,59351505.218067
140.018085,0.508150,1.949524,0.085617,20490320.468146
140.132775,0.704862,4.902106,0.069778,21435043.659824
141.351149,0.002986,1.070337,1.079349,33888859.004186
141.496685,0.006759,1.109832,0.348988,14671633.446720
140.111881,3.136882,2.380746,0.270201,28965901.216322
141.882475,3.137067,2.172231,0.361309,19145043.619189
147.779532,3.137815,0.434756,0.622067,30147366.205448
150.234475,0.005812,4.995259,0.307470,32842033.899861
140.041362,0.569979,0.476147,0.250725,31293301.224973
147.770656,0.000778,4.218546,0.305530,31559588.997135
144.417031,3.141293,4.920155,0.561892,29448734.803204
