1.000000,1.570796,1.308997,0.880486
0.005000,1.570796,0.523599,0.996592
3.141416,1.570796,0.523599,2.564613
0.502500,1.570796,0.916298,0.740232
1.000000,1.570796,1.308997,0.880486
0.005000,1.570796,0.523599,0.996592
0.502500,1.570796,0.916298,0.740232
0.751250,1.570796,1.112647,0.747216
1.000000,1.570796,1.308997,0.880486
0.626875,1.570796,1.014473,0.727734
0.502500,1.570796,0.916298,0.740232
0.751250,1.570796,1.112647,0.747216
0.751250,1.570796,0.818123,0.708885
0.626875,1.570796,1.014473,0.727734
0.502500,1.570796,0.916298,0.740232
0.751250,1.570796,0.818123,0.708885
0.689062,1.570796,0.916298,0.713206
0.626875,1.570796,1.014473,0.727734
0.751250,1.570796,0.818123,0.708885
0.720156,1.570796,0.867210,0.709631
0.689062,1.570796,0.916298,0.713206
0.751250,1.570796,0.818123,0.708885
0.735703,1.570796,0.842667,0.708889
0.720156,1.570796,0.867210,0.709631
0.743477,1.570796,0.830395,0.708793
0.751250,1.570796,0.818123,0.708885
0.735703,1.570796,0.842667,0.708889
0.743477,1.570796,0.830395,0.708793
0.747363,1.570796,0.824259,0.708815
0.751250,1.570796,0.818123,0.708885
